etf_id,ticker,period,as_of_date,target_start_date,actual_start_date,actual_end_date,total_return_pct,net_total_return_pct,return_basis,calculation_status,distribution_event_count,blocking_event_ids,price_observation_count,calculation_version,calculated_at
KR70141T0001,0141T0,2m,2026-09-01,2026-07-01,2026-07-01,2026-09-01,0.609634,0.609634,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,43,1,2026-09-01T10:50:08+09:00
KR70141T0001,0141T0,3m,2026-09-01,2026-06-01,2026-06-01,2026-09-01,0.841430,0.841430,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,64,1,2026-09-01T10:50:08+09:00
KR70141T0001,0141T0,6m,2026-09-01,2026-03-01,2026-02-27,2026-09-01,0.069583,0.069583,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,126,1,2026-09-01T10:50:08+09:00
KR70141T0001,0141T0,1y,2026-09-01,2025-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70141T0001,0141T0,2y,2026-09-01,2024-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70141T0001,0141T0,3y,2026-09-01,2023-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70141T0001,0141T0,ytd,2026-09-01,2025-12-31,2025-12-30,2026-09-01,0.268924,0.268924,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,164,1,2026-09-01T10:50:08+09:00
KR70142D0008,0142D0,1d,2026-09-01,2026-08-31,2026-08-31,2026-09-01,0.608828,0.608828,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,2,1,2026-09-01T10:50:08+09:00
KR70142D0008,0142D0,1w,2026-09-01,2026-08-25,2026-08-25,2026-09-01,-3.409644,-3.409644,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,6,1,2026-09-01T10:50:08+09:00
KR70142D0008,0142D0,2w,2026-09-01,2026-08-18,2026-08-18,2026-09-01,-15.074946,-15.074946,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,11,1,2026-09-01T10:50:08+09:00
KR70142D0008,0142D0,1m,2026-09-01,2026-08-01,2026-07-31,2026-09-01,-0.701052,-0.701052,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,22,1,2026-09-01T10:50:08+09:00
KR70142D0008,0142D0,2m,2026-09-01,2026-07-01,2026-07-01,2026-09-01,-26.528344,-26.528344,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,43,1,2026-09-01T10:50:08+09:00
KR70142D0008,0142D0,3m,2026-09-01,2026-06-01,2026-06-01,2026-09-01,-31.832245,-31.832245,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,64,1,2026-09-01T10:50:08+09:00
KR70142D0008,0142D0,6m,2026-09-01,2026-03-01,2026-02-27,2026-09-01,8.360656,8.360656,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,126,1,2026-09-01T10:50:08+09:00
KR70142D0008,0142D0,1y,2026-09-01,2025-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70142D0008,0142D0,2y,2026-09-01,2024-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70142D0008,0142D0,3y,2026-09-01,2023-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70142D0008,0142D0,ytd,2026-09-01,2025-12-31,2025-12-30,2026-09-01,15.156794,15.156794,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,164,1,2026-09-01T10:50:08+09:00
KR70144L0006,0144L0,1d,2026-09-01,2026-08-31,2026-08-31,2026-09-01,-0.053191,-0.053191,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,2,1,2026-09-01T10:50:08+09:00
KR70144L0006,0144L0,1w,2026-09-01,2026-08-25,2026-08-25,2026-09-01,-0.844327,-0.844327,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,6,1,2026-09-01T10:50:08+09:00
KR70144L0006,0144L0,2w,2026-09-01,2026-08-18,2026-08-18,2026-09-01,-3.995504,-3.995504,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,11,1,2026-09-01T10:50:08+09:00
KR70144L0006,0144L0,1m,2026-09-01,2026-08-01,2026-07-31,2026-09-01,-1.457940,-1.457940,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,22,1,2026-09-01T10:50:08+09:00
KR70144L0006,0144L0,2m,2026-09-01,2026-07-01,2026-07-01,2026-09-01,-11.376285,-11.376285,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,43,1,2026-09-01T10:50:08+09:00
KR70144L0006,0144L0,3m,2026-09-01,2026-06-01,2026-06-01,2026-09-01,-11.133182,-11.133182,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,64,1,2026-09-01T10:50:08+09:00
KR70144L0006,0144L0,6m,2026-09-01,2026-03-01,2026-02-27,2026-09-01,7.777905,7.777905,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,126,1,2026-09-01T10:50:08+09:00
KR70144L0006,0144L0,1y,2026-09-01,2025-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70144L0006,0144L0,2y,2026-09-01,2024-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70144L0006,0144L0,3y,2026-09-01,2023-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70144L0006,0144L0,ytd,2026-09-01,2025-12-31,2025-12-30,2026-09-01,3.469163,3.469163,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,164,1,2026-09-01T10:50:08+09:00
KR70144M0005,0144M0,1d,2026-09-01,2026-08-31,2026-08-31,2026-09-01,-1.361032,-1.361032,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,2,1,2026-09-01T10:50:08+09:00
KR70144M0005,0144M0,1w,2026-09-01,2026-08-25,2026-08-25,2026-09-01,-8.200000,-8.200000,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,6,1,2026-09-01T10:50:08+09:00
KR70144M0005,0144M0,2w,2026-09-01,2026-08-18,2026-08-18,2026-09-01,-17.098134,-17.098134,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,11,1,2026-09-01T10:50:08+09:00
KR70144M0005,0144M0,1m,2026-09-01,2026-08-01,2026-07-31,2026-09-01,-4.573805,-4.573805,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,22,1,2026-09-01T10:50:08+09:00
KR70144M0005,0144M0,2m,2026-09-01,2026-07-01,2026-07-01,2026-09-01,-22.247318,-22.247318,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,43,1,2026-09-01T10:50:08+09:00
KR70144M0005,0144M0,3m,2026-09-01,2026-06-01,2026-06-01,2026-09-01,-32.665037,-32.665037,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,64,1,2026-09-01T10:50:08+09:00
KR70144M0005,0144M0,6m,2026-09-01,2026-03-01,2026-02-27,2026-09-01,-26.755319,-26.755319,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,126,1,2026-09-01T10:50:08+09:00
KR70144M0005,0144M0,1y,2026-09-01,2025-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70144M0005,0144M0,2y,2026-09-01,2024-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70144M0005,0144M0,3y,2026-09-01,2023-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70144M0005,0144M0,ytd,2026-09-01,2025-12-31,2025-12-30,2026-09-01,-28.504673,-28.504673,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,164,1,2026-09-01T10:50:08+09:00
KR70148J0006,0148J0,1d,2026-09-01,2026-08-31,2026-08-31,2026-09-01,-0.762943,-0.762943,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,2,1,2026-09-01T10:50:08+09:00
KR70148J0006,0148J0,1w,2026-09-01,2026-08-25,2026-08-25,2026-09-01,-1.300813,-1.300813,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,6,1,2026-09-01T10:50:08+09:00
KR70148J0006,0148J0,2w,2026-09-01,2026-08-18,2026-08-18,2026-09-01,-7.422471,-7.422471,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,11,1,2026-09-01T10:50:08+09:00
KR70148J0006,0148J0,1m,2026-09-01,2026-08-01,2026-07-31,2026-09-01,13.812500,13.812500,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,22,1,2026-09-01T10:50:08+09:00
KR70148J0006,0148J0,2m,2026-09-01,2026-07-01,2026-07-01,2026-09-01,-9.762141,-9.762141,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,43,1,2026-09-01T10:50:08+09:00
KR70148J0006,0148J0,3m,2026-09-01,2026-06-01,2026-06-01,2026-09-01,-43.657178,-43.657178,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,64,1,2026-09-01T10:50:08+09:00
KR70148J0006,0148J0,6m,2026-09-01,2026-03-01,2026-02-27,2026-09-01,-38.521269,-38.521269,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,126,1,2026-09-01T10:50:08+09:00
KR70148J0006,0148J0,1y,2026-09-01,2025-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70148J0006,0148J0,2y,2026-09-01,2024-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70148J0006,0148J0,3y,2026-09-01,2023-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70148J0006,0148J0,ytd,2026-09-01,2025-12-31,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70150K0008,0150K0,1d,2026-09-01,2026-08-31,2026-08-31,2026-09-01,-1.222273,-1.222273,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,2,1,2026-09-01T10:50:08+09:00
KR70150K0008,0150K0,1w,2026-09-01,2026-08-25,2026-08-25,2026-09-01,4.702495,4.702495,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,6,1,2026-09-01T10:50:08+09:00
KR70150K0008,0150K0,2w,2026-09-01,2026-08-18,2026-08-18,2026-09-01,3.855307,3.855307,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,11,1,2026-09-01T10:50:08+09:00
KR70150K0008,0150K0,1m,2026-09-01,2026-08-01,2026-07-31,2026-09-01,28.126835,28.126835,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,22,1,2026-09-01T10:50:08+09:00
KR70150K0008,0150K0,2m,2026-09-01,2026-07-01,2026-07-01,2026-09-01,-4.840820,-4.840820,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,43,1,2026-09-01T10:50:08+09:00
KR70150K0008,0150K0,3m,2026-09-01,2026-06-01,2026-06-01,2026-09-01,-23.357921,-23.357921,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,64,1,2026-09-01T10:50:08+09:00
KR70150K0008,0150K0,6m,2026-09-01,2026-03-01,2026-02-27,2026-09-01,-22.071429,-22.071429,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,126,1,2026-09-01T10:50:08+09:00
KR70150K0008,0150K0,1y,2026-09-01,2025-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70150K0008,0150K0,2y,2026-09-01,2024-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70150K0008,0150K0,3y,2026-09-01,2023-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70150K0008,0150K0,ytd,2026-09-01,2025-12-31,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70151P0002,0151P0,1d,2026-09-01,2026-08-31,2026-08-31,2026-09-01,-1.825069,-1.825069,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,2,1,2026-09-01T10:50:08+09:00
KR70151P0002,0151P0,1w,2026-09-01,2026-08-25,2026-08-25,2026-09-01,-1.041305,-1.041305,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,6,1,2026-09-01T10:50:08+09:00
KR70151P0002,0151P0,2w,2026-09-01,2026-08-18,2026-08-18,2026-09-01,-4.360953,-4.360953,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,11,1,2026-09-01T10:50:08+09:00
KR70151P0002,0151P0,1m,2026-09-01,2026-08-01,2026-07-31,2026-09-01,0.599859,0.599859,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,22,1,2026-09-01T10:50:08+09:00
KR70151P0002,0151P0,2m,2026-09-01,2026-07-01,2026-07-01,2026-09-01,-28.948811,-28.948811,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,43,1,2026-09-01T10:50:08+09:00
KR70151P0002,0151P0,3m,2026-09-01,2026-06-01,2026-06-01,2026-09-01,-29.943975,-29.943975,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,64,1,2026-09-01T10:50:08+09:00
KR70151P0002,0151P0,6m,2026-09-01,2026-03-01,2026-02-27,2026-09-01,-1.574259,-1.574259,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,126,1,2026-09-01T10:50:08+09:00
KR70151P0002,0151P0,1y,2026-09-01,2025-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70151P0002,0151P0,2y,2026-09-01,2024-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70151P0002,0151P0,3y,2026-09-01,2023-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70151P0002,0151P0,ytd,2026-09-01,2025-12-31,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70151S0009,0151S0,1d,2026-09-01,2026-08-31,2026-08-31,2026-09-01,0.381282,0.381282,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,2,1,2026-09-01T10:50:08+09:00
KR70151S0009,0151S0,1w,2026-09-01,2026-08-25,2026-08-25,2026-09-01,0.485774,0.485774,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,6,1,2026-09-01T10:50:08+09:00
KR70151S0009,0151S0,2w,2026-09-01,2026-08-18,2026-08-18,2026-09-01,-9.329994,-9.329994,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,11,1,2026-09-01T10:50:08+09:00
KR70151S0009,0151S0,1m,2026-09-01,2026-08-01,2026-07-31,2026-09-01,-5.173543,-5.173543,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,22,1,2026-09-01T10:50:08+09:00
KR70151S0009,0151S0,2m,2026-09-01,2026-07-01,2026-07-01,2026-09-01,-23.833570,-23.833570,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,43,1,2026-09-01T10:50:08+09:00
KR70151S0009,0151S0,3m,2026-09-01,2026-06-01,2026-06-01,2026-09-01,-19.047353,-19.047353,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,64,1,2026-09-01T10:50:08+09:00
KR70151S0009,0151S0,6m,2026-09-01,2026-03-01,2026-02-27,2026-09-01,37.199166,37.199166,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,126,1,2026-09-01T10:50:08+09:00
KR70151S0009,0151S0,1y,2026-09-01,2025-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70151S0009,0151S0,2y,2026-09-01,2024-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70151S0009,0151S0,3y,2026-09-01,2023-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70151S0009,0151S0,ytd,2026-09-01,2025-12-31,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70152E0004,0152E0,1d,2026-09-01,2026-08-31,2026-08-31,2026-09-01,0.414556,0.414556,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,2,1,2026-09-01T10:50:08+09:00
KR70152E0004,0152E0,1w,2026-09-01,2026-08-25,2026-08-25,2026-09-01,1.160093,1.160093,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,6,1,2026-09-01T10:50:08+09:00
KR70152E0004,0152E0,2w,2026-09-01,2026-08-18,2026-08-18,2026-09-01,-0.447529,-0.447529,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,11,1,2026-09-01T10:50:08+09:00
KR70152E0004,0152E0,1m,2026-09-01,2026-08-01,2026-07-31,2026-09-01,-0.174009,-0.174009,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,22,1,2026-09-01T10:50:08+09:00
KR70152E0004,0152E0,2m,2026-09-01,2026-07-01,2026-07-01,2026-09-01,-0.420245,-0.420245,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,43,1,2026-09-01T10:50:08+09:00
KR70152E0004,0152E0,3m,2026-09-01,2026-06-01,2026-06-01,2026-09-01,-2.591600,-2.591600,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,64,1,2026-09-01T10:50:08+09:00
KR70152E0004,0152E0,6m,2026-09-01,2026-03-01,2026-02-27,2026-09-01,-13.505793,-13.505793,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,126,1,2026-09-01T10:50:08+09:00
KR70152E0004,0152E0,1y,2026-09-01,2025-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70152E0004,0152E0,2y,2026-09-01,2024-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70152E0004,0152E0,3y,2026-09-01,2023-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70152E0004,0152E0,ytd,2026-09-01,2025-12-31,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70153K0005,0153K0,1d,2026-09-01,2026-08-31,2026-08-31,2026-09-01,0.937627,0.937627,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,2,1,2026-09-01T10:50:08+09:00
KR70153K0005,0153K0,1w,2026-09-01,2026-08-25,2026-08-25,2026-09-01,2.568351,2.568351,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,6,1,2026-09-01T10:50:08+09:00
KR70153K0005,0153K0,2w,2026-09-01,2026-08-18,2026-08-18,2026-09-01,1.893004,1.893004,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,11,1,2026-09-01T10:50:08+09:00
KR70153K0005,0153K0,1m,2026-09-01,2026-08-01,2026-07-31,2026-09-01,3.685092,3.685092,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,22,1,2026-09-01T10:50:08+09:00
KR70153K0005,0153K0,2m,2026-09-01,2026-07-01,2026-07-01,2026-09-01,8.226244,8.226244,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,43,1,2026-09-01T10:50:08+09:00
KR70153K0005,0153K0,3m,2026-09-01,2026-06-01,2026-06-01,2026-09-01,2.254894,2.254894,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,64,1,2026-09-01T10:50:08+09:00
KR70153K0005,0153K0,6m,2026-09-01,2026-03-01,2026-02-27,2026-09-01,-0.410265,-0.410265,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,126,1,2026-09-01T10:50:08+09:00
KR70153K0005,0153K0,1y,2026-09-01,2025-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70153K0005,0153K0,2y,2026-09-01,2024-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70153K0005,0153K0,3y,2026-09-01,2023-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70153K0005,0153K0,ytd,2026-09-01,2025-12-31,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70153P0000,0153P0,1d,2026-09-01,2026-08-31,2026-08-31,2026-09-01,-0.366876,-0.366876,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,2,1,2026-09-01T10:50:08+09:00
KR70153P0000,0153P0,1w,2026-09-01,2026-08-25,2026-08-25,2026-09-01,0.168616,0.168616,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,6,1,2026-09-01T10:50:08+09:00
KR70153P0000,0153P0,2w,2026-09-01,2026-08-18,2026-08-18,2026-09-01,0.221426,0.221426,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,11,1,2026-09-01T10:50:08+09:00
KR70153P0000,0153P0,1m,2026-09-01,2026-08-01,2026-07-31,2026-09-01,1.440768,1.440768,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,22,1,2026-09-01T10:50:08+09:00
KR70153P0000,0153P0,2m,2026-09-01,2026-07-01,2026-07-01,2026-09-01,3.079926,3.079926,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,43,1,2026-09-01T10:50:08+09:00
KR70153P0000,0153P0,3m,2026-09-01,2026-06-01,2026-06-01,2026-09-01,3.868430,3.868430,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,64,1,2026-09-01T10:50:08+09:00
KR70153P0000,0153P0,6m,2026-09-01,2026-03-01,2026-02-27,2026-09-01,-6.722277,-6.722277,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,126,1,2026-09-01T10:50:08+09:00
KR70153P0000,0153P0,1y,2026-09-01,2025-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70153P0000,0153P0,2y,2026-09-01,2024-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70153P0000,0153P0,3y,2026-09-01,2023-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70153P0000,0153P0,ytd,2026-09-01,2025-12-31,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70153X0000,0153X0,1d,2026-09-01,2026-08-31,2026-08-31,2026-09-01,-0.043821,-0.043821,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,2,1,2026-09-01T10:50:08+09:00
KR70153X0000,0153X0,1w,2026-09-01,2026-08-25,2026-08-25,2026-09-01,-1.502720,-1.502720,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,6,1,2026-09-01T10:50:08+09:00
KR70153X0000,0153X0,2w,2026-09-01,2026-08-18,2026-08-18,2026-09-01,-1.169844,-1.169844,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,11,1,2026-09-01T10:50:08+09:00
KR70153X0000,0153X0,1m,2026-09-01,2026-08-01,2026-07-31,2026-09-01,0.964943,0.964943,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,22,1,2026-09-01T10:50:08+09:00
KR70153X0000,0153X0,2m,2026-09-01,2026-07-01,2026-07-01,2026-09-01,1.269757,1.269757,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,43,1,2026-09-01T10:50:08+09:00
KR70153X0000,0153X0,3m,2026-09-01,2026-06-01,2026-06-01,2026-09-01,2.858947,2.858947,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,64,1,2026-09-01T10:50:08+09:00
KR70153X0000,0153X0,6m,2026-09-01,2026-03-01,2026-02-27,2026-09-01,8.258187,8.258187,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,126,1,2026-09-01T10:50:08+09:00
KR70153X0000,0153X0,1y,2026-09-01,2025-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70153X0000,0153X0,2y,2026-09-01,2024-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70153X0000,0153X0,3y,2026-09-01,2023-09-01,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70153X0000,0153X0,ytd,2026-09-01,2025-12-31,,2026-09-01,,,market_price_tr_pre_tax_ex_date_reinvested,insufficient_price_history,0,,0,1,2026-09-01T10:50:08+09:00
KR70154F0001,0154F0,1d,2026-09-01,2026-08-31,2026-08-31,2026-09-01,0.613246,0.613246,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,2,1,2026-09-01T10:50:08+09:00
KR70154F0001,0154F0,1w,2026-09-01,2026-08-25,2026-08-25,2026-09-01,2.498959,2.498959,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,6,1,2026-09-01T10:50:08+09:00
KR70154F0001,0154F0,2w,2026-09-01,2026-08-18,2026-08-18,2026-09-01,1.694215,1.694215,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,11,1,2026-09-01T10:50:08+09:00
KR70154F0001,0154F0,1m,2026-09-01,2026-08-01,2026-07-31,2026-09-01,1.275720,1.275720,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,22,1,2026-09-01T10:50:08+09:00
KR70154F0001,0154F0,2m,2026-09-01,2026-07-01,2026-07-01,2026-09-01,0.040650,0.040650,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,43,1,2026-09-01T10:50:08+09:00
KR70154F0001,0154F0,3m,2026-09-01,2026-06-01,2026-06-01,2026-09-01,-5.853099,-5.853099,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,64,1,2026-09-01T10:50:08+09:00
KR70154F0001,0154F0,6m,2026-09-01,2026-03-01,2026-02-27,2026-09-01,-17.692308,-17.692308,market_price_tr_pre_tax_ex_date_reinvested,calculated,0,,126,1,2026-09-01T10:50:08+09:00
