ticker,master_isin,ledger_isin,listing_date,listing_date_status,result
438330,KR7438330003,KR7438330003,2022-08-23,verified_official,synced
438560,KR7438560005,KR7438560005,2022-09-06,verified_official,synced
438570,KR7438570004,KR7438570004,2022-09-06,verified_official,synced
438740,KR7438740003,KR7438740003,2022-08-17,verified_official,synced
438900,KR7438900003,KR7438900003,2022-08-17,verified_official,synced
439860,KR7439860008,KR7439860008,2022-08-23,verified_official,synced
439870,KR7439870007,KR7439870007,2022-08-23,verified_official,synced
440340,KR7440340008,KR7440340008,2022-08-30,verified_official,synced
440640,KR7440640001,KR7440640001,2022-08-23,verified_official,synced
440650,KR7440650000,KR7440650000,2022-08-23,verified_official,synced
440910,KR7440910008,KR7440910008,2022-08-26,verified_official,synced
441540,KR7441540002,KR7441540002,2022-09-15,verified_official,synced
441640,KR7441640000,KR7441640000,2022-09-27,verified_official,synced
441680,KR7441680006,KR7441680006,2022-09-22,verified_official,synced
441800,KR7441800000,KR7441800000,2022-09-27,verified_official,synced
442090,KR7442090007,KR7442090007,2022-09-20,verified_official,synced
442260,KR7442260006,KR7442260006,2022-10-25,verified_official,synced
442320,KR7442320008,KR7442320008,2022-10-13,verified_official,synced
442550,KR7442550000,KR7442550000,2022-09-22,verified_official,synced
442560,KR7442560009,KR7442560009,2022-09-22,verified_official,synced
442570,KR7442570008,KR7442570008,2022-09-22,verified_official,synced
442580,KR7442580007,KR7442580007,2022-09-22,verified_official,synced
444200,KR7444200000,KR7444200000,2022-10-18,verified_official,synced
444490,KR7444490007,KR7444490007,2022-10-06,verified_official,synced
445150,KR7445150006,KR7445150006,2022-11-15,verified_official,synced
445290,KR7445290000,KR7445290000,2022-11-15,verified_official,synced
445690,KR7445690001,KR7445690001,2022-10-27,verified_official,synced
445910,KR7445910003,KR7445910003,2022-10-18,verified_official,synced
446690,KR7446690000,KR7446690000,2023-02-01,verified_official,synced
446700,KR7446700007,KR7446700007,2022-11-01,verified_official,synced
446720,KR7446720005,KR7446720005,2022-11-15,verified_official,synced
446770,KR7446770000,KR7446770000,2022-11-15,verified_official,synced
447430,KR7447430000,KR7447430000,2022-11-15,verified_official,synced
447620,KR7447620006,KR7447620006,2022-11-29,verified_official,synced
447660,KR7447660002,KR7447660002,2022-11-29,verified_official,synced
447770,KR7447770009,KR7447770009,2022-11-29,verified_official,synced
448100,KR7448100008,KR7448100008,2022-12-16,verified_official,synced
448290,KR7448290007,KR7448290007,2022-11-25,verified_official,synced
448300,KR7448300004,KR7448300004,2022-11-25,verified_official,synced
448330,KR7448330001,KR7448330001,2022-11-29,verified_official,synced
448490,KR7448490003,KR7448490003,2022-11-22,verified_official,synced
448540,KR7448540005,KR7448540005,2022-11-29,verified_official,synced
448570,KR7448570002,KR7448570002,2022-11-15,verified_official,synced
448630,KR7448630004,KR7448630004,2022-11-29,verified_official,synced
449170,KR7449170000,KR7449170000,2022-11-30,verified_official,synced
449180,KR7449180009,KR7449180009,2022-12-02,verified_official,synced
449190,KR7449190008,KR7449190008,2022-12-02,verified_official,synced
449450,KR7449450006,KR7449450006,2023-01-05,verified_official,synced
449580,KR7449580000,KR7449580000,2022-12-20,verified_official,synced
449680,KR7449680008,KR7449680008,2022-12-22,verified_official,synced
449690,KR7449690007,KR7449690007,2022-12-22,verified_official,synced
449770,KR7449770007,KR7449770007,2022-12-20,verified_official,synced
449780,KR7449780006,KR7449780006,2022-12-20,verified_official,synced
450180,KR7450180005,KR7450180005,2022-12-22,verified_official,synced
450190,KR7450190004,KR7450190004,2022-12-22,verified_official,synced
450910,KR7450910005,KR7450910005,2023-01-31,verified_official,synced
451000,KR7451000004,KR7451000004,2023-01-10,verified_official,synced
451060,KR7451060008,KR7451060008,2023-01-31,verified_official,synced
451150,KR7451150007,KR7451150007,2023-01-31,verified_official,synced
451530,KR7451530000,KR7451530000,2023-02-01,verified_official,synced
451540,KR7451540009,KR7451540009,2023-02-01,verified_official,synced
451600,KR7451600001,KR7451600001,2023-02-07,verified_official,synced
451670,KR7451670004,KR7451670004,2023-02-14,verified_official,synced
452250,KR7452250004,KR7452250004,2023-02-07,verified_official,synced
452360,KR7452360001,KR7452360001,2023-03-21,verified_official,synced
453010,KR7453010001,KR7453010001,2023-03-14,verified_official,synced
453060,KR7453060006,KR7453060006,2023-03-14,verified_official,synced
453080,KR7453080004,KR7453080004,2023-03-14,verified_official,synced
453330,KR7453330003,KR7453330003,2023-03-21,verified_official,synced
453630,KR7453630006,KR7453630006,2023-03-21,verified_official,synced
453640,KR7453640005,KR7453640005,2023-03-21,verified_official,synced
453650,KR7453650004,KR7453650004,2023-03-21,verified_official,synced
453660,KR7453660003,KR7453660003,2023-03-21,verified_official,synced
453810,KR7453810004,KR7453810004,2023-04-21,verified_official,synced
453820,KR7453820003,KR7453820003,2023-04-21,verified_official,synced
453850,KR7453850000,KR7453850000,2023-03-14,verified_official,synced
453870,KR7453870008,KR7453870008,2023-04-14,verified_official,synced
453950,KR7453950008,KR7453950008,2023-04-04,verified_official,synced
454180,KR7454180001,KR7454180001,2023-04-04,verified_official,synced
454320,KR7454320003,KR7454320003,2023-04-18,verified_official,synced
454780,KR7454780008,KR7454780008,2023-04-11,verified_official,synced
455030,KR7455030007,KR7455030007,2023-04-04,verified_official,synced
455660,KR7455660001,KR7455660001,2023-04-18,verified_official,synced
455850,KR7455850008,KR7455850008,2023-04-25,verified_official,synced
455860,KR7455860007,KR7455860007,2023-04-25,verified_official,synced
455890,KR7455890004,KR7455890004,2023-05-09,verified_official,synced
455960,KR7455960005,KR7455960005,2023-05-16,verified_official,synced
456200,KR7456200005,KR7456200005,2023-05-09,verified_official,synced
456250,KR7456250000,KR7456250000,2023-04-25,verified_official,synced
456600,KR7456600006,KR7456600006,2023-05-16,verified_official,synced
456610,KR7456610005,KR7456610005,2023-05-09,verified_official,synced
456680,KR7456680008,KR7456680008,2023-05-09,verified_official,synced
456880,KR7456880004,KR7456880004,2023-04-25,verified_official,synced
457480,KR7457480002,KR7457480002,2023-05-16,verified_official,synced
457690,KR7457690006,KR7457690006,2023-05-31,verified_official,synced
457700,KR7457700003,KR7457700003,2023-05-31,verified_official,synced
457930,KR7457930006,KR7457930006,2023-06-20,verified_official,synced
457990,KR7457990000,KR7457990000,2023-06-20,verified_official,synced
458030,KR7458030004,KR7458030004,2023-05-31,verified_official,synced
458210,KR7458210002,KR7458210002,2023-05-23,verified_official,synced
458250,KR7458250008,KR7458250008,2023-05-31,verified_official,synced
458260,KR7458260007,KR7458260007,2023-05-31,verified_official,synced
458730,KR7458730009,KR7458730009,2023-06-20,verified_official,synced
458750,KR7458750007,KR7458750007,2023-06-20,verified_official,synced
458760,KR7458760006,KR7458760006,2023-06-20,verified_official,synced
459560,KR7459560009,KR7459560009,2023-06-08,verified_official,synced
459580,KR7459580007,KR7459580007,2023-06-08,verified_official,synced
459750,KR7459750006,KR7459750006,2023-06-27,verified_official,synced
459790,KR7459790002,KR7459790002,2023-06-27,verified_official,synced
460270,KR7460270002,KR7460270002,2023-06-20,verified_official,synced
460660,KR7460660004,KR7460660004,2023-06-27,verified_official,synced
460960,KR7460960008,KR7460960008,2023-07-11,verified_official,synced
461340,KR7461340002,KR7461340002,2023-07-11,verified_official,synced
461450,KR7461450009,KR7461450009,2023-06-29,verified_official,synced
461460,KR7461460008,KR7461460008,2023-07-18,verified_official,synced
461490,KR7461490005,KR7461490005,2023-06-27,verified_official,synced
461500,KR7461500001,KR7461500001,2023-10-26,verified_official,synced
461580,KR7461580003,KR7461580003,2023-06-29,verified_official,synced
461600,KR7461600009,KR7461600009,2023-07-11,verified_official,synced
461900,KR7461900003,KR7461900003,2023-07-18,verified_official,synced
461910,KR7461910002,KR7461910002,2023-07-18,verified_official,synced
461950,KR7461950008,KR7461950008,2023-07-04,verified_official,synced
462010,KR7462010000,KR7462010000,2023-07-13,verified_official,synced
462330,KR7462330002,KR7462330002,2023-07-04,verified_official,synced
462340,KR7462340001,KR7462340001,2023-07-25,verified_official,synced
462900,KR7462900002,KR7462900002,2023-08-03,verified_official,synced
463050,KR7463050005,KR7463050005,2023-08-17,verified_official,synced
463250,KR7463250001,KR7463250001,2023-07-25,verified_official,synced
463290,KR7463290007,KR7463290007,2023-08-03,verified_official,synced
463300,KR7463300004,KR7463300004,2023-08-08,verified_official,synced
463640,KR7463640003,KR7463640003,2023-08-01,verified_official,synced
463680,KR7463680009,KR7463680009,2023-08-01,verified_official,synced
463690,KR7463690008,KR7463690008,2023-08-01,verified_official,synced
464240,KR7464240001,KR7464240001,2023-08-17,verified_official,synced
464310,KR7464310002,KR7464310002,2023-08-17,verified_official,synced
464470,KR7464470004,KR7464470004,2023-08-22,verified_official,synced
464600,KR7464600006,KR7464600006,2023-08-22,verified_official,synced
464610,KR7464610005,KR7464610005,2023-08-22,verified_official,synced
464920,KR7464920008,KR7464920008,2023-08-31,verified_official,synced
464930,KR7464930007,KR7464930007,2023-08-29,verified_official,synced
465330,KR7465330009,KR7465330009,2023-09-12,verified_official,synced
465350,KR7465350007,KR7465350007,2023-09-12,verified_official,synced
465580,KR7465580009,KR7465580009,2023-09-12,verified_official,synced
465610,KR7465610004,KR7465610004,2023-09-12,verified_official,synced
465620,KR7465620003,KR7465620003,2023-09-12,verified_official,synced
465660,KR7465660009,KR7465660009,2023-09-19,verified_official,synced
465670,KR7465670008,KR7465670008,2023-09-19,verified_official,synced
465780,KR7465780005,KR7465780005,2023-09-21,verified_official,synced
466810,KR7466810009,KR7466810009,2023-10-19,verified_official,synced
466920,KR7466920006,KR7466920006,2023-10-05,verified_official,synced
466930,KR7466930005,KR7466930005,2023-10-05,verified_official,synced
466940,KR7466940004,KR7466940004,2023-10-17,verified_official,synced
466950,KR7466950003,KR7466950003,2023-10-11,verified_official,synced
468370,KR7468370002,KR7468370002,2023-10-19,verified_official,synced
468380,KR7468380001,KR7468380001,2023-10-19,verified_official,synced
468630,KR7468630009,KR7468630009,2023-10-19,verified_official,synced
469050,KR7469050009,KR7469050009,2023-10-24,verified_official,synced
469060,KR7469060008,KR7469060008,2023-10-24,verified_official,synced
469070,KR7469070007,KR7469070007,2023-10-24,verified_official,synced
469150,KR7469150007,KR7469150007,2023-10-17,verified_official,synced
469160,KR7469160006,KR7469160006,2023-10-17,verified_official,synced
469170,KR7469170005,KR7469170005,2023-10-17,verified_official,synced
469530,KR7469530000,KR7469530000,2023-11-09,verified_official,synced
469790,KR7469790000,KR7469790000,2023-10-31,verified_official,synced
469830,KR7469830004,KR7469830004,2023-11-07,verified_official,synced
470310,KR7470310004,KR7470310004,2023-11-21,verified_official,synced
471040,KR7471040006,KR7471040006,2023-11-21,verified_official,synced
471230,KR7471230003,KR7471230003,2023-11-14,verified_official,synced
471460,KR7471460006,KR7471460006,2023-11-07,verified_official,synced
471760,KR7471760009,KR7471760009,2023-11-21,verified_official,synced
471780,KR7471780007,KR7471780007,2023-11-28,verified_official,synced
471990,KR7471990002,KR7471990002,2023-11-21,verified_official,synced
472150,KR7472150002,KR7472150002,2023-12-12,verified_official,synced
472160,KR7472160001,KR7472160001,2023-12-05,verified_official,synced
472170,KR7472170000,KR7472170000,2023-12-05,verified_official,synced
472720,KR7472720002,KR7472720002,2023-12-14,verified_official,synced
472830,KR7472830009,KR7472830009,2023-12-14,verified_official,synced
472840,KR7472840008,KR7472840008,2023-12-21,verified_official,synced
472870,KR7472870005,KR7472870005,2023-12-27,verified_official,synced
472920,KR7472920008,KR7472920008,2023-11-28,verified_official,synced
473290,KR7473290005,KR7473290005,2023-12-12,verified_official,synced
473330,KR7473330009,KR7473330009,2023-12-27,verified_official,synced
473440,KR7473440006,KR7473440006,2023-12-19,verified_official,synced
473460,KR7473460004,KR7473460004,2023-12-27,verified_official,synced
473490,KR7473490001,KR7473490001,2023-12-21,verified_official,synced
473590,KR7473590008,KR7473590008,2023-12-27,verified_official,synced
473640,KR7473640001,KR7473640001,2024-01-18,verified_official,synced
474220,KR7474220001,KR7474220001,2024-01-16,verified_official,synced
474390,KR7474390002,KR7474390002,2024-01-16,verified_official,synced
474590,KR7474590007,KR7474590007,2024-01-16,verified_official,synced
474800,KR7474800000,KR7474800000,2024-01-16,verified_official,synced
474920,KR7474920006,KR7474920006,2024-01-16,verified_official,synced
475050,KR7475050001,KR7475050001,2024-01-30,verified_official,synced
475070,KR7475070009,KR7475070009,2024-01-18,verified_official,synced
475080,KR7475080008,KR7475080008,2024-01-23,verified_official,synced
475260,KR7475260006,KR7475260006,2024-01-23,verified_official,synced
475270,KR7475270005,KR7475270005,2024-01-23,verified_official,synced
475280,KR7475280004,KR7475280004,2024-01-23,verified_official,synced
475300,KR7475300000,KR7475300000,2024-02-14,verified_official,synced
475310,KR7475310009,KR7475310009,2024-02-14,verified_official,synced
475350,KR7475350005,KR7475350005,2024-02-27,verified_official,synced
475380,KR7475380002,KR7475380002,2024-02-20,verified_official,synced
475630,KR7475630000,KR7475630000,2024-02-06,verified_official,synced
475720,KR7475720009,KR7475720009,2024-03-05,verified_official,synced
476000,KR7476000005,KR7476000005,2024-02-27,verified_official,synced
476030,KR7476030002,KR7476030002,2024-03-12,verified_official,synced
476070,KR7476070008,KR7476070008,2024-02-14,verified_official,synced
476260,KR7476260005,KR7476260005,2024-02-27,verified_official,synced
476310,KR7476310008,KR7476310008,2024-02-27,verified_official,synced
476450,KR7476450002,KR7476450002,2024-02-29,verified_official,synced
476550,KR7476550009,KR7476550009,2024-02-27,verified_official,synced
476690,KR7476690003,KR7476690003,2024-02-29,verified_official,synced
476750,KR7476750005,KR7476750005,2024-03-12,verified_official,synced
476760,KR7476760004,KR7476760004,2024-03-12,verified_official,synced
476800,KR7476800008,KR7476800008,2024-03-05,verified_official,synced
476850,KR7476850003,KR7476850003,2024-02-27,verified_official,synced
477050,KR7477050009,KR7477050009,2024-03-26,verified_official,synced
477080,KR7477080006,KR7477080006,2024-03-26,verified_official,synced
477490,KR7477490007,KR7477490007,2024-03-19,verified_official,synced
477730,KR7477730006,KR7477730006,2024-05-08,verified_official,synced
478150,KR7478150006,KR7478150006,2024-04-23,verified_official,synced
479080,KR7479080004,KR7479080004,2024-04-02,verified_official,synced
479520,KR7479520009,KR7479520009,2024-04-30,verified_official,synced
479620,KR7479620007,KR7479620007,2024-04-16,verified_official,synced
479730,KR7479730004,KR7479730004,2024-05-14,verified_official,synced
479850,KR7479850000,KR7479850000,2024-04-16,verified_official,synced
480020,KR7480020007,KR7480020007,2024-04-23,verified_official,synced
480030,KR7480030006,KR7480030006,2024-04-23,verified_official,synced
480040,KR7480040005,KR7480040005,2024-04-23,verified_official,synced
480260,KR7480260009,KR7480260009,2024-04-23,verified_official,synced
480310,KR7480310002,KR7480310002,2024-04-16,verified_official,synced
480460,KR7480460005,KR7480460005,2024-04-30,verified_official,synced
481050,KR7481050003,KR7481050003,2024-04-23,verified_official,synced
481060,KR7481060002,KR7481060002,2024-04-30,verified_official,synced
481180,KR7481180008,KR7481180008,2024-05-14,verified_official,synced
481190,KR7481190007,KR7481190007,2024-05-21,verified_official,synced
481340,KR7481340008,KR7481340008,2024-05-28,verified_official,synced
481430,KR7481430007,KR7481430007,2024-05-21,verified_official,synced
482030,KR7482030004,KR7482030004,2024-05-14,verified_official,synced
482730,KR7482730009,KR7482730009,2024-05-21,verified_official,synced
483020,KR7483020004,KR7483020004,2024-05-28,verified_official,synced
483030,KR7483030003,KR7483030003,2024-05-28,verified_official,synced
483280,KR7483280004,KR7483280004,2024-05-28,verified_official,synced
483290,KR7483290003,KR7483290003,2024-05-28,verified_official,synced
483320,KR7483320008,KR7483320008,2024-06-11,verified_official,synced
483330,KR7483330007,KR7483330007,2024-06-11,verified_official,synced
483340,KR7483340006,KR7483340006,2024-06-11,verified_official,synced
483570,KR7483570008,KR7483570008,2024-05-28,verified_official,synced
484790,KR7484790001,KR7484790001,2024-06-18,verified_official,synced
484880,KR7484880000,KR7484880000,2024-06-25,verified_official,synced
484890,KR7484890009,KR7484890009,2024-06-25,verified_official,synced
485540,KR7485540009,KR7485540009,2024-06-25,verified_official,synced
485690,KR7485690002,KR7485690002,2024-07-23,verified_official,synced
485810,KR7485810006,KR7485810006,2024-07-02,verified_official,synced
486240,KR7486240005,KR7486240005,2024-06-18,verified_official,synced
486290,KR7486290000,KR7486290000,2024-06-25,verified_official,synced
486450,KR7486450000,KR7486450000,2024-07-16,verified_official,synced
486830,KR7486830003,KR7486830003,2024-07-16,verified_official,synced
487130,KR7487130007,KR7487130007,2024-07-09,verified_official,synced
487230,KR7487230005,KR7487230005,2024-07-09,verified_official,synced
487240,KR7487240004,KR7487240004,2024-07-09,verified_official,synced
487340,KR7487340002,KR7487340002,2024-07-09,verified_official,synced
487750,KR7487750002,KR7487750002,2024-07-23,verified_official,synced
487910,KR7487910002,KR7487910002,2024-09-10,verified_official,synced
487920,KR7487920001,KR7487920001,2024-09-10,verified_official,synced
487950,KR7487950008,KR7487950008,2024-07-23,verified_official,synced
488080,KR7488080003,KR7488080003,2024-07-23,verified_official,synced
488200,KR7488200007,KR7488200007,2024-07-23,verified_official,synced
488210,KR7488210006,KR7488210006,2024-07-23,verified_official,synced
488290,KR7488290008,KR7488290008,2024-08-06,verified_official,synced
488480,KR7488480005,KR7488480005,2024-08-20,verified_official,synced
488500,KR7488500000,KR7488500000,2024-07-23,verified_official,synced
488720,KR7488720004,KR7488720004,2024-08-06,verified_official,synced
488770,KR7488770009,KR7488770009,2024-08-06,verified_official,synced
488980,KR7488980004,KR7488980004,2024-10-08,verified_official,synced
489000,KR7489000000,KR7489000000,2024-08-13,verified_official,synced
489030,KR7489030007,KR7489030007,2024-08-13,verified_official,synced
489250,KR7489250001,KR7489250001,2024-08-13,verified_official,synced
489290,KR7489290007,KR7489290007,2024-09-03,verified_official,synced
489860,KR7489860007,KR7489860007,2024-08-27,verified_official,synced
490090,KR7490090008,KR7490090008,2024-08-27,verified_official,synced
490330,KR7490330008,KR7490330008,2024-09-03,verified_official,synced
490480,KR7490480001,KR7490480001,2024-10-02,verified_official,synced
490490,KR7490490000,KR7490490000,2024-09-24,verified_official,synced
490590,KR7490590007,KR7490590007,2024-10-02,verified_official,synced
490600,KR7490600004,KR7490600004,2024-09-24,verified_official,synced
491010,KR7491010005,KR7491010005,2024-09-10,verified_official,synced
491090,KR7491090007,KR7491090007,2024-09-10,verified_official,synced
491220,KR7491220000,KR7491220000,2024-09-10,verified_official,synced
491230,KR7491230009,KR7491230009,2024-09-10,verified_official,synced
491510,KR7491510004,KR7491510004,2024-09-24,verified_official,synced
491610,KR7491610002,KR7491610002,2024-09-24,verified_official,synced
491620,KR7491620001,KR7491620001,2024-10-02,verified_official,synced
491630,KR7491630000,KR7491630000,2024-10-22,verified_official,synced
491700,KR7491700001,KR7491700001,2024-09-10,verified_official,synced
491820,KR7491820007,KR7491820007,2024-09-24,verified_official,synced
491830,KR7491830006,KR7491830006,2024-09-24,verified_official,synced
492500,KR7492500004,KR7492500004,2024-10-02,verified_official,synced
493420,KR7493420004,KR7493420004,2024-10-08,verified_official,synced
493810,KR7493810006,KR7493810006,2024-10-15,verified_official,synced
494180,KR7494180003,KR7494180003,2024-10-29,verified_official,synced
494210,KR7494210008,KR7494210008,2024-10-15,verified_official,synced
494220,KR7494220007,KR7494220007,2024-11-07,verified_official,synced
494300,KR7494300007,KR7494300007,2024-10-22,verified_official,synced
494310,KR7494310006,KR7494310006,2024-10-22,verified_official,synced
494330,KR7494330004,KR7494330004,2024-10-15,verified_official,synced
494340,KR7494340003,KR7494340003,2024-10-22,verified_official,synced
494410,KR7494410004,KR7494410004,2024-10-22,verified_official,synced
494420,KR7494420003,KR7494420003,2024-10-22,verified_official,synced
494670,KR7494670003,KR7494670003,2024-10-22,verified_official,synced
494840,KR7494840002,KR7494840002,2024-10-29,verified_official,synced
494890,KR7494890007,KR7494890007,2024-10-29,verified_official,synced
495040,KR7495040008,KR7495040008,2024-11-04,verified_official,synced
495050,KR7495050007,KR7495050007,2024-11-04,verified_official,synced
495060,KR7495060006,KR7495060006,2024-11-04,verified_official,synced
495230,KR7495230005,KR7495230005,2024-11-04,verified_official,synced
495330,KR7495330003,KR7495330003,2024-11-04,verified_official,synced
495550,KR7495550006,KR7495550006,2024-11-04,verified_official,synced
495750,KR7495750002,KR7495750002,2024-11-04,verified_official,synced
495850,KR7495850000,KR7495850000,2024-11-04,verified_official,synced
495940,KR7495940009,KR7495940009,2024-11-26,verified_official,synced
496020,KR7496020009,KR7496020009,2024-11-19,verified_official,synced
496080,KR7496080003,KR7496080003,2024-11-04,verified_official,synced
496090,KR7496090002,KR7496090002,2024-11-04,verified_official,synced
496120,KR7496120007,KR7496120007,2024-11-04,verified_official,synced
496130,KR7496130006,KR7496130006,2024-11-04,verified_official,synced
496770,KR7496770009,KR7496770009,2024-11-12,verified_official,synced
497510,KR7497510008,KR7497510008,2024-11-19,verified_official,synced
497520,KR7497520007,KR7497520007,2024-11-19,verified_official,synced
497570,KR7497570002,KR7497570002,2024-11-26,verified_official,synced
497780,KR7497780007,KR7497780007,2024-12-10,verified_official,synced
497880,KR7497880005,KR7497880005,2024-11-26,verified_official,synced
498050,KR7498050004,KR7498050004,2024-11-26,verified_official,synced
498180,KR7498180009,KR7498180009,2024-11-26,verified_official,synced
498270,KR7498270008,KR7498270008,2024-12-17,verified_official,synced
498400,KR7498400001,KR7498400001,2024-12-03,verified_official,synced
498410,KR7498410000,KR7498410000,2024-12-17,verified_official,synced
498610,KR7498610005,KR7498610005,2025-04-01,verified_official,synced
498860,KR7498860006,KR7498860006,2024-12-10,verified_official,synced
499150,KR7499150001,KR7499150001,2024-12-03,verified_official,synced
499660,KR7499660009,KR7499660009,2024-12-17,verified_official,synced
