isin_cd,ticker,name,base_index,asset_family,region_primary,comparison_category,comparison_topic,comparison_subtopic,index_family,strategy_style,payoff_structure,direction,leverage_multiple,fx_hedge,replication_method,concentration_bucket,primary_peer_group_id,alternate_peer_group_ids,classification_status,evidence_basis,official_source_url,review_reason
KR7114100001,114100,RISE 국고채3년,KTB INDEX(시장가격),채권,국내,채권,채권,국내 채권 단기 등급미확인,BOND_국내-채권-단기-등급미확인-afa2e5ef57,plain,bond_coupon,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-114100-2b61496b0d,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7114260003,114260,KODEX 국고채3년,MKF 국고채지수(총수익),채권,국내,채권,채권,국내 채권 단기 등급미확인,BOND_국내-채권-단기-등급미확인-afa2e5ef57,plain,bond_coupon,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-114260-5cee14bbca,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7114460009,114460,ACE 국고채3년,KTB INDEX(시장가격),채권,국내,채권,채권,국내 채권 단기 등급미확인,BOND_국내-채권-단기-등급미확인-afa2e5ef57,plain,bond_coupon,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-114460-fde1616dc2,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7114470008,114470,KIWOOM 국고채3년,KTB INDEX(시장가격),채권,국내,채권,채권,국내 채권 단기 등급미확인,BOND_국내-채권-단기-등급미확인-afa2e5ef57,plain,bond_coupon,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-114470-e91e902d0e,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7114800006,114800,KODEX 인버스,코스피 200 선물지수,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,inverse,inverse,short,1X,unknown,physical_or_unspecified,broad,PG-PENDING-114800-97bfd670e0,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(inverse); 자산군·투자대상 추출(주식/국내 미확인 주식전략),불가,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7114820004,114820,TIGER 국채3년,KTB INDEX(시장가격),채권,국내,채권,채권,국내 국채 단기 등급미확인,BOND_국내-국채-단기-등급미확인-bddf0c67db,plain,bond_coupon,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-114820-b731db1d4f,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 국채 단기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7117690008,117690,TIGER 차이나항셍30,Hang Seng China (Hong Kong-listed) 30 Index,주식,중국,기타특수구조,미확인 주식전략,중국 미확인 주식전략,미확인-주식전략-중국-미확인-주식전략-526c3d6249,plain,plain,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-PENDING-117690-6bf5b4c805,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7122090004,122090,PLUS 코스피50,코스피 50,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-122090-8b9f74d705,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7122260003,122260,KIWOOM 통안채1년,MK 통안채지수(총수익),채권,국내,채권,채권,국내 채권 초단기 등급미확인,BOND_국내-채권-초단기-등급미확인-2cd6864612,plain,bond_coupon,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-122260-b4346a9ca9,,conflict,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 초단기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인; 기존 자산분류와 비교분류 추론값 충돌
KR7122630007,122630,KODEX 레버리지,코스피 200,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,leveraged,leveraged,long,2X,unknown,physical_or_unspecified,broad,PG-PENDING-122630-83f0c725ba,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/국내 미확인 주식전략),불가,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7123310005,123310,TIGER 인버스,코스피 200 선물지수,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,inverse,inverse,short,1X,unknown,physical_or_unspecified,broad,PG-PENDING-123310-2804900442,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(inverse); 자산군·투자대상 추출(주식/국내 미확인 주식전략),불가,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7123320004,123320,TIGER 레버리지,코스피 200,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,leveraged,leveraged,long,2X,unknown,physical_or_unspecified,broad,PG-PENDING-123320-0b7e74a8a5,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/국내 미확인 주식전략),불가,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7136340007,136340,RISE 중기우량회사채,KOBI 크레딧 지수(총수익),채권,국내,채권,채권,국내 회사채 중기 등급미확인,BOND_국내-회사채-중기-등급미확인-d1cc110a46,plain,bond_coupon,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-136340-d6121d363c,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 회사채 중기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7139230007,139230,TIGER 200 중공업,코스피 200 중공업,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,broad,PG-PENDING-139230-7748eee5b0,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7139260004,139260,TIGER 200 IT,코스피 200 정보기술,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,broad,PG-PENDING-139260-a708689d8e,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7139280002,139280,TIGER 경기방어,코스피 200 경기방어소비재,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,broad,PG-PENDING-139280-a3d242023f,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7139290001,139290,TIGER 200 경기소비재,코스피 200 경기소비재,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,broad,PG-PENDING-139290-c4f036d679,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7140570003,140570,RISE 수출주,MKF 수출주 지수,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-140570-e111a39e09,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7140580002,140580,RISE 우량업종대표주,MKF 우량업종대표주 지수,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-140580-c58caa7f47,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7140710005,140710,KODEX 운송,KRX 운송,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-140710-4e793c9a2b,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7140950007,140950,파워 코스피100,코스피 100,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,broad,PG-PENDING-140950-f6bf1850d4,,needs_review,기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략),,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7145670006,145670,ACE 인버스,코스피 200 선물지수,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,inverse,inverse,short,1X,unknown,physical_or_unspecified,broad,PG-PENDING-145670-a45617f711,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(inverse); 자산군·투자대상 추출(주식/국내 미확인 주식전략),불가,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7145850004,145850,TREX 펀더멘탈 200,FnGuide-RAFI 코리아200 지수,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,broad,PG-PENDING-145850-e75a5f8fa3,,needs_review,기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략),,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7148020001,148020,RISE 200,코스피 200,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,broad,PG-PENDING-148020-22ba7f454a,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7148070006,148070,KIWOOM 국고채10년,KIS 10년 국고채 지수 (총수익),채권,국내,채권,채권,국내 채권 장기 등급미확인,BOND_국내-채권-장기-등급미확인-f457d22418,plain,bond_coupon,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-148070-2e41043887,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 장기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7150460004,150460,TIGER 중국소비테마,FnGuide 중국내수테마 지수,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-PENDING-150460-492627aee2,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7152100004,152100,PLUS 200,코스피 200,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,broad,PG-PENDING-152100-ff6e13f9d4,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7152380002,152380,KODEX 국채선물10년,10년국채선물지수,채권,국내,채권,채권,국내 국채 장기 등급미확인,BOND_국내-국채-장기-등급미확인-46cc7d575b,plain,bond_coupon,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-152380-ba19aa6222,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 국채 장기 등급미확인),불가,세부 투자대상 또는 만기·구성비율 미확인
KR7152500005,152500,ACE 레버리지,코스피 200,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,leveraged,leveraged,long,2X,unknown,physical_or_unspecified,broad,PG-PENDING-152500-db9948a698,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/국내 미확인 주식전략),불가,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7152870002,152870,파워 200,코스피 200,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,broad,PG-PENDING-152870-b3f6a040fd,,needs_review,기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략),,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7153130000,153130,KODEX 단기채권,KRW Cash 지수(총수익),채권,국내,채권,채권,국내 채권 단기 등급미확인,BOND_국내-채권-단기-등급미확인-afa2e5ef57,plain,bond_coupon,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-153130-00a6c398fc,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7153270004,153270,KIWOOM 코스피100,코스피 100,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,broad,PG-PENDING-153270-d6dc9b15b3,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7156080004,156080,KODEX MSCI Korea,MSCI Korea Index,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-156080-7f97a83378,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7157450008,157450,TIGER 단기통안채,KIS MSB 6M(총수익),채권,국내,채권,채권,국내 채권 단기 등급미확인,BOND_국내-채권-단기-등급미확인-afa2e5ef57,plain,bond_coupon,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-157450-999a8e23e0,,conflict,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인; 기존 자산분류와 비교분류 추론값 충돌
KR7157490004,157490,TIGER 소프트웨어,FnGuide 소프트웨어 지수,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-157490-12fc197bb1,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7159800002,159800,마이티 코스피100,코스피 100,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,broad,PG-PENDING-159800-2fafb3890f,,needs_review,기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략),,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7166400002,166400,TIGER 200커버드콜OTM,코스피 200 커버드콜 5% OTM,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,covered_call,covered_call,neutral,1X,unknown,physical_or_unspecified,broad,PG-PENDING-166400-fee801ef38,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7167860006,167860,KIWOOM 국고채10년레버리지,KIS 10년 국고채 지수 (총수익),채권,국내,채권,채권,국내 채권 장기 등급미확인,BOND_국내-채권-장기-등급미확인-f457d22418,leveraged,bond_coupon,long,2X,unknown,physical_or_unspecified,unknown,PG-PENDING-167860-dbfdf5b2dd,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(채권/국내 채권 장기 등급미확인),불가,세부 투자대상 또는 만기·구성비율 미확인
KR7168580009,168580,ACE 중국본토CSI300,CSI 300 Index,주식,중국,기타특수구조,미확인 주식전략,중국 미확인 주식전략,미확인-주식전략-중국-미확인-주식전략-526c3d6249,plain,plain,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-PENDING-168580-f7bfd23b14,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7169950003,169950,KODEX 차이나A50,FTSE China A50 Index,주식,중국,기타특수구조,미확인 주식전략,중국 미확인 주식전략,미확인-주식전략-중국-미확인-주식전략-526c3d6249,plain,plain,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-PENDING-169950-e4de3024b4,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7174350009,174350,TIGER 로우볼,FnGuide Low Vol 지수,주식,국내,기타특수구조,미확인 주식전략,국내 미확인 주식전략,미확인-주식전략-국내-미확인-주식전략-46eed209b8,plain,plain,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-174350-217e392c46,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7176950004,176950,KODEX 국채선물10년인버스,10년국채선물지수,채권,국내,채권,채권,국내 국채 장기 등급미확인,BOND_국내-국채-장기-등급미확인-46cc7d575b,inverse,bond_coupon,short,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-176950-5543ccd93a,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(inverse); 자산군·투자대상 추출(채권/국내 국채 장기 등급미확인),불가,세부 투자대상 또는 만기·구성비율 미확인
KR7183700004,183700,RISE 200채권혼합50,코스피 200 KTB 혼합지수,채권,국내,채권,채권,국내 채권 만기미확인 등급미확인,BOND_국내-채권-만기미확인-등급미확인-893e3e68b3,plain,bond_coupon,neutral,1X,unknown,physical_or_unspecified,broad,PG-PENDING-183700-a5d2575f7a,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 만기미확인 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7183710003,183710,RISE 주식혼합,주식국채혼합(주식형)지수,채권,국내,채권,채권,국내 국채 만기미확인 등급미확인,BOND_국내-국채-만기미확인-등급미확인-bf9416de66,plain,bond_coupon,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-183710-e54fadcdb9,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 국채 만기미확인 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR7185680006,185680,KODEX 미국S&P바이오(합성),S&P Biotechnology Select Industry Index,채권,미국,채권,채권,미국 국채 만기미확인 등급미확인,BOND_미국-국채-만기미확인-등급미확인-6e6ab9de27,plain,bond_coupon,neutral,1X,unhedged,synthetic,unknown,PG-PENDING-185680-0f74a75e37,,conflict,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 만기미확인 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인; 기존 자산분류와 비교분류 추론값 충돌
KR7189400005,189400,PLUS 글로벌MSCI(합성 H),MSCI ACWI Index,주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,plain,plain,neutral,1X,hedged,synthetic,unknown,PG-PENDING-189400-71d1b75bcf,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7190620005,190620,ACE 단기통안채,KIS MSB 단기지수(총수익),채권,국내,채권,채권,국내 채권 단기 등급미확인,BOND_국내-채권-단기-등급미확인-afa2e5ef57,plain,bond_coupon,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-190620-2a54282c18,,conflict,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인; 기존 자산분류와 비교분류 추론값 충돌
KR7192090009,192090,TIGER 차이나CSI300,CSI 300 Index,주식,중국,기타특수구조,미확인 주식전략,중국 미확인 주식전략,미확인-주식전략-중국-미확인-주식전략-526c3d6249,plain,plain,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-PENDING-192090-0c42182373,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7195920004,195920,TIGER 일본TOPIX(합성 H),TOPIX,주식,일본,기타특수구조,미확인 주식전략,일본 미확인 주식전략,미확인-주식전략-일본-미확인-주식전략-aa68fbbd45,plain,plain,neutral,1X,hedged,synthetic,unknown,PG-PENDING-195920-8d09dcc2ac,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/일본 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7195930003,195930,TIGER 유로스탁스50(합성 H),EURO STOXX 50 Index,주식,유럽,기타특수구조,미확인 주식전략,유럽 미확인 주식전략,미확인-주식전략-유럽-미확인-주식전략-fda82dbade,plain,plain,neutral,1X,hedged,synthetic,unknown,PG-PENDING-195930-9709bb233a,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/유럽 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7195970009,195970,PLUS 선진국MSCI(합성 H),MSCI EAFE Index,주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,plain,plain,neutral,1X,hedged,synthetic,unknown,PG-PENDING-195970-293febbea7,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7195980008,195980,PLUS 신흥국MSCI(합성 H),MSCI EM Index,주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,plain,plain,neutral,1X,hedged,synthetic,unknown,PG-PENDING-195980-1412e33d38,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7196030001,196030,ACE 일본TOPIX레버리지(H),TOPIX,주식,일본,기타특수구조,미확인 주식전략,일본 미확인 주식전략,미확인-주식전략-일본-미확인-주식전략-aa68fbbd45,leveraged,leveraged,long,2X,hedged,physical_or_unspecified,unknown,PG-PENDING-196030-fc463f276f,,needs_review,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(leveraged); 자산군·투자대상 추출(주식/일본 미확인 주식전략),불가,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR7196230007,196230,RISE 단기통안채,KIS 통안채 5개월 지수(총수익),채권,국내,채권,채권,국내 채권 단기 등급미확인,BOND_국내-채권-단기-등급미확인-afa2e5ef57,plain,bond_coupon,neutral,1X,unknown,physical_or_unspecified,unknown,PG-PENDING-196230-647e6ed5ab,,conflict,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 채권 단기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인; 기존 자산분류와 비교분류 추론값 충돌
KR7200030005,200030,KODEX 미국S&P500산업재(합성),S&P Select Sector Industrial Index,채권,미국,채권,채권,미국 국채 만기미확인 등급미확인,S&P500,plain,bond_coupon,neutral,1X,unhedged,synthetic,broad,PG-PENDING-200030-ae701be9a0,,conflict,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 만기미확인 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인; 기존 자산분류와 비교분류 추론값 충돌
