normalized_index_family,alias,index_family,canonical_category,canonical_topic,source_type
WISE-K게임-테마-지수-4b652b84bb,WISE K게임 테마 지수,WISE-K게임-테마-지수-4b652b84bb,일반주식,지수기반,normalized_master
WISE-게임-테마-지수-시장가격지수-a3c6b3e0ef,WISE 게임 테마 지수 (시장가격지수),WISE-게임-테마-지수-시장가격지수-a3c6b3e0ef,일반주식,지수기반,normalized_master
FNGUIDE-게임-산업-지수-a9ceee5955,FnGuide 게임 산업 지수,FNGUIDE-게임-산업-지수-a9ceee5955,일반주식,지수기반,normalized_master
코스닥-150-645768490d,코스닥 150,코스닥-150-645768490d,일반주식,지수기반,normalized_master
KIS-국채-3-10년-지수-시장가격지수-578eae1d2f,KIS 국채 3-10년 지수(시장가격지수),KIS-국채-3-10년-지수-시장가격지수-578eae1d2f,채권,국채/중기/미확인등급,normalized_master
코스피-aa7fe95c87,코스피,코스피-aa7fe95c87,일반주식,지수기반,normalized_master
S-P-ULTRA-T-BOND-FUTURES-INDEX-ER-5a5445226b,S&P Ultra T-Bond Futures Index(ER),S-P-ULTRA-T-BOND-FUTURES-INDEX-ER-5a5445226b,채권,국채/장기/미확인등급,normalized_master
S-P-ULTRA-T-BOND-FUTURES-INDEX-ER-5a5445226b,S&P Ultra T-Bond Futures Index(ER),S-P-ULTRA-T-BOND-FUTURES-INDEX-ER-5a5445226b,채권,국채/장기/미확인등급,normalized_master
KRX-300-109b3ce989,KRX 300,KRX-300-109b3ce989,일반주식,지수기반,normalized_master
코스닥-150-645768490d,코스닥 150,코스닥-150-645768490d,일반주식,지수기반,normalized_master
코스피-200-선물지수-d875072771,코스피 200 선물지수,코스피-200-선물지수-d875072771,일반주식,지수기반,normalized_master
NASDAQ-100-a3293b2356,NASDAQ 100,NASDAQ-100-a3293b2356,대표지수,NASDAQ100,normalized_master
코스피-aa7fe95c87,코스피,코스피-aa7fe95c87,일반주식,지수기반,normalized_master
S-P-10-YEAR-U-S-TREASURY-NOTE-FUTURES-ER-ae0b79c457,S&P 10-Year U.S. Treasury Note Futures(ER),S-P-10-YEAR-U-S-TREASURY-NOTE-FUTURES-ER-ae0b79c457,채권,미국 국채/중기/not_applicable,normalized_master
WISE-2차전지-테마-지수-d7d09d385f,WISE 2차전지 테마 지수,WISE-2차전지-테마-지수-d7d09d385f,테마,2차전지,normalized_master
FNGUIDE-2차전지-산업-지수-61f29d4a25,FnGuide 2차전지 산업 지수,FNGUIDE-2차전지-산업-지수-61f29d4a25,테마,2차전지,normalized_master
코스피-200-선물지수-d875072771,코스피 200 선물지수,코스피-200-선물지수-d875072771,일반주식,지수기반,normalized_master
F-코스닥150-지수-678acca5ee,F-코스닥150 지수,F-코스닥150-지수-678acca5ee,일반주식,지수기반,normalized_master
KRX-300-109b3ce989,KRX 300,KRX-300-109b3ce989,일반주식,지수기반,normalized_master
FNGUIDE-의료기기-지수-f58738a429,FnGuide 의료기기 지수,FNGUIDE-의료기기-지수-f58738a429,일반주식,지수기반,normalized_master
FNGUIDE-지주회사-지수-92fac02f04,FnGuide 지주회사 지수,FNGUIDE-지주회사-지수-92fac02f04,일반주식,지수기반,normalized_master
S-P-10-YEAR-U-S-TREASURY-NOTE-FUTURES-KRW-ER-d167f38d47,S&P 10-Year U.S. Treasury Note Futures KRW(ER),S-P-10-YEAR-U-S-TREASURY-NOTE-FUTURES-KRW-ER-d167f38d47,채권,미국 국채/중기/not_applicable,normalized_master
MORNINGSTAR-WIDE-MOAT-FOCUS-INDEX-1ae5bde891,MorningStar Wide Moat Focus Index,MORNINGSTAR-WIDE-MOAT-FOCUS-INDEX-1ae5bde891,일반주식,지수기반,normalized_master
MSCI-CHINA-INDEX-USD-PRICE-RETURN-5f70f3307e,"MSCI China Index(USD, Price Return)",MSCI-CHINA-INDEX-USD-PRICE-RETURN-5f70f3307e,일반주식,지수기반,normalized_master
코스피-200-TR-f72cebfb6a,코스피 200 TR,코스피-200-TR-f72cebfb6a,일반주식,지수기반,normalized_master
MSCI-KOREA-TR-INDEX-7c8d943dfe,MSCI Korea TR Index,MSCI-KOREA-TR-INDEX-7c8d943dfe,일반주식,지수기반,normalized_master
NYSE-U-S-BIG-TECH-10-INDEX-02a67910a6,NYSE U.S. Big TECH 10 INDEX,NYSE-U-S-BIG-TECH-10-INDEX-02a67910a6,일반주식,지수기반,normalized_master
FNGUIDE-농업융복합산업-지수-시장가격-7c6f524093,FnGuide 농업융복합산업 지수(시장가격),FNGUIDE-농업융복합산업-지수-시장가격-7c6f524093,일반주식,지수기반,normalized_master
코스피-200-커뮤니케이션서비스-765b98015d,코스피 200 커뮤니케이션서비스,코스피-200-커뮤니케이션서비스-765b98015d,일반주식,지수기반,normalized_master
FNGUIDE-TOP-5-PLUS-TOTAL-RETURN-지수-74a78b3daa,FnGuide TOP 5 Plus Total Return 지수,FNGUIDE-TOP-5-PLUS-TOTAL-RETURN-지수-74a78b3daa,일반주식,지수기반,normalized_master
WISE-대형고배당10-TR-지수-8589b2e771,WISE 대형고배당10 TR 지수,WISE-대형고배당10-TR-지수-8589b2e771,배당·주주환원,고배당,normalized_master
MORNINGSTAR-SINGAPORE-REIT-YIELD-FOCUS-INDEX-926bdb9946,Morningstar Singapore REIT Yield Focus Index(PR),MORNINGSTAR-SINGAPORE-REIT-YIELD-FOCUS-INDEX-926bdb9946,일반주식,지수기반,normalized_master
코스닥-150-645768490d,코스닥 150,코스닥-150-645768490d,일반주식,지수기반,normalized_master
S-P-GSCI-GOLD-INDEX-TR-ec8148d670,S&P GSCI Gold Index(TR),S-P-GSCI-GOLD-INDEX-TR-ec8148d670,원자재,금,normalized_master
MORNINGSTAR-MULTI-ASSET-HIGH-INCOME-10-CAPPE-624cc343b9,Morningstar Multi-Asset High Income 10% Capped Index,MORNINGSTAR-MULTI-ASSET-HIGH-INCOME-10-CAPPE-624cc343b9,혼합자산,자산배분,normalized_master
FNGUIDE-E커머스-지수-926decfb4b,FnGuide E커머스 지수,FNGUIDE-E커머스-지수-926decfb4b,일반주식,지수기반,normalized_master
FNGUIDE-고배당-알파-지수-6b510c5726,FnGuide 고배당 알파 지수,FNGUIDE-고배당-알파-지수-6b510c5726,배당·주주환원,고배당,normalized_master
FNGUIDE-성장-지수-PR-f5877d0aab,FnGuide 성장 지수(PR),FNGUIDE-성장-지수-PR-f5877d0aab,일반주식,지수기반,normalized_master
FNGUIDE-SLV-배당가치-지수-68ea1b4416,FnGuide SLV 배당가치 지수,FNGUIDE-SLV-배당가치-지수-68ea1b4416,일반주식,지수기반,normalized_master
FNGUIDE-내수주플러스-지수-73684e7035,FnGuide 내수주플러스 지수,FNGUIDE-내수주플러스-지수-73684e7035,일반주식,지수기반,normalized_master
FNGUIDE-IT플러스-지수-00e53cdec5,FnGuide IT플러스 지수,FNGUIDE-IT플러스-지수-00e53cdec5,일반주식,지수기반,normalized_master
코스피-TR-098a5a327f,코스피 TR,코스피-TR-098a5a327f,일반주식,지수기반,normalized_master
FNGUIDE-리츠부동산인프라-eeaec622f7,FnGuide 리츠부동산인프라,FNGUIDE-리츠부동산인프라-eeaec622f7,일반주식,지수기반,normalized_master
FNGUIDE-TRF-3070-지수-e963c13cc0,FnGuide TRF 3070 지수,FNGUIDE-TRF-3070-지수-e963c13cc0,혼합자산,TRF,normalized_master
FNGUIDE-TRF-5050-지수-5cd9b5c77f,FnGuide TRF 5050 지수,FNGUIDE-TRF-5050-지수-5cd9b5c77f,혼합자산,TRF,normalized_master
FNGUIDE-TRF-7030-지수-740e306a5e,FnGuide TRF 7030 지수,FNGUIDE-TRF-7030-지수-740e306a5e,혼합자산,TRF,normalized_master
KIS-U-S-TREASURY-BOND-0-1Y-지수-총수익-b561ef6b08,KIS U.S. TREASURY BOND 0-1Y 지수(총수익),KIS-U-S-TREASURY-BOND-0-1Y-지수-총수익-b561ef6b08,채권,미국 국채/초단기/not_applicable,normalized_master
코스피-200-TR-f72cebfb6a,코스피 200 TR,코스피-200-TR-f72cebfb6a,일반주식,지수기반,normalized_master
ICE-BOFAAML-1-3-YEAR-AAA-A-US-CORPORATE-INDE-99c5739038,ICE BofaAML 1-3 Year AAA-A US Corporate Index(총수익지수),ICE-BOFAAML-1-3-YEAR-AAA-A-US-CORPORATE-INDE-99c5739038,채권,회사채/초단기/A,normalized_master
ICE-BOFAAML-15-YEAR-AAA-A-US-CORPORATE-INDEX-d9b275bc81,ICE BofaAML 15+ Year AAA-A US Corporate Index(총수익지수),ICE-BOFAAML-15-YEAR-AAA-A-US-CORPORATE-INDEX-d9b275bc81,채권,회사채/장기/A,normalized_master
코스피-200-TR-f72cebfb6a,코스피 200 TR,코스피-200-TR-f72cebfb6a,일반주식,지수기반,normalized_master
MSCI-KOREA-TR-INDEX-7c8d943dfe,MSCI Korea TR Index,MSCI-KOREA-TR-INDEX-7c8d943dfe,일반주식,지수기반,normalized_master
S-P-GSCI-PALLADIUM-EXCESS-RETURN-INDEX-beb02ca791,S&P GSCI Palladium Excess Return Index,S-P-GSCI-PALLADIUM-EXCESS-RETURN-INDEX-beb02ca791,원자재,복합원자재,normalized_master
S-P-GSCI-PALLADIUM-EXCESS-RETURN-INDEX-beb02ca791,S&P GSCI Palladium Excess Return Index,S-P-GSCI-PALLADIUM-EXCESS-RETURN-INDEX-beb02ca791,원자재,복합원자재,normalized_master
KIS-종합채권금융채-2-5Y-3Y-지수-총수익-3ca27fa0fd,KIS 종합채권금융채 2.5Y-3Y 지수 (총수익),KIS-종합채권금융채-2-5Y-3Y-지수-총수익-3ca27fa0fd,채권,금융채/미확인만기/미확인등급,normalized_master
FNGUIDE-멀티팩터-지수-d59e553bfc,FnGuide 멀티팩터 지수,FNGUIDE-멀티팩터-지수-d59e553bfc,일반주식,지수기반,normalized_master
코스피-대형주-e946d7f397,코스피 대형주,코스피-대형주-e946d7f397,규모,규모주,normalized_master
코스피-200-초대형제외-지수-24d75b4810,코스피 200 초대형제외 지수,코스피-200-초대형제외-지수-24d75b4810,일반주식,지수기반,normalized_master
코스피-200-ESG-지수-4653afc241,코스피 200 ESG 지수,코스피-200-ESG-지수-4653afc241,일반주식,지수기반,normalized_master
KIS-리츠부동산인프라채권PR-지수-9f205d131f,KIS 리츠부동산인프라채권PR 지수,KIS-리츠부동산인프라채권PR-지수-9f205d131f,혼합자산,자산배분,normalized_master
TOKYO-STOCK-EXCHANGE-REIT-INDEX-6f55cd70c6,Tokyo Stock Exchange REIT Index,TOKYO-STOCK-EXCHANGE-REIT-INDEX-6f55cd70c6,일반주식,지수기반,normalized_master
DOW-JONES-U-S-REAL-ESTATE-PR-INDEX-7e3317851f,Dow Jones U.S. Real Estate PR Index,DOW-JONES-U-S-REAL-ESTATE-PR-INDEX-7e3317851f,일반주식,지수기반,normalized_master
ICE-BOFAML-CORE-PLUS-FIXED-RATE-PREFERRED-SE-f030a22f74,ICE BofAML Core Plus Fixed Rate Preferred Securities Index(PR),ICE-BOFAML-CORE-PLUS-FIXED-RATE-PREFERRED-SE-f030a22f74,일반주식,지수기반,normalized_master
S-P-GLOBAL-LUXURY-INDEX-3af18db422,S&P Global Luxury Index,S-P-GLOBAL-LUXURY-INDEX-3af18db422,일반주식,지수기반,normalized_master
코스닥-150-645768490d,코스닥 150,코스닥-150-645768490d,일반주식,지수기반,normalized_master
KIS-종합채권-AA-이상-총수익-지수-TOTAL-RETURN-INDEX-efb4c6cd0c,KIS 종합채권 AA-이상 총수익 지수(Total return Index),KIS-종합채권-AA-이상-총수익-지수-TOTAL-RETURN-INDEX-efb4c6cd0c,채권,채권/미확인만기/AA,normalized_master
KIS-CD-INDEX-총수익-087b044c88,KIS CD Index(총수익),KIS-CD-INDEX-총수익-087b044c88,금리,CD,normalized_master
코스피-TR-098a5a327f,코스피 TR,코스피-TR-098a5a327f,일반주식,지수기반,normalized_master
코스피200-롱-100-코스닥150-숏-100-선물지수-1b7cfe399e,코스피200 롱 100% 코스닥150 숏 100% 선물지수,코스피200-롱-100-코스닥150-숏-100-선물지수-1b7cfe399e,대표지수,KOSPI200,normalized_master
코스닥150-롱-100-코스피200-숏-100-선물지수-37334b4442,코스닥150 롱 100% 코스피200 숏 100% 선물지수,코스닥150-롱-100-코스피200-숏-100-선물지수-37334b4442,대표지수,KOSPI200,normalized_master
SP500,S&P 500,SP500,대표지수,S&P500,normalized_master
SP500,S&P 500,SP500,대표지수,S&P500,normalized_master
코스피-200-TR-f72cebfb6a,코스피 200 TR,코스피-200-TR-f72cebfb6a,일반주식,지수기반,normalized_master
KIS-단기통안채-INDEX-총수익-368a666db9,KIS 단기통안채 Index(총수익),KIS-단기통안채-INDEX-총수익-368a666db9,금리,초단기 금리,normalized_master
KAP-한국장기종합채권지수-AA-이상-총수익-6bdb6d8b60,"KAP 한국장기종합채권지수(AA-이상, 총수익)",KAP-한국장기종합채권지수-AA-이상-총수익-6bdb6d8b60,채권,채권/장기/AA,normalized_master
코스피200-정보기술-TR-919a24ecce,코스피200 정보기술 TR,코스피200-정보기술-TR-919a24ecce,대표지수,KOSPI200,normalized_master
코스피-aa7fe95c87,코스피,코스피-aa7fe95c87,일반주식,지수기반,normalized_master
KRX-BBIG-지수-0efd91d033,KRX BBIG 지수,KRX-BBIG-지수-0efd91d033,일반주식,지수기반,normalized_master
KRX-바이오-TOP-10-지수-5e0d683af9,KRX 바이오 TOP 10 지수,KRX-바이오-TOP-10-지수-5e0d683af9,일반주식,지수기반,normalized_master
KRX-2차전지-TOP-10-지수-947af79542,KRX 2차전지 TOP 10 지수,KRX-2차전지-TOP-10-지수-947af79542,테마,2차전지,normalized_master
KRX-게임-TOP-10-지수-6562c6d1ad,KRX 게임 TOP 10 지수,KRX-게임-TOP-10-지수-6562c6d1ad,일반주식,지수기반,normalized_master
KRX-인터넷-TOP-10-지수-763650c5ac,KRX 인터넷 TOP 10 지수,KRX-인터넷-TOP-10-지수-763650c5ac,일반주식,지수기반,normalized_master
코스피-aa7fe95c87,코스피,코스피-aa7fe95c87,일반주식,지수기반,normalized_master
KIS-10년-국고채-지수-총수익-0999669c02,KIS 10년 국고채 지수 (총수익),KIS-10년-국고채-지수-총수익-0999669c02,채권,국채/중기/미확인등급,normalized_master
NASDAQ-100-a3293b2356,NASDAQ 100,NASDAQ-100-a3293b2356,대표지수,NASDAQ100,normalized_master
FNGUIDE-5G-산업-지수-f167db2c7e,FnGuide 5G 산업 지수,FNGUIDE-5G-산업-지수-f167db2c7e,일반주식,지수기반,normalized_master
FNGUIDE-네트워크-인프라-지수-deb38a2a17,FnGuide 네트워크 인프라 지수,FNGUIDE-네트워크-인프라-지수-deb38a2a17,일반주식,지수기반,normalized_master
FNGUIDE-수소-경제-테마-지수-c7d93f2116,FnGuide 수소 경제 테마 지수,FNGUIDE-수소-경제-테마-지수-c7d93f2116,일반주식,지수기반,normalized_master
FNGUIDE-K-뉴딜-디지털-플러스-지수-3f8ca5422b,FnGuide K-뉴딜 디지털 플러스 지수,FNGUIDE-K-뉴딜-디지털-플러스-지수-3f8ca5422b,일반주식,지수기반,normalized_master
NASDAQ-100-a3293b2356,NASDAQ 100,NASDAQ-100-a3293b2356,대표지수,NASDAQ100,normalized_master
FNGUIDE-K-뉴딜-디지털-플러스-지수-3f8ca5422b,FnGuide K-뉴딜 디지털 플러스 지수,FNGUIDE-K-뉴딜-디지털-플러스-지수-3f8ca5422b,일반주식,지수기반,normalized_master
HANG-SENG-TECH-INDEX-c110bfc7a6,Hang Seng TECH Index,HANG-SENG-TECH-INDEX-c110bfc7a6,일반주식,지수기반,normalized_master
HANG-SENG-TECH-INDEX-c110bfc7a6,Hang Seng TECH Index,HANG-SENG-TECH-INDEX-c110bfc7a6,일반주식,지수기반,normalized_master
INDXX-GLOBAL-CLOUD-COMPUTING-INDEX-PR-9a4ccbcbec,Indxx Global Cloud Computing Index(PR),INDXX-GLOBAL-CLOUD-COMPUTING-INDEX-PR-9a4ccbcbec,일반주식,지수기반,normalized_master
SOLACTIVE-CHINA-ELECTRIC-VEHICLE-AND-BATTERY-404a104a28,Solactive China Electric Vehicle and Battery Index(PR),SOLACTIVE-CHINA-ELECTRIC-VEHICLE-AND-BATTERY-404a104a28,테마,2차전지,normalized_master
SOLACTIVE-CHINA-BIOTECH-INDEX-PR-08996699b7,Solactive China Biotech Index(PR),SOLACTIVE-CHINA-BIOTECH-INDEX-PR-08996699b7,일반주식,지수기반,normalized_master
HANG-SENG-TECH-INDEX-c110bfc7a6,Hang Seng TECH Index,HANG-SENG-TECH-INDEX-c110bfc7a6,일반주식,지수기반,normalized_master
HANG-SENG-TECH-INDEX-c110bfc7a6,Hang Seng TECH Index,HANG-SENG-TECH-INDEX-c110bfc7a6,일반주식,지수기반,normalized_master
FNGUIDE-K-이노베이션-지수-9de9499622,FnGuide K-이노베이션 지수,FNGUIDE-K-이노베이션-지수-9de9499622,일반주식,지수기반,normalized_master
NASDAQ-US-LOW-VOLATILITY-DIVIDEND-ACHIEVERS--7a8f5f5bd8,Nasdaq US Low Volatility Dividend Achievers Index,NASDAQ-US-LOW-VOLATILITY-DIVIDEND-ACHIEVERS--7a8f5f5bd8,배당·주주환원,고배당,normalized_master
KELLY-DATA-CENTER-TECH-INFRASTRUCTURE-NET-TO-b1808a94fd,Kelly Data Center & Tech Infrastructure Net Total Return Index,KELLY-DATA-CENTER-TECH-INFRASTRUCTURE-NET-TO-b1808a94fd,테마,AI 데이터센터,normalized_master
KRX-S-P-탄소효율-그린뉴딜지수-c84006c63a,KRX/S&P 탄소효율 그린뉴딜지수,KRX-S-P-탄소효율-그린뉴딜지수-c84006c63a,일반주식,지수기반,normalized_master
KRX-S-P-탄소효율-그린뉴딜지수-c84006c63a,KRX/S&P 탄소효율 그린뉴딜지수,KRX-S-P-탄소효율-그린뉴딜지수-c84006c63a,일반주식,지수기반,normalized_master
KRX-S-P-탄소효율-그린뉴딜지수-c84006c63a,KRX/S&P 탄소효율 그린뉴딜지수,KRX-S-P-탄소효율-그린뉴딜지수-c84006c63a,일반주식,지수기반,normalized_master
FNGUIDE-신재생에너지-지수-823697ba92,FnGuide 신재생에너지 지수,FNGUIDE-신재생에너지-지수-823697ba92,일반주식,지수기반,normalized_master
SP500,S&P 500,SP500,대표지수,S&P500,normalized_master
EURO-STOXX-50-INDEX-86f603fbbb,EURO STOXX 50 Index,EURO-STOXX-50-INDEX-86f603fbbb,일반주식,지수기반,normalized_master
SP500,S&P 500,SP500,대표지수,S&P500,normalized_master
NASDAQ-100-a3293b2356,NASDAQ 100,NASDAQ-100-a3293b2356,대표지수,NASDAQ100,normalized_master
FNGUIDE-코리아AI테크핵심산업지수-PRICE-RETURN-e0f9789c97,FnGuide 코리아AI테크핵심산업지수 (Price Return),FNGUIDE-코리아AI테크핵심산업지수-PRICE-RETURN-e0f9789c97,일반주식,지수기반,normalized_master
INDXX-US-TECH-TOP-10-INDEX-aa290b1e4e,Indxx US Tech Top 10 Index,INDXX-US-TECH-TOP-10-INDEX-aa290b1e4e,일반주식,지수기반,normalized_master
PHLX-SEMICONDUCTOR-SECTOR-INDEX-2c65e16989,PHLX Semiconductor Sector Index,PHLX-SEMICONDUCTOR-SECTOR-INDEX-2c65e16989,테마,반도체,normalized_master
FNGUIDE-전기-수소차-지수-시장가격-990bd175f5,FnGuide 전기&수소차 지수 (시장가격),FNGUIDE-전기-수소차-지수-시장가격-990bd175f5,일반주식,지수기반,normalized_master
FNGUIDE-친환경에너지-지수-시장가격-47c5a5966f,FnGuide 친환경에너지 지수 (시장가격),FNGUIDE-친환경에너지-지수-시장가격-47c5a5966f,일반주식,지수기반,normalized_master
FNGUIDE-K-신재생에너지-플러스-지수-45c97ee904,FnGuide K-신재생에너지 플러스 지수,FNGUIDE-K-신재생에너지-플러스-지수-45c97ee904,일반주식,지수기반,normalized_master
FNGUIDE-K-미래차-지수-16acdd0cc1,FnGuide K-미래차 지수,FNGUIDE-K-미래차-지수-16acdd0cc1,일반주식,지수기반,normalized_master
KIS-종합채권-지수-A-이상-총수익지수-5e8324613e,KIS 종합채권 지수(A-이상)(총수익지수),KIS-종합채권-지수-A-이상-총수익지수-5e8324613e,채권,채권/미확인만기/A,normalized_master
KIS-단기채권알파지수-AA-이상-총수익지수-b18d24e3bb,KIS 단기채권알파지수(AA-이상)(총수익지수),KIS-단기채권알파지수-AA-이상-총수익지수-b18d24e3bb,채권,채권/초단기/AA,normalized_master
KIS-국고채30년ENHANCED지수-시장가격-cbc3b9bd2f,KIS 국고채30년Enhanced지수(시장가격),KIS-국고채30년ENHANCED지수-시장가격-cbc3b9bd2f,채권,국채/미확인만기/미확인등급,normalized_master
MSCI-KOREA-COUNTRY-ESG-LEADERS-CUSTOM-CAPPED-3d1565ce62,MSCI Korea Country ESG Leaders Custom Capped Price return Index,MSCI-KOREA-COUNTRY-ESG-LEADERS-CUSTOM-CAPPED-3d1565ce62,일반주식,지수기반,normalized_master
FNGUIDE-친환경-자동차-밸류체인-지수-903de1de25,FnGuide 친환경 자동차 밸류체인 지수,FNGUIDE-친환경-자동차-밸류체인-지수-903de1de25,테마,2차전지,normalized_master
KRX-BBIG-지수-0efd91d033,KRX BBIG 지수,KRX-BBIG-지수-0efd91d033,일반주식,지수기반,normalized_master
코스피-aa7fe95c87,코스피,코스피-aa7fe95c87,일반주식,지수기반,normalized_master
NASDAQ-100-a3293b2356,NASDAQ 100,NASDAQ-100-a3293b2356,일반주식,지수기반,normalized_master
FNGUIDE-퓨처모빌리티-지수-f0295451a5,FnGuide 퓨처모빌리티 지수,FNGUIDE-퓨처모빌리티-지수-f0295451a5,일반주식,지수기반,normalized_master
FNGUIDE-K엔터-여행레저-지수-da12d0a53b,FnGuide K엔터&여행레저 지수,FNGUIDE-K엔터-여행레저-지수-da12d0a53b,일반주식,지수기반,normalized_master
ISELECT-비메모리반도체-지수-시장가격지수-0c90698a7f,iSelect 비메모리반도체 지수(시장가격지수),ISELECT-비메모리반도체-지수-시장가격지수-0c90698a7f,테마,반도체,normalized_master
MVIS-US-LISTED-SEMICONDUCTOR-25-INDEX-74b928133c,MVIS US Listed Semiconductor 25 Index,MVIS-US-LISTED-SEMICONDUCTOR-25-INDEX-74b928133c,테마,반도체,normalized_master
S-P-KENSHO-SMART-TRANSPORTATION-e8c0a4ca4b,S&P Kensho Smart Transportation,S-P-KENSHO-SMART-TRANSPORTATION-e8c0a4ca4b,일반주식,지수기반,normalized_master
INDXX-US-GREEN-INFRASTRUCTURE-PRICE-RETURN-I-c0d2b5aab3,Indxx US Green Infrastructure Price return Index,INDXX-US-GREEN-INFRASTRUCTURE-PRICE-RETURN-I-c0d2b5aab3,일반주식,지수기반,normalized_master
코스피-200-dbc8ccb693,코스피 200,코스피-200-dbc8ccb693,일반주식,지수기반,normalized_master
SOLACTIVE-AUTONOMOUS-ELECTRIC-VEHICLES-지수-PR-90d83be1c0,Solactive Autonomous & Electric Vehicles 지수(PR),SOLACTIVE-AUTONOMOUS-ELECTRIC-VEHICLES-지수-PR-90d83be1c0,일반주식,지수기반,normalized_master
SOLACTIVE-GLOBAL-LITHIUM-지수-PR-e72c01e3cd,Solactive Global Lithium 지수(PR),SOLACTIVE-GLOBAL-LITHIUM-지수-PR-e72c01e3cd,일반주식,지수기반,normalized_master
FNGUIDE-웹툰-드라마-지수-dc0efd4e82,FnGuide 웹툰&드라마 지수,FNGUIDE-웹툰-드라마-지수-dc0efd4e82,일반주식,지수기반,normalized_master
FNGUIDE-AI반도체-TOP2-지수-6b3630d0e7,FnGuide AI반도체 TOP2+ 지수,FNGUIDE-AI반도체-TOP2-지수-6b3630d0e7,테마,반도체,normalized_master
FNGUIDE-TOP10-동일가중-지수-9800eb449f,FnGuide TOP10 동일가중 지수,FNGUIDE-TOP10-동일가중-지수-9800eb449f,일반주식,지수기반,normalized_master
FNGUIDE-K-반도체-지수-7610b42d18,FnGuide K-반도체 지수,FNGUIDE-K-반도체-지수-7610b42d18,테마,반도체,normalized_master
FNGUIDE-K-게임-지수-2f62222353,FnGuide K-게임 지수,FNGUIDE-K-게임-지수-2f62222353,일반주식,지수기반,normalized_master
FNGUIDE-K-POP-미디어-지수-63cc7c3d97,FnGuide K-POP & 미디어 지수,FNGUIDE-K-POP-미디어-지수-63cc7c3d97,일반주식,지수기반,normalized_master
FNGUIDE-한화-ESG-가치-지수-b092c36655,FnGuide 한화 ESG 가치 지수,FNGUIDE-한화-ESG-가치-지수-b092c36655,일반주식,지수기반,normalized_master
FNGUIDE-한화-ESG-성장-지수-9067869e16,FnGuide 한화 ESG 성장 지수,FNGUIDE-한화-ESG-성장-지수-9067869e16,일반주식,지수기반,normalized_master
FNGUIDE-반도체TOP10-지수-d4b5e8afde,FnGuide 반도체TOP10 지수,FNGUIDE-반도체TOP10-지수-d4b5e8afde,테마,반도체,normalized_master
SOLACTIVE-CHINA-CLEAN-ENERGY-지수-PR-05b56fbc1b,Solactive China Clean Energy 지수(PR),SOLACTIVE-CHINA-CLEAN-ENERGY-지수-PR-05b56fbc1b,일반주식,지수기반,normalized_master
FACTSET-CHINA-SEMICONDUCTOR-지수-PR-48345f0655,FactSet China Semiconductor 지수(PR),FACTSET-CHINA-SEMICONDUCTOR-지수-PR-48345f0655,테마,반도체,normalized_master
5년-국채선물-추종-지수-93b251885a,5년 국채선물 추종 지수,5년-국채선물-추종-지수-93b251885a,채권,국채/중기/미확인등급,normalized_master
SP500,S&P500 Scored&Screened(PR),SP500,대표지수,S&P500,normalized_master
S-P-GLOBAL-CLEAN-ENERGY-TRANSITION-INDEX-PRI-b48e7cd123,S&P Global Clean Energy Transition Index (Price Return),S-P-GLOBAL-CLEAN-ENERGY-TRANSITION-INDEX-PRI-b48e7cd123,일반주식,지수기반,normalized_master
ICE-EUA-CARBON-FUTURES-INDEX-EXCESS-RETURN-08ee7cf1b1,ICE EUA Carbon Futures Index(Excess Return),ICE-EUA-CARBON-FUTURES-INDEX-EXCESS-RETURN-08ee7cf1b1,일반주식,지수기반,normalized_master
S-P-GSCI-CARBON-EMISSION-ALLOWANCES-EUA-EUR--e3c0454b27,S&P GSCI Carbon Emission Allowances(EUA)(EUR)ER,S-P-GSCI-CARBON-EMISSION-ALLOWANCES-EUA-EUR--e3c0454b27,일반주식,지수기반,normalized_master
ICE-GLOBAL-CARBON-FUTURES-INDEX-EXCESS-RETUR-59fc4e27e9,ICE Global Carbon Futures Index(Excess Return),ICE-GLOBAL-CARBON-FUTURES-INDEX-EXCESS-RETUR-59fc4e27e9,일반주식,지수기반,normalized_master
FNGUIDE-메타버스테마-지수-f29730ae27,FnGuide 메타버스테마 지수,FNGUIDE-메타버스테마-지수-f29730ae27,일반주식,지수기반,normalized_master
ISELECT-메타버스-지수-시장가격지수-21451dd544,iSelect 메타버스 지수(시장가격지수),ISELECT-메타버스-지수-시장가격지수-21451dd544,일반주식,지수기반,normalized_master
FNGUIDE-K-메타버스-지수-2afe48a0c9,FnGuide K-메타버스 지수,FNGUIDE-K-메타버스-지수-2afe48a0c9,일반주식,지수기반,normalized_master
ICE-GLOBAL-CARBON-FUTURES-INDEX-EXCESS-RETUR-59fc4e27e9,ICE Global Carbon Futures Index(Excess Return),ICE-GLOBAL-CARBON-FUTURES-INDEX-EXCESS-RETUR-59fc4e27e9,일반주식,지수기반,normalized_master
FNGUIDE-K-메타버스-MZ-지수-시장가격-b3e946ee84,FnGuide K-메타버스 MZ 지수(시장가격),FNGUIDE-K-메타버스-MZ-지수-시장가격-b3e946ee84,일반주식,지수기반,normalized_master
DOW-JONES-U-S-DIVIDEND-100-PRICE-RETURN-INDE-7c5a0ad9ec,Dow Jones U.S. Dividend 100 Price Return Index,DOW-JONES-U-S-DIVIDEND-100-PRICE-RETURN-INDE-7c5a0ad9ec,배당·주주환원,고배당,normalized_master
