normalized_index_family,alias,index_family,canonical_category,canonical_topic,source_type
AKROS-우주항공밸류체인-지수-PR-d50edfc07e,Akros 우주항공밸류체인 지수(PR),AKROS-우주항공밸류체인-지수-PR-d50edfc07e,일반주식,지수기반,normalized_master
ISELECT-미국-우주데이터센터인프라-지수-ccb84c6797,iSelect 미국 우주데이터센터인프라 지수,ISELECT-미국-우주데이터센터인프라-지수-ccb84c6797,테마,AI 데이터센터,normalized_master
코스피-aa7fe95c87,코스피,코스피-aa7fe95c87,일반주식,지수기반,normalized_master
AKROS-한국-전고체-배터리-ESS-TOP2-플러스-지수-PRICE-RETUR-ea5665ccec,Akros 한국 전고체 배터리 ESS TOP2 플러스 지수(Price Return),AKROS-한국-전고체-배터리-ESS-TOP2-플러스-지수-PRICE-RETUR-ea5665ccec,테마,2차전지,normalized_master
AKROS-코리아-AI전력-TOP-10-지수-시장가격-559154802b,Akros 코리아 AI전력 TOP 10 지수 (시장가격),AKROS-코리아-AI전력-TOP-10-지수-시장가격-559154802b,일반주식,지수기반,normalized_master
KRX-K-AI-반도체TOP2-지수-cbd6eb2f45,KRX K-AI 반도체TOP2+ 지수,KRX-K-AI-반도체TOP2-지수-cbd6eb2f45,테마,반도체,normalized_master
코스피-200-위클리-고정-30-커버드콜-지수-7882b1ec63,코스피 200 위클리 고정 30% 커버드콜 지수,코스피-200-위클리-고정-30-커버드콜-지수-7882b1ec63,일반주식,지수기반,normalized_master
KRX-헬스케어-016a2e2510,KRX 헬스케어,KRX-헬스케어-016a2e2510,일반주식,지수기반,normalized_master
INDXX-US-AI-OPTICAL-COMMUNICATION-TOP10-INDE-5aaa6206c0,Indxx US AI Optical Communication TOP10 Index(PR),INDXX-US-AI-OPTICAL-COMMUNICATION-TOP10-INDE-5aaa6206c0,일반주식,지수기반,normalized_master
AKROS-미국-우주-TOP-2-채권혼합-지수-c36640c63d,Akros 미국 우주 Top 2 채권혼합 지수,AKROS-미국-우주-TOP-2-채권혼합-지수-c36640c63d,혼합자산,자산배분,normalized_master
KRX-K-AI-방산TOP5-지수-0507adcf65,KRX K-AI 방산TOP5+ 지수,KRX-K-AI-방산TOP5-지수-0507adcf65,일반주식,지수기반,normalized_master
AKROS-미국-우주-로봇-TOP2-채권혼합50-지수-ee55f58b38,Akros 미국 우주-로봇 TOP2 채권혼합50 지수,AKROS-미국-우주-로봇-TOP2-채권혼합50-지수-ee55f58b38,혼합자산,자산배분,normalized_master
FNGUIDE-스마트카-지수-7631e59720,FnGuide 스마트카 지수,FNGUIDE-스마트카-지수-7631e59720,일반주식,지수기반,normalized_master
FNGUIDE-저궤도위성-광통신-인프라-지수-026f9351f2,FnGuide 저궤도위성 & 광통신 인프라 지수,FNGUIDE-저궤도위성-광통신-인프라-지수-026f9351f2,일반주식,지수기반,normalized_master
코스피-200-커버드콜-5-OTM-a1887ae08d,코스피 200 커버드콜 5% OTM,코스피-200-커버드콜-5-OTM-a1887ae08d,일반주식,지수기반,normalized_master
SP500,S&P 500,SP500,대표지수,S&P500,normalized_master
FNGUIDE-현대차그룹TOP3-채권혼합-지수-a1c59f8b4d,FnGuide 현대차그룹TOP3 채권혼합 지수,FNGUIDE-현대차그룹TOP3-채권혼합-지수-a1c59f8b4d,혼합자산,자산배분,normalized_master
코스닥-3aee034cd3,코스닥,코스닥-3aee034cd3,일반주식,지수기반,normalized_master
KIS-단기자금-총수익지수-ef10719567,KIS 단기자금 총수익지수,KIS-단기자금-총수익지수-ef10719567,금리,초단기 금리,normalized_master
KRX-K-AI-바이오테크-코스닥-지수-d8f1038c69,KRX K-AI 바이오테크 코스닥 지수,KRX-K-AI-바이오테크-코스닥-지수-d8f1038c69,일반주식,지수기반,normalized_master
코스피-200-고배당지수-a16f968134,코스피 200 고배당지수,코스피-200-고배당지수-a16f968134,배당·주주환원,고배당,normalized_master
KAP-AI데이터센터밸류체인지수-a41db36ef1,KAP AI데이터센터밸류체인지수,KAP-AI데이터센터밸류체인지수-a41db36ef1,테마,AI 데이터센터,normalized_master
코스닥-150-타겟-15-위클리-커버드콜-지수-ad531fef4c,코스닥 150 타겟 15% 위클리 커버드콜 지수,코스닥-150-타겟-15-위클리-커버드콜-지수-ad531fef4c,일반주식,지수기반,normalized_master
NYSE-100-지수-PRICE-RETURN-3534b67e95,NYSE 100 지수(Price Return),NYSE-100-지수-PRICE-RETURN-3534b67e95,일반주식,지수기반,normalized_master
ISELECT-미국CPU반도체TOP4-지수-36e8e0a913,iSelect 미국CPU반도체TOP4 지수,ISELECT-미국CPU반도체TOP4-지수-36e8e0a913,테마,반도체,normalized_master
KEDI-엔비디아알파벳미국채혼합50-지수-6e21fb0772,KEDI 엔비디아알파벳미국채혼합50 지수,KEDI-엔비디아알파벳미국채혼합50-지수-6e21fb0772,혼합자산,자산배분,normalized_master
INDXX-US-CPU-SEMICONDUCTOR-TOP-10-INDEX-PRIC-08e04b945a,Indxx US CPU Semiconductor TOP 10 Index (Price Return),INDXX-US-CPU-SEMICONDUCTOR-TOP-10-INDEX-PRIC-08e04b945a,테마,반도체,normalized_master
AKROS-SK하이닉스-샌디스크-채권혼합-50-지수-ecaf4411b8,Akros SK하이닉스 샌디스크 채권혼합 50 지수,AKROS-SK하이닉스-샌디스크-채권혼합-50-지수-ecaf4411b8,혼합자산,자산배분,normalized_master
FNGUIDE-피지컬AI-TOP2플러스-지수-5a701d0bd8,FnGuide 피지컬AI TOP2플러스 지수,FNGUIDE-피지컬AI-TOP2플러스-지수-5a701d0bd8,일반주식,지수기반,normalized_master
코스피-200-dbc8ccb693,코스피 200,코스피-200-dbc8ccb693,일반주식,지수기반,normalized_master
코스피-200-dbc8ccb693,코스피 200,코스피-200-dbc8ccb693,일반주식,지수기반,normalized_master
KRX-반도체-b2bad5eb0b,KRX 반도체,KRX-반도체-b2bad5eb0b,테마,반도체,normalized_master
KRX-은행-d6e0367ea4,KRX 은행,KRX-은행-d6e0367ea4,일반주식,지수기반,normalized_master
KRX-자동차-2681daa8bc,KRX 자동차,KRX-자동차-2681daa8bc,일반주식,지수기반,normalized_master
KRX-은행-d6e0367ea4,KRX 은행,KRX-은행-d6e0367ea4,일반주식,지수기반,normalized_master
KRX-반도체-b2bad5eb0b,KRX 반도체,KRX-반도체-b2bad5eb0b,테마,반도체,normalized_master
HANG-SENG-CHINA-H-b831ff789b,Hang Seng China H,HANG-SENG-CHINA-H-b831ff789b,일반주식,지수기반,normalized_master
KRX-100-c6e9fb3414,KRX 100,KRX-100-c6e9fb3414,일반주식,지수기반,normalized_master
TOPIX100-235872fb78,TOPIX100,TOPIX100-235872fb78,일반주식,지수기반,normalized_master
코스피-200-dbc8ccb693,코스피 200,코스피-200-dbc8ccb693,일반주식,지수기반,normalized_master
삼성그룹-b175f6f40a,삼성그룹,삼성그룹-b175f6f40a,일반주식,지수기반,normalized_master
KRX-기계장비-359943892f,KRX 기계장비,KRX-기계장비-359943892f,일반주식,지수기반,normalized_master
KRX-증권-426fa08f9b,KRX 증권,KRX-증권-426fa08f9b,일반주식,지수기반,normalized_master
MKF-블루칩-2f4133680f,MKF 블루칩,MKF-블루칩-2f4133680f,일반주식,지수기반,normalized_master
MKF-웰스-고배당20-b2ab727353,MKF 웰스 고배당20,MKF-웰스-고배당20-b2ab727353,배당·주주환원,고배당,normalized_master
BNY-LATIN-AMERICA-35-ADR-8ef8e4bad0,BNY Latin America 35 ADR,BNY-LATIN-AMERICA-35-ADR-8ef8e4bad0,일반주식,지수기반,normalized_master
코스피-200-dbc8ccb693,코스피 200,코스피-200-dbc8ccb693,일반주식,지수기반,normalized_master
MKF-5대그룹주-274b963d16,MKF 5대그룹주,MKF-5대그룹주-274b963d16,일반주식,지수기반,normalized_master
MKF-SAMS-SW-68261cc371,MKF SAMs SW,MKF-SAMS-SW-68261cc371,일반주식,지수기반,normalized_master
코스피-200-dbc8ccb693,코스피 200,코스피-200-dbc8ccb693,일반주식,지수기반,normalized_master
KTB-INDEX-시장가격-32d697a66e,KTB INDEX(시장가격),KTB-INDEX-시장가격-32d697a66e,채권,국채/미확인만기/미확인등급,normalized_master
MKF-국고채지수-총수익-be4b2784fd,MKF 국고채지수(총수익),MKF-국고채지수-총수익-be4b2784fd,채권,국채/미확인만기/미확인등급,normalized_master
KTB-INDEX-시장가격-32d697a66e,KTB INDEX(시장가격),KTB-INDEX-시장가격-32d697a66e,채권,국채/미확인만기/미확인등급,normalized_master
KTB-INDEX-시장가격-32d697a66e,KTB INDEX(시장가격),KTB-INDEX-시장가격-32d697a66e,채권,국채/미확인만기/미확인등급,normalized_master
코스피-200-선물지수-d875072771,코스피 200 선물지수,코스피-200-선물지수-d875072771,일반주식,지수기반,normalized_master
KTB-INDEX-시장가격-32d697a66e,KTB INDEX(시장가격),KTB-INDEX-시장가격-32d697a66e,채권,국채/미확인만기/미확인등급,normalized_master
KRX-에너지화학-24d0a3e9fc,KRX 에너지화학,KRX-에너지화학-24d0a3e9fc,일반주식,지수기반,normalized_master
KRX-철강-e4d0d0226b,KRX 철강,KRX-철강-e4d0d0226b,일반주식,지수기반,normalized_master
HANG-SENG-CHINA-HONG-KONG-LISTED-30-INDEX-a62a72800e,Hang Seng China (Hong Kong-listed) 30 Index,HANG-SENG-CHINA-HONG-KONG-LISTED-30-INDEX-a62a72800e,일반주식,지수기반,normalized_master
KRX-건설-09b3e5edd7,KRX 건설,KRX-건설-09b3e5edd7,일반주식,지수기반,normalized_master
코스피-50-483e494eb8,코스피 50,코스피-50-483e494eb8,일반주식,지수기반,normalized_master
MK-통안채지수-총수익-5505259308,MK 통안채지수(총수익),MK-통안채지수-총수익-5505259308,금리,초단기 금리,normalized_master
코스피-200-dbc8ccb693,코스피 200,코스피-200-dbc8ccb693,일반주식,지수기반,normalized_master
코스피-200-선물지수-d875072771,코스피 200 선물지수,코스피-200-선물지수-d875072771,일반주식,지수기반,normalized_master
코스피-200-dbc8ccb693,코스피 200,코스피-200-dbc8ccb693,일반주식,지수기반,normalized_master
S-P-GSCI-CRUDE-OIL-ENHANCED-INDEX-ER-2b97916f40,S&P GSCI Crude Oil Enhanced Index ER,S-P-GSCI-CRUDE-OIL-ENHANCED-INDEX-ER-2b97916f40,원자재,원유,normalized_master
MK-머니마켓-지수-총수익-0eb7cc88f4,MK 머니마켓 지수(총수익),MK-머니마켓-지수-총수익-0eb7cc88f4,금리,MMF·머니마켓,normalized_master
MKF-SAMS-EW-지수-f4c54311ec,MKF SAMs EW 지수,MKF-SAMS-EW-지수-f4c54311ec,일반주식,지수기반,normalized_master
S-P-GSCI-GOLD-INDEX-TR-ec8148d670,S&P GSCI Gold Index(TR),S-P-GSCI-GOLD-INDEX-TR-ec8148d670,원자재,금,normalized_master
NASDAQ-100-a3293b2356,NASDAQ 100,NASDAQ-100-a3293b2356,대표지수,NASDAQ100,normalized_master
KOBI-크레딧-지수-총수익-4cbc6ec63f,KOBI 크레딧 지수(총수익),KOBI-크레딧-지수-총수익-4cbc6ec63f,채권,회사채/중기/미확인등급,normalized_master
S-P-GSCI-AGRICULTURE-ENHANCED-INDEX-ER-f8484e31c3,S&P GSCI Agriculture Enhanced Index(ER),S-P-GSCI-AGRICULTURE-ENHANCED-INDEX-ER-f8484e31c3,원자재,복합원자재,normalized_master
미국달러선물지수-ba7a0fa3a7,미국달러선물지수,미국달러선물지수-ba7a0fa3a7,통화,달러,normalized_master
MKF-SAMS-FW-f857c3d271,MKF SAMs FW,MKF-SAMS-FW-f857c3d271,일반주식,지수기반,normalized_master
MKF-LG그룹-FW-23e4682209,MKF LG그룹+ FW,MKF-LG그룹-FW-23e4682209,일반주식,지수기반,normalized_master
MKF-현대차그룹-FW-74b521dd38,MKF 현대차그룹+ FW,MKF-현대차그룹-FW-74b521dd38,일반주식,지수기반,normalized_master
S-P-GSCI-NORTH-AMERICAN-COPPER-INDEX-TR-b669d92793,S&P GSCI North American Copper Index(TR),S-P-GSCI-NORTH-AMERICAN-COPPER-INDEX-TR-b669d92793,원자재,구리,normalized_master
S-P-GSCI-SOYBEANS-INDEX-TR-062bd933a4,S&P GSCI Soybeans Index(TR),S-P-GSCI-SOYBEANS-INDEX-TR-062bd933a4,원자재,복합원자재,normalized_master
코스피-200-건설-811d19b187,코스피 200 건설,코스피-200-건설-811d19b187,일반주식,지수기반,normalized_master
코스피-200-중공업-7659c4f861,코스피 200 중공업,코스피-200-중공업-7659c4f861,일반주식,지수기반,normalized_master
코스피-200-철강-소재-8bb3361f40,코스피 200 철강/소재,코스피-200-철강-소재-8bb3361f40,일반주식,지수기반,normalized_master
코스피-200-에너지-화학-ff121fdaa7,코스피 200 에너지/화학,코스피-200-에너지-화학-ff121fdaa7,일반주식,지수기반,normalized_master
코스피-200-정보기술-29c1abbf04,코스피 200 정보기술,코스피-200-정보기술-29c1abbf04,일반주식,지수기반,normalized_master
코스피-200-금융-69e5a582b8,코스피 200 금융,코스피-200-금융-69e5a582b8,일반주식,지수기반,normalized_master
코스피-200-경기방어소비재-d7cb94cb52,코스피 200 경기방어소비재,코스피-200-경기방어소비재-d7cb94cb52,일반주식,지수기반,normalized_master
코스피-200-경기소비재-9ae5607680,코스피 200 경기소비재,코스피-200-경기소비재-9ae5607680,일반주식,지수기반,normalized_master
S-P-GSCI-PRECIOUS-METALS-INDEX-TR-cd3aaf7983,S&P GSCI Precious Metals Index(TR),S-P-GSCI-PRECIOUS-METALS-INDEX-TR-cd3aaf7983,원자재,복합원자재,normalized_master
미국달러선물지수-ba7a0fa3a7,미국달러선물지수,미국달러선물지수-ba7a0fa3a7,통화,달러,normalized_master
MKF-수출주-지수-83d8d2864d,MKF 수출주 지수,MKF-수출주-지수-83d8d2864d,일반주식,지수기반,normalized_master
MKF-우량업종대표주-지수-ca0fe1d7dd,MKF 우량업종대표주 지수,MKF-우량업종대표주-지수-ca0fe1d7dd,일반주식,지수기반,normalized_master
KRX-보험-37821de1fc,KRX 보험,KRX-보험-37821de1fc,일반주식,지수기반,normalized_master
KRX-운송-6ea95f23a2,KRX 운송,KRX-운송-6ea95f23a2,일반주식,지수기반,normalized_master
코스피-100-2d8fb65375,코스피 100,코스피-100-2d8fb65375,일반주식,지수기반,normalized_master
SP500,S&P 500 Futures Index(ER),SP500,대표지수,S&P500,normalized_master
KRX-헬스케어-016a2e2510,KRX 헬스케어,KRX-헬스케어-016a2e2510,일반주식,지수기반,normalized_master
S-P-GSCI-SILVER-INDEX-TR-4682f1b58e,S&P GSCI Silver Index(TR),S-P-GSCI-SILVER-INDEX-TR-4682f1b58e,원자재,은,normalized_master
코스피-200-선물지수-d875072771,코스피 200 선물지수,코스피-200-선물지수-d875072771,일반주식,지수기반,normalized_master
FNGUIDE-RAFI-코리아200-지수-fdbe2450e2,FnGuide-RAFI 코리아200 지수,FNGUIDE-RAFI-코리아200-지수-fdbe2450e2,일반주식,지수기반,normalized_master
FNGUIDE-모멘텀-지수-b0585e5eaf,FnGuide 모멘텀 지수,FNGUIDE-모멘텀-지수-b0585e5eaf,일반주식,지수기반,normalized_master
코스피-200-dbc8ccb693,코스피 200,코스피-200-dbc8ccb693,일반주식,지수기반,normalized_master
KIS-10년-국고채-지수-총수익-0999669c02,KIS 10년 국고채 지수 (총수익),KIS-10년-국고채-지수-총수익-0999669c02,채권,국채/중기/미확인등급,normalized_master
FNGUIDE-중국내수테마-지수-fc83359c1a,FnGuide 중국내수테마 지수,FNGUIDE-중국내수테마-지수-fc83359c1a,일반주식,지수기반,normalized_master
코스피-200-dbc8ccb693,코스피 200,코스피-200-dbc8ccb693,일반주식,지수기반,normalized_master
10년국채선물지수-c9626fd131,10년국채선물지수,10년국채선물지수-c9626fd131,채권,국채/중기/미확인등급,normalized_master
코스피-200-dbc8ccb693,코스피 200,코스피-200-dbc8ccb693,일반주식,지수기반,normalized_master
코스피-200-dbc8ccb693,코스피 200,코스피-200-dbc8ccb693,일반주식,지수기반,normalized_master
KRW-CASH-지수-총수익-44bc5afb36,KRW Cash 지수(총수익),KRW-CASH-지수-총수익-44bc5afb36,채권,채권/초단기/미확인등급,normalized_master
코스피-100-2d8fb65375,코스피 100,코스피-100-2d8fb65375,일반주식,지수기반,normalized_master
MSCI-KOREA-INDEX-f773a34edd,MSCI Korea Index,MSCI-KOREA-INDEX-f773a34edd,일반주식,지수기반,normalized_master
KIS-MSB-6M-총수익-21cdef9b34,KIS MSB 6M(총수익),KIS-MSB-6M-총수익-21cdef9b34,금리,초단기 금리,normalized_master
FNGUIDE-소프트웨어-지수-1e5f3f04a2,FnGuide 소프트웨어 지수,FNGUIDE-소프트웨어-지수-1e5f3f04a2,일반주식,지수기반,normalized_master
FNGUIDE-증권-지수-ac514bdbeb,FnGuide 증권 지수,FNGUIDE-증권-지수-ac514bdbeb,일반주식,지수기반,normalized_master
코스피-100-2d8fb65375,코스피 100,코스피-100-2d8fb65375,일반주식,지수기반,normalized_master
S-P-GSCI-CASH-COPPER-INDEX-46d0204b59,S&P GSCI Cash Copper Index,S-P-GSCI-CASH-COPPER-INDEX-46d0204b59,원자재,구리,normalized_master
FNGUIDE-배당주-지수-a62c983c9c,FnGuide 배당주 지수,FNGUIDE-배당주-지수-a62c983c9c,배당·주주환원,고배당,normalized_master
코스피-200-커버드콜-5-OTM-a1887ae08d,코스피 200 커버드콜 5% OTM,코스피-200-커버드콜-5-OTM-a1887ae08d,일반주식,지수기반,normalized_master
KIS-10년-국고채-지수-총수익-0999669c02,KIS 10년 국고채 지수 (총수익),KIS-10년-국고채-지수-총수익-0999669c02,채권,국채/중기/미확인등급,normalized_master
CSI-300-INDEX-9289d4b457,CSI 300 Index,CSI-300-INDEX-9289d4b457,일반주식,지수기반,normalized_master
FTSE-CHINA-A50-INDEX-13684ea617,FTSE China A50 Index,FTSE-CHINA-A50-INDEX-13684ea617,일반주식,지수기반,normalized_master
FNGUIDE-LOW-VOL-지수-cb86d6f745,FnGuide Low Vol 지수,FNGUIDE-LOW-VOL-지수-cb86d6f745,일반주식,지수기반,normalized_master
CSI-A100-751d96934e,CSI A100,CSI-A100-751d96934e,규모,규모주,normalized_master
10년국채선물지수-c9626fd131,10년국채선물지수,10년국채선물지수-c9626fd131,채권,국채/중기/미확인등급,normalized_master
DOW-JONES-U-S-REAL-ESTATE-INDEX-c620fce30a,Dow Jones U.S. Real Estate Index,DOW-JONES-U-S-REAL-ESTATE-INDEX-c620fce30a,일반주식,지수기반,normalized_master
MSCI-US-REIT-INDEX-2014a7dcf3,MSCI US REIT Index,MSCI-US-REIT-INDEX-2014a7dcf3,일반주식,지수기반,normalized_master
IBOXX-USD-LIQUID-HIGH-YIELD-0-5-YEAR-INDEX-c14459171d,iBoxx USD Liquid High Yield 0-5 year Index,IBOXX-USD-LIQUID-HIGH-YIELD-0-5-YEAR-INDEX-c14459171d,채권,회사채/초단기/고수익,normalized_master
코스피-200-KTB-혼합지수-3a7784c2e2,코스피 200 KTB 혼합지수,코스피-200-KTB-혼합지수-3a7784c2e2,혼합자산,자산배분,normalized_master
주식국채혼합-주식형-지수-31fe0886e9,주식국채혼합(주식형)지수,주식국채혼합-주식형-지수-31fe0886e9,혼합자산,자산배분,normalized_master
S-P-BIOTECHNOLOGY-SELECT-INDUSTRY-INDEX-5fea1b917c,S&P Biotechnology Select Industry Index,S-P-BIOTECHNOLOGY-SELECT-INDUSTRY-INDEX-5fea1b917c,일반주식,지수기반,normalized_master
ACWI,MSCI ACWI Index,ACWI,일반주식,지수기반,normalized_master
KIS-MSB-단기지수-총수익-53c6b56c81,KIS MSB 단기지수(총수익),KIS-MSB-단기지수-총수익-53c6b56c81,금리,초단기 금리,normalized_master
CSI-300-INDEX-9289d4b457,CSI 300 Index,CSI-300-INDEX-9289d4b457,일반주식,지수기반,normalized_master
코스피-200-고배당지수-a16f968134,코스피 200 고배당지수,코스피-200-고배당지수-a16f968134,배당·주주환원,고배당,normalized_master
TOPIX-e5ceda668b,TOPIX,TOPIX-e5ceda668b,일반주식,지수기반,normalized_master
EURO-STOXX-50-INDEX-86f603fbbb,EURO STOXX 50 Index,EURO-STOXX-50-INDEX-86f603fbbb,일반주식,지수기반,normalized_master
MSCI-EAFE-INDEX-7dc51ea31e,MSCI EAFE Index,MSCI-EAFE-INDEX-7dc51ea31e,일반주식,지수기반,normalized_master
MSCI-EM-INDEX-81d622e4b1,MSCI EM Index,MSCI-EM-INDEX-81d622e4b1,일반주식,지수기반,normalized_master
TOPIX-e5ceda668b,TOPIX,TOPIX-e5ceda668b,일반주식,지수기반,normalized_master
KIS-통안채-5개월-지수-총수익-9fb620ab3c,KIS 통안채 5개월 지수(총수익),KIS-통안채-5개월-지수-총수익-9fb620ab3c,금리,초단기 금리,normalized_master
S-P-SELECT-SECTOR-INDUSTRIAL-INDEX-d2f28410a5,S&P Select Sector Industrial Index,S-P-SELECT-SECTOR-INDUSTRIAL-INDEX-d2f28410a5,대표지수,S&P500,normalized_master
NIFTY-50-INDEX-a30f8a2c90,Nifty 50 Index,NIFTY-50-INDEX-a30f8a2c90,일반주식,지수기반,normalized_master
NASDAQ-BIOTECHNOLOGY-지수-시장가격지수-da29bddc69,NASDAQ Biotechnology 지수(시장가격지수),NASDAQ-BIOTECHNOLOGY-지수-시장가격지수-da29bddc69,일반주식,지수기반,normalized_master
HANG-SENG-CHINA-H-b831ff789b,Hang Seng China H,HANG-SENG-CHINA-H-b831ff789b,일반주식,지수기반,normalized_master
CSI-300-INDEX-9289d4b457,CSI 300 Index,CSI-300-INDEX-9289d4b457,일반주식,지수기반,normalized_master
TOPIX-e5ceda668b,TOPIX,TOPIX-e5ceda668b,일반주식,지수기반,normalized_master
코스피-고배당-50-bb450f4045,코스피 고배당 50,코스피-고배당-50-bb450f4045,배당·주주환원,고배당,normalized_master
코스피-배당성장-50-6d582bd115,코스피 배당성장 50,코스피-배당성장-50-6d582bd115,배당·주주환원,고배당,normalized_master
코스피-배당성장-50-6d582bd115,코스피 배당성장 50,코스피-배당성장-50-6d582bd115,배당·주주환원,고배당,normalized_master
WISE-삼성그룹-밸류-인덱스-4e4cd1d633,WISE 삼성그룹 밸류 인덱스,WISE-삼성그룹-밸류-인덱스-4e4cd1d633,일반주식,지수기반,normalized_master
DOW-JONES-U-S-SELECT-DIVIDEND-INDEX-시장가격지수-0225e63514,Dow Jones U.S Select Dividend Index(시장가격지수),DOW-JONES-U-S-SELECT-DIVIDEND-INDEX-시장가격지수-0225e63514,배당·주주환원,고배당,normalized_master
KRW-CASH-PLUS-지수-총수익-de9663c0b0,KRW Cash PLUS 지수(총수익),KRW-CASH-PLUS-지수-총수익-de9663c0b0,채권,채권/초단기/미확인등급,normalized_master
S-P-KOREA-저변동성-지수-51f7f3ec3a,S&P Korea 저변동성 지수,S-P-KOREA-저변동성-지수-51f7f3ec3a,일반주식,지수기반,normalized_master
S-P-GSCI-CRUDE-OIL-INDEX-ER-dbbdf21b71,S&P GSCI Crude Oil Index ER,S-P-GSCI-CRUDE-OIL-INDEX-ER-dbbdf21b71,원자재,원유,normalized_master
CSI-300-INDEX-9289d4b457,CSI 300 Index,CSI-300-INDEX-9289d4b457,일반주식,지수기반,normalized_master
S-P-SELECT-SECTOR-ENERGY-INDEX-f38b7be3bd,S&P Select Sector Energy Index,S-P-SELECT-SECTOR-ENERGY-INDEX-f38b7be3bd,대표지수,S&P500,normalized_master
S-P-OIL-GAS-EXPLORATION-PRODUCTION-SELECT-IN-e13370368c,S&P Oil & Gas Exploration & Production Select Industry Index(PR),S-P-OIL-GAS-EXPLORATION-PRODUCTION-SELECT-IN-e13370368c,일반주식,지수기반,normalized_master
SP500,S&P 500 Futures Total Return Index,SP500,대표지수,S&P500,normalized_master
CSI-300-INDEX-9289d4b457,CSI 300 Index,CSI-300-INDEX-9289d4b457,일반주식,지수기반,normalized_master
CSI-500-지수-4efebb452b,CSI 500 지수,CSI-500-지수-4efebb452b,일반주식,지수기반,normalized_master
코스피-200-가치저변동성-8992674b27,코스피 200 가치저변동성,코스피-200-가치저변동성-8992674b27,일반주식,지수기반,normalized_master
SP500,S&P 500 Futures Total Return Index,SP500,대표지수,S&P500,normalized_master
SP500,S&P 500,SP500,대표지수,S&P500,normalized_master
EURO-STOXX-50-INDEX-86f603fbbb,EURO STOXX 50 Index,EURO-STOXX-50-INDEX-86f603fbbb,일반주식,지수기반,normalized_master
MSCI-EM-INDEX-81d622e4b1,MSCI EM Index,MSCI-EM-INDEX-81d622e4b1,일반주식,지수기반,normalized_master
S-P-GSCI-GOLD-INDEX-EXCESS-RETURN-ff6af344fb,S&P GSCI GOLD Index Excess Return,S-P-GSCI-GOLD-INDEX-EXCESS-RETURN-ff6af344fb,원자재,금,normalized_master
미국달러선물지수-ba7a0fa3a7,미국달러선물지수,미국달러선물지수-ba7a0fa3a7,통화,달러,normalized_master
FNGUIDE-성장소비주도-지수-de211cf015,FnGuide 성장소비주도 지수,FNGUIDE-성장소비주도-지수-de211cf015,일반주식,지수기반,normalized_master
코스피-aa7fe95c87,코스피,코스피-aa7fe95c87,일반주식,지수기반,normalized_master
코스피-200-중소형주지수-3ed34795f6,코스피 200 중소형주지수,코스피-200-중소형주지수-3ed34795f6,규모,규모주,normalized_master
코스피-200-헬스케어-5ca4950efa,코스피 200 헬스케어,코스피-200-헬스케어-5ca4950efa,일반주식,지수기반,normalized_master
코스피-200-산업재-91e2b44c57,코스피 200 산업재,코스피-200-산업재-91e2b44c57,일반주식,지수기반,normalized_master
코스피-200-생활소비재-71993d5927,코스피 200 생활소비재,코스피-200-생활소비재-71993d5927,일반주식,지수기반,normalized_master
FNGUIDE-퀄리티밸류-지수-423c70ca59,FnGuide 퀄리티밸류 지수,FNGUIDE-퀄리티밸류-지수-423c70ca59,일반주식,지수기반,normalized_master
코스피-aa7fe95c87,코스피,코스피-aa7fe95c87,일반주식,지수기반,normalized_master
WISE-화장품-지수-a5b1605bc4,WISE 화장품 지수,WISE-화장품-지수-a5b1605bc4,일반주식,지수기반,normalized_master
WISE-여행레저-지수-519b7eefc3,WISE 여행레저 지수,WISE-여행레저-지수-519b7eefc3,일반주식,지수기반,normalized_master
WISE-미디어컨텐츠-지수-17fc4178af,WISE 미디어컨텐츠 지수,WISE-미디어컨텐츠-지수-17fc4178af,일반주식,지수기반,normalized_master
KTOP-30-daa894a1cb,KTOP 30,KTOP-30-daa894a1cb,일반주식,지수기반,normalized_master
코스닥-150-645768490d,코스닥 150,코스닥-150-645768490d,일반주식,지수기반,normalized_master
KTOP-30-daa894a1cb,KTOP 30,KTOP-30-daa894a1cb,일반주식,지수기반,normalized_master
미국달러선물지수-ba7a0fa3a7,미국달러선물지수,미국달러선물지수-ba7a0fa3a7,통화,달러,normalized_master
코스닥-150-645768490d,코스닥 150,코스닥-150-645768490d,일반주식,지수기반,normalized_master
코스닥-150-645768490d,코스닥 150,코스닥-150-645768490d,일반주식,지수기반,normalized_master
코스닥-150-645768490d,코스닥 150,코스닥-150-645768490d,일반주식,지수기반,normalized_master
FNGUIDE-셀렉트-밸류-지수-3af658875d,FnGuide 셀렉트 밸류 지수,FNGUIDE-셀렉트-밸류-지수-3af658875d,일반주식,지수기반,normalized_master
NIFTY-50-INDEX-a30f8a2c90,Nifty 50 Index,NIFTY-50-INDEX-a30f8a2c90,일반주식,지수기반,normalized_master
코스피-100-2d8fb65375,코스피 100,코스피-100-2d8fb65375,일반주식,지수기반,normalized_master
배당성장채권혼합지수-81b06cd510,배당성장채권혼합지수,배당성장채권혼합지수-81b06cd510,혼합자산,자산배분,normalized_master
경기방어소비재-채권혼합-지수-5eb0a6388f,경기방어소비재 채권혼합 지수,경기방어소비재-채권혼합-지수-5eb0a6388f,혼합자산,자산배분,normalized_master
