ticker,standard_code,fund_name,fund_type,base_date,issuer
0184V0,K55373EU5008,현대UNICORNK바이오액티브증권상장지수투자신탁[주식],주식형,20260511,현대자산운용
0185L0,K553J1EU9150,타임폴리오TIME글로벌휴머노이드로봇산업액티브증권상장지수투자신탁(주식),주식형,20260518,타임폴리오자산운용
0186L0,K553N9ET5775,삼성액티브KoAct미국로봇피지컬AI액티브증권상장지수투자신탁[주식],주식형,20260424,삼성액티브자산운용
0186S0,K55102EU8786,하나1Q코스닥150채권혼합50액티브증권상장지수투자신탁[채권혼합],혼합채권형,20260427,하나자산운용
0189B0,K55301ET0066,미래에셋TIGER은액티브특별자산상장지수투자신탁(은-재간접형),특별자산,20260424,미래에셋자산운용
0189Z0,K55203ET6310,대신DAISHIN금융&amp;지주고배당증권상장지수투자신탁[주식],주식형,20260608,대신자산운용
0190C0,K55223ET9427,KBRISE현대차고정피지컬AI증권상장지수투자신탁(주식),주식형,20260511,케이비자산운용
0190G0,K55105EU6183,삼성KODEX반도체타겟위클리커버드콜증권상장지수투자신탁[주식-파생형],주식파생형,20260511,삼성자산운용
0190M0,K55206ES9643,키움KIWOOM미국AI테크하이베타증권상장지수투자신탁[주식],주식형,20260508,키움투자자산운용
0190Y0,K55301ER7782,미래에셋TIGER구글밸류체인증권상장지수투자신탁(주식),주식형,20260508,미래에셋자산운용
0191B0,K55303EV2413,마이다스MIDAS코스닥액티브증권상장지수투자신탁(주식),주식형,20260518,마이다스에셋자산운용
0191M0,K55216EV7079,DB마이티5월만기자동연장특수채(AAA)액티브증권상장지수투자신탁[채권],채권형,20260601,디비자산운용
0191S0,K55234ET9176,IBKIBK코스닥150증권상장지수투자신탁[주식],주식형,20260518,아이비케이자산운용
0191W0,K55232EV4365,NH-AmundiHANARO중기종합채권(A-이상)액티브증권상장지수투자신탁[채권],채권형,20260518,엔에이치아문디자산운용
0192L0,K55223ET8619,KBRISESK하이닉스단일종목레버리지증권상장지수투자신탁(주식-파생형),주식파생형,20260522,케이비자산운용
0192M0,K55223ET8601,KBRISE삼성전자단일종목레버리지증권상장지수투자신탁(주식-파생형),주식파생형,20260522,케이비자산운용
0192S0,K55210EU9643,신한SOL코스피200채권혼합50증권상장지수투자신탁[채권혼합],혼합채권형,20260518,신한자산운용
0192T0,K55210EU9981,신한SOL코스닥TOP10증권상장지수투자신탁[주식],주식형,20260518,신한자산운용
0192Z0,K55301EV0294,미래에셋TIGER중기종합채권(A-이상)액티브증권상장지수투자신탁(채권형),채권형,20260514,미래에셋자산운용
0193G0,K553N9EU7141,삼성액티브KoAct코스피액티브증권상장지수투자신탁[주식],주식형,20260518,삼성액티브자산운용
0193K0,K55213EV7817,한화PLUS삼성전자단일종목레버리지증권상장지수투자신탁(주식-파생형),주식파생형,20260526,한화자산운용
0193L0,K55213EV7429,한화PLUS삼성전자선물단일종목인버스2X증권상장지수투자신탁(주식-파생형),주식파생형,20260526,한화자산운용
0193M0,K55240EV4951,BNKBNK27-12특수채(AAA이상)액티브증권상장지수투자신탁(채권),채권형,20260612,비엔케이자산운용
0193T0,K55105EV6356,삼성KODEXSK하이닉스단일종목레버리지증권상장지수투자신탁[주식-파생형],주식파생형,20260526,삼성자산운용
0193W0,K55105EV6349,삼성KODEX삼성전자단일종목레버리지증권상장지수투자신탁[주식-파생형],주식파생형,20260526,삼성자산운용
0194M0,K55101EV7093,한국투자ACE삼성전자단일종목레버리지증권상장지수투자신탁(주식-파생형),주식파생형,20260522,한국투자신탁운용
0194N0,K55206EV7907,키움KIWOOM삼성전자선물단일종목레버리지증권상장지수투자신탁[주식-파생형],주식파생형,20260526,키움투자자산운용
0194R0,K55206EV7915,키움KIWOOMSK하이닉스선물단일종목레버리지증권상장지수투자신탁[주식-파생형],주식파생형,20260526,키움투자자산운용
0194T0,K55101EV7101,한국투자ACESK하이닉스단일종목레버리지증권상장지수투자신탁(주식-파생형),주식파생형,20260522,한국투자신탁운용
0195R0,K55301EV7505,미래에셋TIGER삼성전자단일종목레버리지증권상장지수투자신탁(주식-파생형),주식파생형,20260526,미래에셋자산운용
0195S0,K55301EV7497,미래에셋TIGERSK하이닉스단일종목레버리지증권상장지수투자신탁(주식-파생형),주식파생형,20260526,미래에셋자산운용
0197W0,K55210EV5947,신한SOLSK하이닉스단일종목레버리지증권상장지수투자신탁[주식-파생형],주식파생형,20260526,신한자산운용
0197X0,K55210EV5962,신한SOLSK하이닉스선물단일종목인버스2X증권상장지수투자신탁[주식-파생형],주식파생형,20260526,신한자산운용
0198A0,K55206EV2718,키움KIWOOM코스닥150커버드콜액티브증권상장지수투자신탁[주식-파생형],주식파생형,20260626,키움투자자산운용
0198B0,K55102EV7944,하나1Q삼성전자선물단일종목레버리지증권상장지수투자신탁[주식-파생형],주식파생형,20260522,하나자산운용
0198D0,K55102EV7951,하나1QSK하이닉스선물단일종목레버리지증권상장지수투자신탁[주식-파생형],주식파생형,20260522,하나자산운용
0199C0,K55101EV6285,한국투자ACE고배당주Plus커버드콜액티브증권상장지수투자신탁(주식-파생형),주식파생형,20260601,한국투자신탁운용
0203D0,K55213EL4469,한화PLUS200위클리커버드콜채권혼합증권상장지수투자신탁(채권혼합-파생형),혼합채권파생형,20260601,한화자산운용
0203R0,K55107EU9953,우리WON중단기종합채권(A-이상)액티브증권상장지수투자신탁(채권),채권형,20260529,우리자산운용
0203S0,K55107EV6271,우리WON삼성전자현대차채권혼합50증권상장지수투자신탁(채권혼합),혼합채권형,20260601,우리자산운용
0204D0,K55105EV4203,삼성KODEX현대차로보틱스밸류체인TOP3플러스증권상장지수투자신탁[주식],주식형,20260605,삼성자산운용
0204S0,K55301EU5260,미래에셋TIGER코스닥액티브증권상장지수투자신탁(주식),주식형,20260601,미래에셋자산운용
0206G0,K55102EV2721,하나1Q현대차기아채권혼합50증권상장지수투자신탁(채권혼합),혼합채권형,20260608,하나자산운용
0207G0,K55210EV7778,신한SOL우주항공밸류체인증권상장지수투자신탁[주식],주식형,20260615,신한자산운용
0207Z0,K55206EV4466,키움KIWOOM미국우주데이터센터인프라증권상장지수투자신탁[주식],주식형,20260612,키움투자자산운용
0208N0,K55234ES8492,IBKIBK코스피액티브증권상장지수투자신탁[주식],주식형,20260622,아이비케이자산운용
0209D0,K55105EW2453,삼성KODEX전고체배터리ESSTOP2플러스증권상장지수투자신탁[주식],주식형,20260622,삼성자산운용
0209Z0,K55101EU2731,한국투자ACE코리아AI전력TOP10증권상장지수투자신탁(주식),주식형,20260622,한국투자신탁운용
0210A0,K55101EW2275,한국투자ACEK반도체TOP2+증권상장지수투자신탁(주식),주식형,20260622,한국투자신탁운용
0210E0,K55213EW5851,한화PLUS200커버드콜액티브증권상장지수투자신탁(주식-파생형),주식파생형,20260622,한화자산운용
0214M0,K55303EX5786,마이다스MIDAS바이오헬스케어액티브증권상장지수투자신탁(주식),주식형,20260727,마이다스에셋자산운용
0215T0,K55232EW1147,NH-AmundiHANARO미국AI광통신TOP10증권상장지수투자신탁(주식),주식형,20260710,엔에이치아문디자산운용
0216K0,K55206EW2329,키움KIWOOM미국우주테크TOP2채권혼합50증권상장지수투자신탁[채권혼합],혼합채권형,20260706,키움투자자산운용
0216Z0,K55101EW2283,한국투자ACEK방산TOP5+증권상장지수투자신탁(주식),주식형,20260706,한국투자신탁운용
0218J0,K55223EW8028,KBRISE미국우주&amp;로봇TOP2미국채혼합50증권상장지수투자신탁(채권혼합-재간접형),재간접형,20260710,케이비자산운용
0218K0,K55240EV4936,BNKBNK스마트카증권상장지수투자신탁(주식),주식형,20260720,비엔케이자산운용
0219B0,K553N9EV4881,삼성액티브KoAct광통신&amp;위성네트워크액티브증권상장지수투자신탁[주식],주식형,20260713,삼성액티브자산운용
0219E0,K55105EX2080,삼성KODEX200커버드콜액티브증권상장지수투자신탁[주식-파생형],주식파생형,20260710,삼성자산운용
0219Z0,K55105EJ6188,삼성KODEX미국S&amp;P500액티브증권상장지수투자신탁[주식],주식형,20250417,삼성자산운용
0220A0,K55206EX4787,키움KIWOOM현대차그룹TOP3채권혼합50증권상장지수투자신탁[채권혼합],혼합채권형,20260713,키움투자자산운용
0220B0,K553F0EX3712,디에스DS코스닥액티브증권상장지수투자신탁[주식],주식형,20260713,디에스자산운용
0221V0,K55234EV3266,IBKIBK초단기채권액티브증권상장지수투자신탁[채권],채권형,20260720,아이비케이자산운용
0221Z0,K55101EW2317,한국투자ACEK바이오코스닥액티브증권상장지수투자신탁(주식),주식형,20260720,한국투자신탁운용
0222D0,K553N9EX6314,삼성액티브KoAct고배당액티브증권상장지수투자신탁[주식],주식형,20260727,삼성액티브자산운용
0222F0,K55216EX5527,DB마이티AI데이터센터밸류체인증권상장지수투자신탁[주식],주식형,20260803,디비자산운용
0223A0,K55223ET8569,KBRISE코스닥커버드콜액티브증권상장지수투자신탁(주식-파생형),주식파생형,20260727,케이비자산운용
0223R0,K55301ES8151,미래에셋TIGER미국테크NYSE100액티브증권상장지수투자신탁(주식),주식형,20260720,미래에셋자산운용
0224D0,K55206EX3003,키움KIWOOM미국CPU반도체TOP4+증권상장지수투자신탁[주식],주식형,20260727,키움투자자산운용
0224X0,K55102EX2018,하나1Q엔비디아알파벳미국채혼합50증권상장지수투자신탁[채권혼합],혼합채권형,20260724,하나자산운용
0225V0,K55105EX4193,삼성KODEX미국CPU반도체TOP10증권상장지수투자신탁[주식],주식형,20260731,삼성자산운용
0226A0,K55213EW8111,한화PLUSSK하이닉스샌디스크채권혼합50증권상장지수투자신탁(채권혼합),혼합채권형,20260731,한화자산운용
0226D0,K55104EX3725,브이아이FOCUS금융반도체지주채권혼합50액티브증권상장지수투자신탁[채권혼합],혼합채권형,20260810,브이아이자산운용
0226G0,K55107EX7947,우리WON피지컬AITOP2플러스액티브증권상장지수투자신탁(주식),주식형,20260803,우리자산운용
0227K0,K55223EX7284,KBRISE미국우주위성통신증권상장지수투자신탁(주식),주식형,20260807,케이비자산운용
0228G0,K55101EY1762,한국투자ACE반도체Plus전략산업증권상장지수투자신탁(주식),주식형,20260810,한국투자신탁운용
0233A0,K55101EY7603,한국투자ACE삼성전자SK하이닉스플러스채권혼합50증권상장지수투자신탁(채권혼합),혼합채권형,20260824,한국투자신탁운용
0233J0,K55301EW2661,미래에셋TIGER삼성전자SK하이닉스미국채혼합50증권상장지수투자신탁(채권혼합),혼합채권형,20260824,미래에셋자산운용
0233N0,K55223EX9892,KBRISE글로벌AI낸드메모리반도체증권상장지수투자신탁(주식),주식형,20260828,케이비자산운용
069500,KR5105352888,삼성KODEX200증권상장지수투자신탁[주식],주식형,20021011,삼성자산운용
069660,K55206C46472,키움KIWOOM200TotalReturn증권상장지수투자신탁[주식],주식형,20180420,키움투자자산운용
091160,KR5105578185,삼성KODEX반도체증권상장지수투자신탁[주식],주식형,20060626,삼성자산운용
091170,KR5105578193,삼성KODEX은행증권상장지수투자신탁[주식],주식형,20060626,삼성자산운용
091180,KR5105578177,삼성KODEX자동차증권상장지수투자신탁[주식],주식형,20060626,삼성자산운용
091220,KR5225578248,미래에셋TIGER은행증권상장지수투자신탁(주식),주식형,20060626,미래에셋자산운용
091230,KR5225578230,미래에셋TIGER반도체증권상장지수투자신탁(주식),주식형,20060626,미래에셋자산운용
099140,KR5105745933,삼성KODEX차이나H증권상장지수투자신탁[주식],주식형,20071009,삼성자산운용
100910,KR5206773776,키움KIWOOMKRX100상장지수증권투자신탁[주식],주식형,20080122,키움투자자산운용
101280,KR5105797835,삼성KODEX일본TOPIX100증권상장지수투자신탁[주식],주식형,20080219,삼성자산운용
102110,KR5225812712,미래에셋TIGER200증권상장지수투자신탁(주식),주식형,20080402,미래에셋자산운용
102780,KR5105AY4057,삼성KODEX삼성그룹밸류증권상장지수투자신탁[주식],주식형,20150107,삼성자산운용
102960,KR5105837854,삼성KODEX기계장비증권상장지수투자신탁[주식],주식형,20080528,삼성자산운용
102970,KR5105837847,삼성KODEX증권주증권상장지수투자신탁[주식],주식형,20080528,삼성자산운용
104520,KR5206853859,키움KIWOOM블루칩상장지수증권투자신탁[주식],주식형,20080728,키움투자자산운용
104530,K55210EN5491,신한SOL코리아고배당증권상장지수투자신탁[주식],주식형,20250922,신한자산운용
105190,KR5101877748,한국투자ACE200증권상장지수투자신탁(주식),주식형,20080910,한국투자신탁운용
105780,KR5223884903,KBRISE5대그룹주증권상장지수투자신탁(주식),주식형,20081021,케이비자산운용
108590,KR5307905228,유리TREX200증권상장지수투자신탁[주식],주식형,20090122,유리자산운용
114100,KR5223149026,KBRISE국고채3년증권상장지수투자신탁(채권),채권형,20090728,케이비자산운용
114260,KR5105149383,삼성KODEX국고채3년증권상장지수투자신탁[채권],채권형,20090728,삼성자산운용
114800,KR5105152130,삼성KODEX인버스증권상장지수투자신탁[주식-파생형],주식파생형,20090914,삼성자산운용
117460,KR5105166692,삼성KODEX에너지화학증권상장지수투자신탁[주식],주식형,20091009,삼성자산운용
117680,KR5105171510,삼성KODEX철강증권상장지수투자신탁[주식],주식형,20091029,삼성자산운용
117700,KR5105171502,삼성KODEX건설증권상장지수투자신탁[주식],주식형,20091029,삼성자산운용
122090,KR5213185071,한화PLUS코스피50증권상장지수투자신탁(주식),주식형,20100106,한화자산운용
122630,KR5105191153,삼성KODEX레버리지증권상장지수투자신탁[주식-파생형],주식파생형,20100217,삼성자산운용
123310,KR5225220130,미래에셋TIGER인버스증권상장지수투자신탁(주식-파생형),주식파생형,20100326,미래에셋자산운용
123320,KR5225220155,미래에셋TIGER레버리지증권상장지수투자신탁[주식-파생형],주식파생형,20100408,미래에셋자산운용
130730,KR5206287710,키움KIWOOM단기자금증권상장지수투자신탁[채권],채권형,20100728,키움투자자산운용
132030,KR5105705846,삼성KODEX골드선물특별자산상장지수투자신탁[금-파생형](H),특별자산파생,20100929,삼성자산운용
133690,KR5225652084,미래에셋TIGER미국나스닥100증권상장지수투자신탁(주식),주식형,20101015,미래에셋자산운용
136340,KR5223970371,KBRISE중기우량회사채증권상장지수투자신탁(채권),채권형,20110411,케이비자산운용
138230,K55206B56275,키움KIWOOM미국달러선물레버리지특별자산상장지수투자신탁[미국달러-파생형],특별자산파생,20150805,키움투자자산운용
138520,KR5225A01840,미래에셋TIGER삼성그룹증권상장지수투자신탁(주식),주식형,20110304,미래에셋자산운용
138910,KR5105A08898,삼성KODEX구리선물특별자산상장지수투자신탁[구리-파생형](H),특별자산파생,20110311,삼성자산운용
138920,KR5105A08930,삼성KODEX콩선물특별자산상장지수투자신탁[콩-파생형](H),특별자산파생,20110311,삼성자산운용
139220,KR5225A18018,미래에셋TIGER200건설증권상장지수투자신탁(주식),주식형,20110405,미래에셋자산운용
139230,KR5225A18083,미래에셋TIGER200중공업증권상장지수투자신탁(주식),주식형,20110405,미래에셋자산운용
139240,KR5225A18091,미래에셋TIGER200철강소재증권상장지수투자신탁(주식),주식형,20110405,미래에셋자산운용
139250,KR5225A18042,미래에셋TIGER200에너지화학증권상장지수투자신탁(주식),주식형,20110405,미래에셋자산운용
139260,KR5225A18067,미래에셋TIGER200IT증권상장지수투자신탁(주식),주식형,20110405,미래에셋자산운용
139270,KR5225A18034,미래에셋TIGER200금융증권상장지수투자신탁(주식),주식형,20110405,미래에셋자산운용
139280,KR5225A18109,미래에셋TIGER경기방어증권상장지수투자신탁(주식),주식형,20110405,미래에셋자산운용
139290,KR5225A18026,미래에셋TIGER200경기소비재증권상장지수투자신탁(주식),주식형,20110405,미래에셋자산운용
139320,KR5225A17119,미래에셋TIGER금은선물특별자산상장지수투자신탁(금속-파생형)(H),특별자산파생,20110407,미래에셋자산운용
139660,K55206B83279,키움KIWOOM미국달러선물인버스2X특별자산상장지수투자신탁[미국달러-파생형],특별자산파생,20151111,키움투자자산운용
140570,KR5223A20043,KBRISE수출주증권상장지수투자신탁(주식),주식형,20110414,케이비자산운용
140580,KR5223A20027,KBRISE우량업종대표주증권상장지수투자신탁(주식),주식형,20110414,케이비자산운용
140700,KR5105A23640,삼성KODEX보험증권상장지수투자신탁[주식],주식형,20110425,삼성자산운용
140710,KR5105A23632,삼성KODEX운송증권상장지수투자신탁[주식],주식형,20110425,삼성자산운용
143860,KR5225A46670,미래에셋TIGER헬스케어증권상장지수투자신탁(주식),주식형,20110715,미래에셋자산운용
144600,KR5105A43069,삼성KODEX은선물특별자산상장지수투자신탁(은-파생형)(H),특별자산파생,20110714,삼성자산운용
145670,KR5101A59767,한국투자ACE인버스증권상장지수투자신탁(주식-파생형),주식파생형,20110907,한국투자신탁운용
145850,KR5307A60883,유리TREX펀더멘탈200증권상장지수투자신탁[주식],주식형,20110922,유리자산운용
147970,KR5225A65191,미래에셋TIGER모멘텀증권상장지수투자신탁[주식],주식형,20111025,미래에셋자산운용
148020,KR5223A66905,KBRISE200증권상장지수투자신탁(주식),주식형,20111019,케이비자산운용
150460,KR5225A75083,미래에셋TIGER중국소비테마증권상장지수투자신탁[주식],주식형,20111215,미래에셋자산운용
152100,KR5213A73001,한화PLUS200증권상장지수투자신탁(주식),주식형,20120109,한화자산운용
152500,KR5101A62068,한국투자ACE레버리지증권상장지수투자신탁(주식-파생형),주식파생형,20120125,한국투자신탁운용
153130,KR5105A84337,삼성KODEX단기채권증권상장지수투자신탁[채권],채권형,20120221,삼성자산운용
156080,KR5105AA2075,삼성KODEX MSCI KOREA증권상장지수투자신탁[주식],주식형,20120427,삼성자산운용
157450,KR5301AA4834,미래에셋TIGER단기통안채증권상장지수투자신탁(채권),채권형,20120515,미래에셋자산운용
157490,KR5301AA1269,미래에셋TIGER소프트웨어증권상장지수투자신탁(주식),주식형,20120515,미래에셋자산운용
157500,KR5301AA1251,미래에셋TIGER증권증권상장지수투자신탁(주식),주식형,20120515,미래에셋자산운용
160580,KR5301AB9295,미래에셋TIGER구리실물특별자산상장지수투자신탁(금속),특별자산,20121214,미래에셋자산운용
161510,KR5213AC3237,한화PLUS고배당주증권상장지수투자신탁(주식),주식형,20120828,한화자산운용
166400,KR5301AC6688,미래에셋TIGER200커버드콜OTM증권상장지수투자신탁(주식-파생형),주식파생형,20121024,미래에셋자산운용
168580,KR5101AD5756,한국투자ACE중국본토CSI300증권자상장지수투자신탁(주식-파생형),주식파생형,20121121,한국투자신탁운용
174350,KR5301AH8119,미래에셋TIGER로우볼증권상장지수투자신탁(주식),주식형,20130619,미래에셋자산운용
174360,KR5223AI2538,KBRISE중국본토대형주CSI100증권상장지수자투자신탁(주식),주식형,20130529,케이비자산운용
181480,KR5101AJ9786,한국투자ACE미국부동산리츠부동산상장지수투자신탁(파생형)(합성 H),부동산파생형,20130730,한국투자신탁운용
183700,KR5223AL4166,KBRISE200채권혼합50증권상장지수투자신탁(채권혼합),혼합채권형,20131016,케이비자산운용
183710,KR5223AL4158,KBRISE주식혼합증권상장지수투자신탁(주식혼합),혼합주식형,20131016,케이비자산운용
189400,KR5213AL1578,한화PLUS글로벌MSCI증권상장지수투자신탁(주식-파생형)(합성H),주식파생형,20131206,한화자산운용
192090,KR5301AL9756,미래에셋TIGER차이나CSI300증권상장지수자투자신탁(주식-파생형),주식파생형,20140127,미래에셋자산운용
192720,KR5207AN0410,교보악사파워고배당저변동성증권상장지수투자신탁[주식],주식형,20140219,교보악사자산운용
195930,KR5301AR6038,미래에셋TIGER유로스탁스50증권상장지수투자신탁(주식-파생형)(합성H),주식파생형,20140429,미래에셋자산운용
195970,KR5213AR7124,한화PLUS선진국MSCI증권상장지수투자신탁(주식-파생형)(합성H),주식파생형,20140512,한화자산운용
195980,KR5213AR7165,한화PLUS신흥국MSCI증권상장지수투자신탁(주식-파생형)(합성H),주식파생형,20140512,한화자산운용
196230,KR5223AO8602,KBRISE단기통안채증권상장지수투자신탁(채권),채권형,20140514,케이비자산운용
200030,KR5105AS6399,삼성KODEX미국S&amp;P500산업재증권상장지수투자신탁[주식-파생형](합성),주식파생형,20140611,삼성자산운용
204450,KR5105AV0181,삼성KODEX차이나H레버리지증권상장지수투자신탁[주식-파생형](H),주식파생형,20140911,삼성자산운용
204480,KR5301AU9086,미래에셋TIGER차이나CSI300레버리지증권상장지수투자신탁(주식혼합-파생재간접형)(합성),재간접파생형,20140828,미래에셋자산운용
210780,KR5301AX7376,미래에셋TIGER코스피고배당증권상장지수투자신탁(주식),주식형,20141204,미래에셋자산운용
211560,KR5301AX7368,미래에셋TIGER배당성장증권상장지수투자신탁(주식),주식형,20141216,미래에셋자산운용
211900,KR5105AX7259,삼성KODEX코리아배당성장증권상장지수투자신탁[주식],주식형,20141216,삼성자산운용
213610,KR5105AY4057,삼성KODEX삼성그룹밸류증권상장지수투자신탁[주식],주식형,20150107,삼성자산운용
213630,KR5213AY7810,한화PLUS미국다우존스고배당주증권상장지수투자신탁(주식-파생형)(합성H),주식파생형,20150123,한화자산운용
214980,K55105B00244,삼성KODEX단기채권PLUS증권상장지수투자신탁[채권],채권형,20150302,삼성자산운용
215620,K55224B12636,흥국HKS&amp;P코리아로우볼증권상장지수투자신탁[주식],주식형,20150324,흥국자산운용
217780,K55301B17573,미래에셋TIGER차이나CSI300인버스증권상장지수투자신탁(채권혼합-파생형)(합성),혼합채권파생형,20150608,미래에셋자산운용
218420,K55105B19418,삼성KODEX미국S&amp;P500에너지증권상장지수투자신탁[주식-파생형](합성),주식파생형,20150427,삼성자산운용
219390,K55223B28170,KBRISE미국S&amp;P원유생산기업증권상장지수투자신탁(주식-파생형)(합성H),주식파생형,20150601,케이비자산운용
220130,K55210B21701,신한SOL차이나강소기업CSI500증권상장지수투자신탁(주식-파생형)(합성H),주식파생형,20150605,신한자산운용
223190,K55105B39242,삼성KODEX200가치저변동증권상장지수투자신탁[주식],주식형,20150625,삼성자산운용
225130,K55101B44423,한국투자ACE골드선물레버리지특별자산상장지수투자신탁(금-파생형)(합성H),특별자산파생,20150720,한국투자신탁운용
225800,K55206B56275,키움KIWOOM미국달러선물레버리지특별자산상장지수투자신탁[미국달러-파생형],특별자산파생,20150805,키움투자자산운용
226490,K55105B62905,삼성KODEX 코스피증권상장지수투자신탁[주식],주식형,20150821,삼성자산운용
226980,K55105B66492,삼성KODEX200중소형증권상장지수투자신탁[주식],주식형,20150831,삼성자산운용
227540,K55301B69897,미래에셋TIGER200헬스케어증권상장지수투자신탁(주식),주식형,20150922,미래에셋자산운용
227550,K55301B69905,미래에셋TIGER200산업재증권상장지수투자신탁(주식),주식형,20150922,미래에셋자산운용
227560,K55301B69913,미래에셋TIGER200생활소비재증권상장지수투자신탁(주식),주식형,20150922,미래에셋자산운용
227570,K55301B69921,미래에셋TIGER우량가치증권상장지수투자신탁(주식),주식형,20150922,미래에셋자산운용
227830,K55213B72955,한화PLUS코스피증권상장지수투자신탁(주식),주식형,20150922,한화자산운용
228790,K55301B73766,미래에셋TIGER화장품증권상장지수투자신탁(주식),주식형,20151006,미래에셋자산운용
228800,K55301B73758,미래에셋TIGER여행레저증권상장지수투자신탁(주식),주식형,20151006,미래에셋자산운용
228810,K55301B73741,미래에셋TIGER미디어컨텐츠증권상장지수투자신탁(주식),주식형,20151006,미래에셋자산운용
228820,K55301B73618,미래에셋TIGERKTOP30증권상장지수투자신탁(주식),주식형,20151013,미래에셋자산운용
229200,K55105B74603,삼성KODEX코스닥150증권상장지수투자신탁[주식],주식형,20150930,삼성자산운용
229720,K55105B76798,삼성KODEX KTOP30증권상장지수투자신탁[주식],주식형,20151013,삼성자산운용
230480,K55206B83279,키움KIWOOM미국달러선물인버스2X특별자산상장지수투자신탁[미국달러-파생형],특별자산파생,20151111,키움투자자산운용
232080,K55301B84235,미래에셋TIGER코스닥150증권상장지수투자신탁(주식),주식형,20151111,미래에셋자산운용
233160,K55301B88376,미래에셋TIGER코스닥150레버리지증권상장지수투자신탁(주식-파생형),주식파생형,20151215,미래에셋자산운용
233740,K55105B91912,삼성KODEX코스닥150레버리지증권상장지수투자신탁[주식-파생형],주식파생형,20151216,삼성자산운용
234310,K55223B91129,KBRISEV&amp;S셀렉트밸류증권상장지수투자신탁(주식),주식형,20160201,케이비자산운용
237350,K55105B98537,삼성KODEX코스피100증권상장지수투자신탁[주식],주식형,20160126,삼성자산운용
237370,K55105B99147,삼성KODEX코리아배당성장채권혼합증권상장지수투자신탁[채권혼합],혼합채권형,20160126,삼성자산운용
238670,K55213BA6478,한화PLUS스마트베타Quality채권혼합증권상장지수투자신탁(채권혼합-파생형),혼합채권파생형,20160223,한화자산운용
238720,K55101BA8230,한국투자ACE일본Nikkei225증권상장지수투자신탁(주식-파생형)(H),주식파생형,20160226,한국투자신탁운용
239660,K55213BB5131,한화PLUS우량회사채50증권상장지수투자신탁(채권),채권형,20160321,한화자산운용
241180,K55301BB3675,미래에셋TIGER일본니케이225증권상장지수투자신탁(주식-파생형),주식파생형,20160329,미래에셋자산운용
241390,K55223BB7382,KBRISEV&amp;S셀렉트밸류채권혼합증권상장지수투자신탁(채권혼합),혼합채권형,20160411,케이비자산운용
243880,K55301BD4689,미래에셋TIGER200IT레버리지증권상장지수투자신탁(주식-파생형),주식파생형,20160512,미래에셋자산운용
243890,K55301BD4697,미래에셋TIGER200에너지화학레버리지증권상장지수투자신탁(주식-파생형),주식파생형,20160512,미래에셋자산운용
244580,K55105BC9695,삼성KODEX바이오증권상장지수투자신탁[주식],주식형,20160512,삼성자산운용
244620,K55105BD0552,삼성KODEX모멘텀PLUS증권상장지수투자신탁[주식],주식형,20160512,삼성자산운용
244660,K55105BD0578,삼성KODEX퀄리티PLUS증권상장지수투자신탁[주식],주식형,20160512,삼성자산운용
244670,K55105BD0586,삼성KODEX밸류PLUS증권상장지수투자신탁[주식],주식형,20160512,삼성자산운용
245340,K55301BD8854,미래에셋TIGER미국다우존스30증권상장지수투자신탁(주식-파생형),주식파생형,20160629,미래에셋자산운용
245350,K55301BD8862,미래에셋TIGER유로스탁스배당30증권상장지수투자신탁(주식-파생형),주식파생형,20160629,미래에셋자산운용
245360,K55301BD8870,미래에셋TIGER차이나HSCEI증권상장지수투자신탁(주식-파생형),주식파생형,20160614,미래에셋자산운용
245710,K55101BE0852,한국투자ACE베트남VN30증권상장지수투자신탁(주식-파생형)(합성),주식파생형,20160628,한국투자신탁운용
250730,K55223BF0979,KBRISE차이나HSCEI증권상장지수투자신탁(주식)(H),주식형,20160804,케이비자산운용
251350,K55105BF7266,삼성KODEXMSCI선진국증권상장지수투자신탁[주식],주식형,20160808,삼성자산운용
251590,K55213BG0087,한화PLUS고배당저변동50증권상장지수투자신탁(주식),주식형,20160810,한화자산운용
251600,K55213BG0095,한화PLUS고배당주채권혼합증권상장지수투자신탁(채권혼합-파생형),혼합채권파생형,20160810,한화자산운용
252000,K55301BG7119,미래에셋TIGER200동일가중증권상장지수투자신탁(주식),주식형,20160919,미래에셋자산운용
252400,K55223BG9631,KBRISE200선물레버리지증권상장지수투자신탁(주식-파생형),주식파생형,20160908,케이비자산운용
252410,K55223BG9649,KBRISE200선물인버스증권상장지수투자신탁(주식-파생형),주식파생형,20160908,케이비자산운용
252420,K55223BH1595,KBRISE200선물인버스2X증권상장지수투자신탁(주식-파생형),주식파생형,20160921,케이비자산운용
252650,K55105BG6549,삼성KODEX200동일가중증권상장지수투자신탁[주식],주식형,20160919,삼성자산운용
252670,K55105BG8438,삼성KODEX200선물인버스2X증권상장지수투자신탁[주식-파생형],주식파생형,20160921,삼성자산운용
252710,K55301BH0360,미래에셋TIGER200선물인버스2X증권상장지수투자신탁(주식-파생형),주식파생형,20160921,미래에셋자산운용
253150,K55213BH1688,한화PLUS200선물레버리지증권상장지수투자신탁(주식-파생형),주식파생형,20160927,한화자산운용
253160,K55213BH1662,한화PLUS200선물인버스2X증권상장지수투자신탁(주식-파생형),주식파생형,20160920,한화자산운용
253230,K55206BG4575,키움KIWOOM200선물인버스2X증권상장지수투자신탁[주식-파생형],주식파생형,20160921,키움투자자산운용
