ticker,standard_code,fund_name,fund_type,base_date,issuer
253240,K55206BG4559,키움KIWOOM200선물인버스증권상장지수투자신탁[주식-파생형],주식파생형,20160909,키움투자자산운용
253250,K55206BG4567,키움KIWOOM200선물레버리지증권상장지수투자신탁[주식-파생형],주식파생형,20160909,키움투자자산운용
253280,K55223BH3559,KBRISE헬스케어증권상장지수투자신탁(주식),주식형,20160922,케이비자산운용
253290,K55223BH3617,KBRISE헬스케어채권혼합증권상장지수투자신탁(채권혼합),혼합채권형,20160922,케이비자산운용
256440,K55101BI4108,한국투자ACEMSCI인도네시아증권상장지수투자신탁(주식-파생형)(합성),주식파생형,20161027,한국투자신탁운용
256450,K55213BI7197,한화PLUS심천차이넥스트증권상장지수투자신탁(주식-파생형)(합성),주식파생형,20161107,한화자산운용
256750,K55105BI6737,삼성KODEX차이나심천ChiNext증권상장지수투자신탁[주식-파생형](합성),주식파생형,20161107,삼성자산운용
261060,K55301BJ7017,미래에셋TIGER코스닥150IT증권상장지수투자신탁(주식),주식형,20161214,미래에셋자산운용
261070,K55301BJ7009,미래에셋TIGER코스닥150바이오테크증권상장지수투자신탁(주식),주식형,20161214,미래에셋자산운용
261110,K55301BK2361,미래에셋TIGER미국달러선물레버리지특별자산상장지수투자신탁(달러-파생형),특별자산파생,20161223,미래에셋자산운용
261120,K55301BK2346,미래에셋TIGER미국달러선물인버스2X특별자산상장지수투자신탁(달러-파생형),특별자산파생,20161223,미래에셋자산운용
261140,K55301BJ4477,미래에셋TIGER우선주증권상장지수투자신탁(주식),주식형,20170105,미래에셋자산운용
261220,K55105BJ8567,삼성KODEX WTI원유선물특별자산상장지수투자신탁[원유-파생형](H),특별자산파생,20161223,삼성자산운용
261240,K55105BJ8583,삼성KODEX미국달러선물특별자산상장지수투자신탁[미국달러-파생형],특별자산파생,20161226,삼성자산운용
261250,K55105BJ8591,삼성KODEX미국달러선물레버리지특별자산상장지수투자신탁[미국달러-파생형],특별자산파생,20161226,삼성자산운용
261260,K55105BJ8617,삼성KODEX미국달러선물인버스2X특별자산상장지수투자신탁[미국달러-파생형],특별자산파생,20161226,삼성자산운용
261270,K55105BJ8609,삼성KODEX미국달러선물인버스특별자산상장지수투자신탁[미국달러-파생형],특별자산파생,20161226,삼성자산운용
261920,K55101BJ5096,한국투자ACEMSCI필리핀증권상장지수투자신탁(주식-파생형)(합성),주식파생형,20161223,한국투자신탁운용
265690,K55101BM2890,한국투자ACE러시아MSCI증권상장지수투자신탁(주식-파생형)(합성),주식파생형,20170316,한국투자신탁운용
266160,K55223BM7066,KBRISE고배당증권상장지수투자신탁(주식),주식형,20170413,케이비자산운용
266360,K55105BM5626,삼성KODEXK콘텐츠증권상장지수투자신탁[주식],주식형,20170327,삼성자산운용
266370,K55105BM5634,삼성KODEX IT증권상장지수투자신탁(주식),주식형,20170327,삼성자산운용
266390,K55105BM5592,삼성KODEX경기소비재증권상장지수투자신탁[주식],주식형,20170327,삼성자산운용
266410,K55105BM5600,삼성KODEX 필수소비재증권상장지수투자신탁[주식],주식형,20170327,삼성자산운용
266420,K55105BM4843,삼성KODEX헬스케어증권상장지수투자신탁[주식],주식형,20170327,삼성자산운용
266550,K55213BL2888,한화PLUS중형주저변동50증권상장지수투자신탁(주식),주식형,20170327,한화자산운용
267440,K55223BN1084,KBRISE미국장기국채선물증권상장지수투자신탁(채권-파생형)(H),채권파생형,20170414,케이비자산운용
267450,K55223BN1092,KBRISE미국장기국채선물인버스증권상장지수투자신탁(채권-파생형)(H),채권파생형,20170414,케이비자산운용
267490,K55223BN1118,KBRISE미국장기국채선물레버리지증권상장지수투자신탁(채권-파생형)(합성H),채권파생형,20170414,케이비자산운용
267770,K55301BO0239,미래에셋TIGER200선물레버리지증권상장지수투자신탁(주식-파생형),주식파생형,20170424,미래에셋자산운용
269370,K55301BO5469,미래에셋TIGERS&amp;P글로벌인프라증권상장지수투자신탁(주식-파생형)(합성),주식파생형,20170515,미래에셋자산운용
269420,K55105BN5708,삼성KODEXS&amp;P글로벌인프라증권상장지수투자신탁[주식-파생형](합성),주식파생형,20170515,삼성자산운용
269530,K55213BO6514,한화PLUSS&amp;P글로벌인프라증권상장지수투자신탁(주식),주식형,20170510,한화자산운용
269540,K55213EK8776,한화PLUS미국S&amp;P500미국채혼합50액티브증권상장지수투자신탁(채권혼합-재간접형),재간접형,20250605,한화자산운용
270800,K55223BR9539,KBRISEKQ고배당증권상장지수투자신탁(주식),주식형,20170706,케이비자산운용
270810,K55223BQ7476,KBRISE코스닥150증권상장지수투자신탁(주식),주식형,20170615,케이비자산운용
271050,K55105BP4345,삼성KODEXWTI원유선물인버스특별자산상장지수투자신탁[원유-파생형](H),특별자산파생,20170612,삼성자산운용
271060,K55105BP4386,삼성KODEX3대농산물선물특별자산상장지수투자신탁[농산물-파생형](H),특별자산파생,20170612,삼성자산운용
272560,K55223BR5941,KBRISE단기국공채액티브증권상장지수투자신탁(채권),채권형,20170628,케이비자산운용
272570,K55223BR5958,KBRISE중장기국공채액티브증권상장지수투자신탁(채권),채권형,20170628,케이비자산운용
272580,K55301BR4790,미래에셋TIGER단기채권액티브증권상장지수투자신탁(채권),채권형,20170628,미래에셋자산운용
272910,K55101BQ9602,한국투자ACE중장기국공채액티브증권상장지수투자신탁(채권),채권형,20170623,한국투자신탁운용
273130,K55105BR0838,삼성KODEX종합채권(AA-이상)액티브증권상장지수투자신탁[채권],채권형,20170616,삼성자산운용
273140,K55105BR3113,삼성KODEX단기변동금리부채권액티브증권상장지수투자신탁[채권],채권형,20170628,삼성자산운용
275280,K55105BQ9400,삼성KODEX모멘텀주증권상장지수투자신탁[주식],주식형,20170710,삼성자산운용
275290,K55105BQ9434,삼성KODEX가치주증권상장지수투자신탁[주식],주식형,20170710,삼성자산운용
275300,K55105BQ9418,삼성KODEX우량주증권상장지수투자신탁[주식],주식형,20170710,삼성자산운용
275750,K55223BT0197,KBRISE코스닥150선물인버스증권상장지수투자신탁(주식-파생형),주식파생형,20170731,케이비자산운용
276650,K55223BU6548,KBRISE글로벌테크놀로지증권상장지수투자신탁(주식-파생형)(합성H),주식파생형,20170814,케이비자산운용
276970,K55105BT6551,삼성KODEX미국S&amp;P500배당귀족커버드콜증권상장지수투자신탁[주식-파생형](합성)(H),주식파생형,20170809,삼성자산운용
276990,K55105BT6494,삼성KODEX글로벌로봇증권상장지수투자신탁[주식-파생형](합성),주식파생형,20170816,삼성자산운용
277540,K55101BU2759,한국투자ACE아시아TOP50증권상장지수투자신탁(주식),주식형,20170818,한국투자신탁운용
277630,K55301BV2921,미래에셋TIGER코스피증권상장지수투자신탁(주식),주식형,20170830,미래에셋자산운용
277640,K55301BV2962,미래에셋TIGER코스피대형주증권상장지수투자신탁(주식),주식형,20170830,미래에셋자산운용
277650,K55301BV2954,미래에셋TIGER코스피중형주증권상장지수투자신탁(주식),주식형,20170830,미래에셋자산운용
278240,K55223BV8089,KBRISE코스닥150선물레버리지증권상장지수투자신탁(주식-파생형),주식파생형,20170830,케이비자산운용
278530,K55105BW3843,삼성KODEX200TotalReturn증권상장지수투자신탁[주식],주식형,20171120,삼성자산운용
278540,K55105BW1235,삼성KODEX MSCI KOREATotalReturn증권상장지수투자신탁[주식],주식형,20171108,삼성자산운용
278620,K55213BW6233,한화PLUS단기채권액티브증권상장지수투자신탁(채권),채권형,20170925,한화자산운용
279530,K55105BW6366,삼성KODEX고배당주증권상장지수투자신탁[주식],주식형,20171016,삼성자산운용
279540,K55105BW6671,삼성KODEX최소변동성증권상장지수투자신탁[주식],주식형,20171016,삼성자산운용
280320,K55101BW5925,한국투자ACE미국IT인터넷증권상장지수투자신탁(주식-파생형)(합성H),주식파생형,20171012,한국투자신탁운용
280920,K55213BX8006,한화PLUS주도업종증권상장지수투자신탁(주식),주식형,20171016,한화자산운용
280930,K55105BX6175,삼성KODEX 미국러셀2000증권상장지수투자신탁[주식-파생형](H),주식파생형,20171107,삼성자산운용
280940,K55105BY2041,삼성KODEX골드선물인버스특별자산상장지수투자신탁[금-파생형](H),특별자산파생,20171107,삼성자산운용
281990,K55223BY3509,KBRISE중소형고배당증권상장지수투자신탁(주식),주식형,20171101,케이비자산운용
282000,K55223BY8797,KBRISE국고채3년선물인버스증권상장지수투자신탁(채권-파생형),채권파생형,20171108,케이비자산운용
283580,K55105BZ2610,삼성KODEX차이나CSI300증권상장지수투자신탁[주식-파생형],주식파생형,20171129,삼성자산운용
284430,K55105BZ3766,삼성KODEX200미국채혼합50증권상장지수투자신탁[채권혼합-파생형],혼합채권파생형,20171128,삼성자산운용
284980,K55223C02611,KBRISE200금융증권상장지수투자신탁(주식),주식형,20171207,케이비자산운용
287180,K55213C03586,한화PLUS미국나스닥테크증권상장지수투자신탁(주식),주식형,20171212,한화자산운용
289250,K55301C21029,미래에셋TIGERMSCIKOREAESG유니버설증권상장지수투자신탁(주식),주식형,20180206,미래에셋자산운용
289260,K55301C21037,미래에셋TIGERMSCIKOREAESG리더스증권상장지수투자신탁(주식),주식형,20180206,미래에셋자산운용
289480,K55301C25806,미래에셋TIGER200커버드콜증권상장지수투자신탁(주식-파생형),주식파생형,20180208,미래에셋자산운용
289670,K55213C26454,한화PLUS국채선물10년증권상장지수투자신탁(채권-파생형),채권파생형,20180205,한화자산운용
290080,K55223C37096,KBRISE200고배당커버드콜ATM증권상장지수투자신탁(주식-파생형),주식파생형,20180226,케이비자산운용
290130,K55223C37088,KBRISEESG사회책임투자증권상장지수투자신탁(주식),주식형,20180226,케이비자산운용
291130,K55101C31949,한국투자ACEMSCI멕시코증권상장지수투자신탁(주식-파생형)(합성),주식파생형,20180306,한국투자신탁운용
291620,K55206C29080,키움KIWOOM코스닥150선물인버스증권상장지수투자신탁[주식-파생형],주식파생형,20180315,키움투자자산운용
291630,K55206C29098,키움KIWOOM코스닥150선물레버리지증권상장지수투자신탁[주식-파생형],주식파생형,20180315,키움투자자산운용
291680,K55223C53507,KBRISE차이나H선물인버스증권상장지수투자신탁(주식-파생형)(H),주식파생형,20180322,케이비자산운용
292050,K55223C53515,KBRISEKRX300증권상장지수투자신탁(주식),주식형,20180323,케이비자산운용
292150,K55301C47545,미래에셋TIGER코리아TOP10증권상장지수투자신탁(주식),주식형,20180329,미래에셋자산운용
292160,K55301C47735,미래에셋TIGERKRX300증권상장지수투자신탁(주식),주식형,20180323,미래에셋자산운용
292190,K55105C52102,삼성KODEXKRX300증권상장지수투자신탁[주식형],주식형,20180323,삼성자산운용
292500,K55210C43489,신한SOLKRX300증권상장지수투자신탁[주식],주식형,20180323,신한자산운용
292560,K55301C59425,미래에셋TIGER일본엔선물특별자산상장지수투자신탁(엔-파생형),특별자산파생,20180416,미래에셋자산운용
292770,K55105C60402,삼성KODEX국채선물3년인버스증권상장지수투자신탁[채권-파생형],채권파생형,20180412,삼성자산운용
293180,K55232C57764,NH-AmundiHANARO200증권상장지수투자신탁[주식],주식형,20180329,엔에이치아문디자산운용
294400,K55206C46472,키움KIWOOM200TotalReturn증권상장지수투자신탁[주식],주식형,20180420,키움투자자산운용
295000,K55223C82712,KBRISE국채선물10년증권상장지수투자신탁(채권-파생형),채권파생형,20180510,케이비자산운용
295020,K55223C82720,KBRISE국채선물10년인버스증권상장지수투자신탁(채권-파생형),채권파생형,20180510,케이비자산운용
295040,K55210C54247,신한SOL200TotalReturn증권상장지수투자신탁[주식],주식형,20180420,신한자산운용
298340,K55213C88959,한화PLUS국채선물3년증권상장지수투자신탁(채권-파생형),채권파생형,20180607,한화자산운용
298770,K55105C75384,삼성KODEX한국대만IT프리미어증권상장지수투자신탁[주식-파생형],주식파생형,20180607,삼성자산운용
300610,K55301CB3302,미래에셋TIGERK게임증권상장지수투자신탁(주식),주식형,20180723,미래에셋자산운용
300640,K55223CB7639,KBRISE게임테마증권상장지수투자신탁(주식),주식형,20180723,케이비자산운용
300950,K55105CB0603,삼성KODEX게임산업증권상장지수투자신탁[주식형],주식형,20180723,삼성자산운용
301400,K55213C86268,한화PLUS코스닥150증권상장지수투자신탁(주식),주식형,20180704,한화자산운용
302190,K55301CA9094,미래에셋TIGER중장기국채증권상장지수투자신탁(채권-파생형),채권파생형,20180719,미래에셋자산운용
302450,K55223CC1474,KBRISE코스피증권상장지수투자신탁(주식),주식형,20180723,케이비자산운용
304660,K55105CD0072,삼성KODEX미국30년국채울트라선물증권상장지수투자신탁[채권-파생형](H),채권파생형,20180910,삼성자산운용
304670,K55105CD0213,삼성KODEX미국30년국채울트라선물인버스증권상장지수투자신탁[채권-파생형](H),채권파생형,20180910,삼성자산운용
304760,K55232CC8866,NH-AmundiHANAROKRX300증권상장지수투자신탁[주식],주식형,20180813,엔에이치아문디자산운용
304770,K55232CC8874,NH-AmundiHANARO코스닥150증권상장지수투자신탁[주식],주식형,20180813,엔에이치아문디자산운용
304780,K55232CC8882,NH-AmundiHANARO200선물레버리지증권상장지수투자신탁[주식-파생형],주식파생형,20180813,엔에이치아문디자산운용
304940,K55105CC4992,삼성KODEX미국나스닥100선물증권상장지수투자신탁[주식-파생형](H),주식파생형,20180828,삼성자산운용
305050,K55101CC3048,한국투자ACE코스피증권상장지수투자신탁(주식),주식형,20181004,한국투자신탁운용
305080,K55301CD2872,미래에셋TIGER미국채10년선물증권상장지수투자신탁(채권-파생형),채권파생형,20180828,미래에셋자산운용
305540,K55301CC8524,미래에셋TIGER2차전지테마증권상장지수투자신탁(주식),주식형,20180911,미래에셋자산운용
305720,K55105CD4207,삼성KODEX 2차전지산업증권상장지수투자신탁[주식],주식형,20180911,삼성자산운용
306520,K55232CD6992,NH-AmundiHANARO200선물인버스증권상장지수투자신탁[주식-파생형],주식파생형,20180917,엔에이치아문디자산운용
306530,K55232CD6984,NH-AmundiHANARO코스닥150선물레버리지증권상장지수투자신탁[주식-파생형],주식파생형,20180917,엔에이치아문디자산운용
306950,K55105CE6045,삼성KODEX KRX300레버리지증권상장지수투자신탁[주식-파생형],주식파생형,20181015,삼성자산운용
307510,K55301CC2055,미래에셋TIGER의료기기증권상장지수투자신탁(주식),주식형,20181107,미래에셋자산운용
307520,K55301CC2063,미래에셋TIGER지주회사증권상장지수투자신탁(주식),주식형,20181107,미래에셋자산운용
308620,K55105CF2639,삼성KODEX미국10년국채선물증권상장지수투자신탁[채권-파생형],채권파생형,20181017,삼성자산운용
309230,K55101CF3110,한국투자ACE미국WideMoat동일가중증권상장지수투자신탁(주식),주식형,20181023,한국투자신탁운용
310080,K55223CG2510,KBRISE중국MSCIChina증권상장지수투자신탁(주식)(H),주식형,20181127,케이비자산운용
310960,K55301CG5203,미래에셋TIGER200TotalReturn증권상장지수투자신탁(주식),주식형,20181119,미래에셋자산운용
310970,K55301CG5815,미래에셋TIGERMSCIKOREATotalReturn증권상장지수투자신탁(주식),주식형,20181119,미래에셋자산운용
314250,K55105CG9971,삼성KODEX 미국빅테크10증권상장지수투자신탁[주식-파생형](H),주식파생형,20190108,삼성자산운용
314700,K55232CI1899,NH-AmundiHANARO농업융복합산업증권상장지수투자신탁[주식],주식형,20181220,엔에이치아문디자산운용
315270,K55301CI8700,미래에셋TIGER200커뮤니케이션서비스증권상장지수투자신탁(주식),주식형,20190114,미래에셋자산운용
315930,K55105CG9781,삼성KODEXTop5PlusTotalReturn증권상장지수투자신탁[주식],주식형,20190121,삼성자산운용
315960,K55223CJ3036,KBRISE대형고배당10TotalReturn증권상장지수투자신탁(주식),주식형,20190121,케이비자산운용
316300,K55101CG5254,한국투자ACE싱가포르리츠부동산상장지수투자신탁(재간접형),부동산,20190124,한국투자신탁운용
316670,K55206CJ2971,키움KIWOOM코스닥150증권상장지수투자신탁[주식],주식형,20190121,키움투자자산운용
319640,K55301CM5189,미래에셋TIGER골드선물특별자산상장지수투자신탁[금-파생형](H),특별자산파생,20190408,미래에셋자산운용
322400,K55232CN9911,NH-AmundiHANAROe커머스증권상장지수투자신탁[주식],주식형,20190422,엔에이치아문디자산운용
322410,K55232CN9895,NH-AmundiHANAROK고배당증권상장지수투자신탁[주식],주식형,20190422,엔에이치아문디자산운용
325010,K55105CP4609,삼성KODEX성장주증권상장지수투자신탁[주식형],주식형,20190530,삼성자산운용
325020,K55105CP4617,삼성KODEX배당가치증권상장지수투자신탁[주식],주식형,20190530,삼성자산운용
326230,K55223CR0586,KBRISE내수주플러스증권상장지수투자신탁(주식),주식형,20190619,케이비자산운용
326240,K55223CR0578,KBRISEIT플러스증권상장지수투자신탁(주식),주식형,20190619,케이비자산운용
328370,K55213CQ4342,한화PLUS코스피TotalReturn증권상장지수투자신탁(주식),주식형,20190624,한화자산운용
329200,K55301CS7395,미래에셋TIGER리츠부동산인프라혼합자산상장지수투자신탁(재간접형),혼합자산,20190718,미래에셋자산운용
329650,K55105CS1271,삼성KODEXTRF3070증권상장지수투자신탁[채권혼합],혼합채권형,20190703,삼성자산운용
329660,K55105CS1263,삼성KODEXTRF5050증권상장지수투자신탁[채권혼합-재간접형],재간접형,20190703,삼성자산운용
329670,K55105CS1255,삼성KODEXTRF7030증권상장지수투자신탁[주식혼합-재간접형],재간접형,20190703,삼성자산운용
329750,K55301CR6349,미래에셋TIGER미국달러단기채권액티브증권상장지수투자신탁(채권-파생형),채권파생형,20190722,미래에셋자산운용
332500,K55101CT6711,한국투자ACE200TotalReturn증권상장지수투자신탁(주식),주식형,20190827,한국투자신탁운용
332610,K55213CS6311,한화PLUS미국단기회사채(AAA~A)증권상장지수투자신탁(채권),채권형,20190816,한화자산운용
332620,K55213CS6329,한화PLUS미국장기우량회사채증권상장지수투자신탁(채권),채권형,20190816,한화자산운용
332930,K55232CU2966,NH-AmundiHANARO200TotalReturn증권상장지수투자신탁[주식],주식형,20190827,엔에이치아문디자산운용
332940,K55232CU2974,NH-AmundiHANAROMSCIKoreaTR증권상장지수투자신탁[주식],주식형,20190827,엔에이치아문디자산운용
334690,K55223CV8484,KBRISE팔라듐선물특별자산상장지수투자신탁(파생형)(H),특별자산파생,20190920,케이비자산운용
334700,K55223CV8492,KBRISE팔라듐선물인버스특별자산상장지수투자신탁(파생형)(H),특별자산파생,20190920,케이비자산운용
336160,K55223CW3484,KBRISE금융채액티브증권상장지수투자신탁(채권),채권형,20191028,케이비자산운용
337120,K55105CX0524,삼성KODEX멀티팩터증권상장지수투자신탁[주식],주식형,20191113,삼성자산운용
337140,K55105CX1886,삼성KODEX코스피대형주증권상장지수투자신탁[주식],주식형,20191113,삼성자산운용
337150,K55105CX0532,삼성KODEX 200exTOP증권상장지수투자신탁[주식],주식형,20191113,삼성자산운용
337160,K55105CX1894,삼성KODEX 200ESG증권상장지수투자신탁[주식],주식형,20191113,삼성자산운용
341850,K55301CY0731,미래에셋TIGER리츠부동산인프라채권부동산상장지수투자신탁(재간접형),부동산,20200521,미래에셋자산운용
352540,K55105D15578,삼성KODEX일본부동산리츠부동산상장지수투자신탁[REITs-파생재간접형](H),부동산파생형,20200508,삼성자산운용
352560,K55105D15560,삼성KODEX미국부동산리츠부동산상장지수투자신탁[REITs-파생재간접형](H),부동산파생형,20200508,삼성자산운용
354240,K55223D48455,KBRISE미국고정배당우선증권ICE증권상장지수투자신탁(주식혼합),혼합주식형,20200508,케이비자산운용
354350,K55232D37269,NH-AmundiHANARO글로벌럭셔리S&amp;P증권상장지수투자신탁(파생)(합성),주식파생형,20200511,엔에이치아문디자산운용
354500,K55101D41516,한국투자ACE코스닥150증권상장지수투자신탁(주식),주식형,20200506,한국투자신탁운용
356540,K55101D34156,한국투자ACE종합채권(AA-이상)액티브증권상장지수투자신탁(채권),채권형,20200715,한국투자신탁운용
357870,K55301D61007,미래에셋TIGERCD금리투자KIS특별자산상장지수투자신탁(CD-파생형)(합성),특별자산파생,20200706,미래에셋자산운용
359210,K55105D41822,삼성KODEX코스피TotalReturn증권상장지수투자신탁[주식],주식형,20200720,삼성자산운용
360140,K55105D60632,삼성KODEX200롱코스닥150숏선물증권상장지수투자신탁[주식-파생형],주식파생형,20200820,삼성자산운용
360150,K55105D60640,삼성KODEX코스닥150롱코스피200숏선물증권상장지수투자신탁[주식-파생형],주식파생형,20200820,삼성자산운용
360200,K55101D78195,한국투자ACE미국S&amp;P500증권상장지수투자신탁(주식),주식형,20200804,한국투자신탁운용
360750,K55301D79199,미래에셋TIGER미국S&amp;P500증권상장지수투자신탁(주식),주식형,20200806,미래에셋자산운용
363510,K55210D56182,신한SOLKIS단기통안채증권상장지수투자신탁[채권],채권형,20200908,신한자산운용
363570,K55105D79160,삼성KODEX장기종합채권(AA-이상)액티브증권상장지수투자신탁[채권],채권형,20200924,삼성자산운용
363580,K55105D67108,삼성KODEX200ITTotalReturn증권상장지수투자신탁[주식],주식형,20200924,삼성자산운용
364690,K55105D92619,삼성KODEX혁신기술테마액티브증권상장지수투자신탁[주식],주식형,20200928,삼성자산운용
364960,K55301DA5547,미래에셋TIGERBBIG증권상장지수투자신탁(주식),주식형,20201006,미래에셋자산운용
364970,K55301DA5562,미래에셋TIGER바이오TOP10증권상장지수투자신탁(주식),주식형,20201006,미래에셋자산운용
364980,K55301DN9130,미래에셋TIGER2차전지TOP10레버리지증권상장지수투자신탁(주식-파생형),주식파생형,20211214,미래에셋자산운용
364990,K55301DA5588,미래에셋TIGER 게임TOP10증권상장지수투자신탁(주식),주식형,20201006,미래에셋자산운용
365000,K55301DA5570,미래에셋TIGER인터넷TOP10증권상장지수투자신탁(주식),주식형,20201006,미래에셋자산운용
365040,K55301D98900,미래에셋TIGERAI코리아그로스액티브증권상장지수투자신탁(주식),주식형,20200928,미래에셋자산운용
365780,K55101D95314,한국투자ACE국고채10년증권상장지수투자신탁(채권),채권형,20201013,한국투자신탁운용
367380,K55101DB1182,한국투자ACE미국나스닥100증권상장지수투자신탁(주식),주식형,20201026,한국투자신탁운용
367740,K55232DB8353,NH-AmundiHANAROFn5G산업증권상장지수투자신탁(주식),주식형,20201028,엔에이치아문디자산운용
367760,K55223DB4882,KBRISE네트워크인프라증권상장지수투자신탁(주식),주식형,20201028,케이비자산운용
368190,K55232DB8908,NH-AmundiHANAROFnK-뉴딜디지털플러스증권상장지수투자신탁[주식],주식형,20201109,엔에이치아문디자산운용
368590,K55223DB4908,KBRISE미국나스닥100증권상장지수투자신탁(주식),주식형,20201104,케이비자산운용
368680,K55105DB2905,삼성KODEX K-뉴딜디지털플러스증권상장지수투자신탁[주식],주식형,20201109,삼성자산운용
371150,K55223DC9849,KBRISE차이나항셍테크증권상장지수투자신탁(주식),주식형,20201214,케이비자산운용
371160,K55301DC8499,미래에셋TIGER차이나항셍테크증권상장지수투자신탁(주식),주식형,20201214,미래에셋자산운용
371450,K55301DC7616,미래에셋TIGER글로벌클라우드컴퓨팅INDXX증권상장지수투자신탁(주식-파생형),주식파생형,20201203,미래에셋자산운용
371460,K55301DC7608,미래에셋TIGER차이나전기차SOLACTIVE증권상장지수투자신탁(주식-파생형),주식파생형,20201203,미래에셋자산운용
371470,K55301DC7590,미래에셋TIGER차이나바이오테크SOLACTIVE증권상장지수투자신탁(주식-파생형),주식파생형,20201203,미래에셋자산운용
371870,K55101DC5406,한국투자ACE차이나항셍테크증권상장지수투자신탁(주식),주식형,20201211,한국투자신탁운용
372330,K55105DB9181,삼성KODEX차이나항셍테크증권상장지수투자신탁[주식],주식형,20201214,삼성자산운용
373490,K55105DC4892,삼성KODEX코리아혁신성장액티브증권상장지수투자신탁[주식],주식형,20201223,삼성자산운용
373790,K55206DC2985,키움KIWOOM미국방어배당성장나스닥증권상장지수투자신탁[주식],주식형,20201223,키움투자자산운용
375270,K55223DE1216,KBRISE글로벌데이터센터리츠부동산상장지수투자신탁(파생형)(합성),부동산파생형,20210111,케이비자산운용
375760,K55232DE0613,NH-Amundi HANARO탄소효율그린뉴딜증권상장지수투자신탁[주식],주식형,20210204,엔에이치아문디자산운용
375770,K55105DD7480,삼성KODEX 탄소효율그린뉴딜증권상장지수투자신탁[주식],주식형,20210204,삼성자산운용
376410,K55301DE5626,미래에셋TIGER탄소효율그린뉴딜증권상장지수투자신탁(주식),주식형,20210204,미래에셋자산운용
377990,K55301DE7374,미래에셋TIGERFn신재생에너지증권상장지수투자신탁(주식),주식형,20210304,미래에셋자산운용
379780,K55223DG4176,KBRISE미국S&amp;P500증권상장지수투자신탁(주식),주식형,20210407,케이비자산운용
379790,K55223DG4184,KBRISE유로스탁스50증권상장지수투자신탁(주식)(H),주식형,20210407,케이비자산운용
379800,K55105DF7322,삼성KODEX미국S&amp;P500증권상장지수투자신탁[주식],주식형,20210407,삼성자산운용
379810,K55105DF7272,삼성KODEX미국나스닥100증권상장지수투자신탁[주식],주식형,20210407,삼성자산운용
380340,K55101DH2341,한국투자ACE코리아AI테크핵심산업증권상장지수투자신탁(주식),주식형,20210401,한국투자신탁운용
381170,K55301DG0369,미래에셋TIGER미국테크TOP10INDXX증권상장지수투자신탁(주식),주식형,20210408,미래에셋자산운용
381180,K55301DF8777,미래에셋TIGER미국필라델피아반도체나스닥증권상장지수투자신탁(주식),주식형,20210408,미래에셋자산운용
381560,K55232DH1816,NH-AmundiHANAROFn전기&amp;수소차증권상장지수투자신탁(주식),주식형,20210401,엔에이치아문디자산운용
381570,K55232DH1824,NH-AmundiHANAROFn친환경에너지증권상장지수투자신탁(주식),주식형,20210401,엔에이치아문디자산운용
385510,K55105DH2776,삼성KODEX신재생에너지액티브증권상장지수투자신탁[주식],주식형,20210524,삼성자산운용
385520,K55105DH2784,삼성KODEX자율주행액티브증권상장지수투자신탁[주식],주식형,20210524,삼성자산운용
385540,K55223DJ2177,KBRISE종합채권(A-이상)액티브증권상장지수투자신탁(채권),채권형,20210524,케이비자산운용
385550,K55223DJ2169,KBRISE단기채권알파액티브증권상장지수투자신탁(채권),채권형,20210524,케이비자산운용
385560,K55223DJ2151,KBRISEKIS국고채30년Enhanced증권상장지수투자신탁(채권),채권형,20210524,케이비자산운용
385590,K55101DI3603,한국투자ACEESG액티브증권상장지수투자신탁(주식),주식형,20210524,한국투자신탁운용
385600,K55101DH7878,한국투자ACE2차전지&amp;친환경차액티브증권상장지수투자신탁(주식),주식형,20210524,한국투자신탁운용
385710,K553J1DJ0288,타임폴리오TIMEK이노베이션액티브증권상장지수투자신탁[주식],주식형,20210524,타임폴리오자산운용
385720,K553J1DJ0270,타임폴리오TIME코스피액티브증권상장지수투자신탁(주식),주식형,20210524,타임폴리오자산운용
387270,K55301DH6423,미래에셋TIGER글로벌이노베이션액티브증권상장지수투자신탁(주식-재간접형),재간접형,20210524,미래에셋자산운용
387280,K55301DH5144,미래에셋TIGER퓨처모빌리티액티브증권상장지수투자신탁(주식),주식형,20210521,미래에셋자산운용
388280,K55223DJ8893,KBRISEK엔터&amp;여행레저증권상장지수투자신탁(주식),주식형,20210609,케이비자산운용
388420,K55223DJ8901,KBRISE비메모리반도체액티브증권상장지수투자신탁(주식),주식형,20210609,케이비자산운용
390390,K55105DJ0265,삼성KODEX 미국반도체증권상장지수투자신탁[주식],주식형,20210628,삼성자산운용
390400,K55105DJ2279,삼성KODEX미국스마트모빌리티S&amp;P증권상장지수투자신탁[주식],주식형,20210628,삼성자산운용
391600,K55101DK6651,한국투자ACE미국친환경그린테마증권상장지수투자신탁(주식),주식형,20210730,한국투자신탁운용
391670,K55224DK4104,흥국HK베스트일레븐액티브증권상장지수투자신탁[주식],주식형,20210705,흥국자산운용
394660,K55301DJ6538,미래에셋TIGER글로벌자율주행&amp;전기차SOLACTIVE증권상장지수투자신탁(주식-파생형),주식파생형,20210716,미래에셋자산운용
394670,K55301DJ6520,미래에셋TIGER글로벌리튬&amp;2차전지SOLACTIVE증권상장지수투자신탁(주식-파생형)(합성),주식파생형,20210716,미래에셋자산운용
395150,K55105DI5380,삼성KODEX웹툰&amp;드라마증권상장지수투자신탁[주식],주식형,20210729,삼성자산운용
