isin_cd,ticker,name,base_index,asset_family,region_primary,comparison_category,comparison_topic,comparison_subtopic,index_family,strategy_style,payoff_structure,direction,leverage_multiple,fx_hedge,replication_method,concentration_bucket,primary_peer_group_id,alternate_peer_group_ids,classification_status,evidence_basis,official_source_url,review_reason
KR70000D0009,0000D0,TIGER 엔비디아미국채커버드콜밸런스(합성),KEDI 엔비디아미국채30년타겟커버드콜혼합지수(TR),혼합자산,미국,혼합자산,자산배분 & 채권혼합,단일종목 채권혼합,BOND_미국-국채-장기-등급미확인-047cbda7f5,covered_call,covered_call,neutral,1X,unhedged,synthetic,unknown,PG-PENDING-0000D0-6e5e0f5383,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR70000H0005,0000H0,KODEX 인도Nifty미드캡100,Nifty Midcap 100 Index(PR),주식,인도,규모,인도 시장 & 밸류체인,인도 시가총액,시가총액-인도-시가총액-35cd304d20,passive,plain,neutral,1X,unhedged,physical_or_unspecified,broad,PG-주식-인도-규모-시가총액-인도-시가총액-시가총액-인도-시가총액-3-8d5021331c,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/인도 시가총액),가능,
KR70000J0003,0000J0,PLUS 한화그룹주,FnGuide 한화그룹주 지수,주식,국내,기업집단,기업집단,국내 기업집단,기업집단-국내-기업집단-d62cbfc10d,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-주식-국내-기업집단-기업집단-국내-기업집단-기업집단-국내-기업집단-e294ab8bd9,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 기업집단),가능,
KR70000Y0004,0000Y0,HK 26-12 회사채(AA-이상)액티브,KAP 26-12 크레딧 채권 총수익지수(AA-이상),채권,국내,채권,만기매칭형 채권,국내 회사채 만기미확인 AA,BOND_국내-회사채-만기미확인-AA-971a2814f8,active,bond_coupon,neutral,1X,unhedged_or_not_applicable,active,unknown,PG-PENDING-0000Y0-065d0f144a,,classified_derived,기초지수 명시; 자산군·투자대상 추출(채권/국내 회사채 만기미확인 AA),,세부 투자대상 또는 만기·구성비율 미확인
KR70000Z0003,0000Z0,RISE 바이오TOP10액티브,KRX 바이오 TOP 10 지수,주식,국내,산업·섹터,비만·신약 & 바이오시밀러,국내 바이오·제약·헬스케어,바이오-제약-헬스케어-국내-바이오-제약-헬스케어-d888086019,active,plain,neutral,1X,unhedged_or_not_applicable,active,concentrated,PG-주식-국내-산업-섹터-바이오-제약-헬스케어-국내-바이오-제약-헬스-eaf9ac0bdb,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 바이오·제약·헬스케어),가능,
KR70001P0004,0001P0,마이티 바이오시밀러&CDMO액티브,FnGuide 바이오시밀러&CDMO 지수,주식,국내,산업·섹터,비만·신약 & 바이오시밀러,국내 바이오·제약·헬스케어,바이오-제약-헬스케어-국내-바이오-제약-헬스케어-d888086019,active,plain,neutral,1X,unhedged_or_not_applicable,active,unknown,PG-주식-국내-산업-섹터-바이오-제약-헬스케어-국내-바이오-제약-헬스-eaf9ac0bdb,,auto_high_confidence,기초지수 명시; 자산군·투자대상 추출(주식/국내 바이오·제약·헬스케어),,
KR70002C0008,0002C0,에셋플러스 인도일등기업포커스20액티브,MSCI India IMI Index(PR),주식,인도,기타특수구조,인도 시장 & 밸류체인,인도 미확인 주식전략,미확인-주식전략-인도-미확인-주식전략-69bd615628,active,plain,neutral,1X,unhedged,active,unknown,PG-PENDING-0002C0-d549ff062f,,classified_derived,기초지수 명시; 자산군·투자대상 추출(주식/인도 미확인 주식전략),,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR70004G0002,0004G0,1Q 미국배당TOP30,Solactive U.S. Dividend TOP 30 Index PR,주식,미국,배당·주주환원,고배당 & 인컴 전략,미국 고배당,고배당-미국-고배당-8e56e7fe68,active,plain,neutral,1X,unhedged,active,ultra_concentrated,PG-주식-미국-배당-주주환원-고배당-미국-고배당-고배당-미국-고배당--25a2d26271,,auto_high_confidence,기초지수 명시; 자산군·투자대상 추출(주식/미국 고배당),,
KR70005A0007,0005A0,KODEX 미국S&P500데일리커버드콜OTM,S&P 500 Covered Call 1% OTM Daily Index(TR),주식,미국,대표지수,해외 월배당 & 커버드콜,미국 S&P500,S&P500,covered_call,covered_call,neutral,1X,unhedged,physical_or_unspecified,broad,PG-주식-미국-대표지수-S-P500-미국-S-P500-S-P500-C-4d555d2df6,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(주식/미국 S&P500),가능,
KR70005C0005,0005C0,RISE 미국S&P500엔화노출(합성 H),S&P500 Yen Hedged Index(PR),주식,미국,대표지수,일본 테크 & 상사,미국 S&P500,S&P500,passive,plain,neutral,1X,hedged,synthetic,broad,PG-주식-미국-대표지수-S-P500-미국-S-P500-S-P500-P-c2eb6d3f91,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 S&P500),가능,
KR70005D0004,0005D0,SOL 전고체배터리&실리콘음극재,FnGuide 전고체배터리&실리콘음극재 지수(PR),주식,국내,산업·섹터,2차전지 셀 & 소재,국내 2차전지·배터리 소재,2차전지-배터리-소재-국내-2차전지-배터리-소재-1367e96ce1,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-주식-국내-산업-섹터-2차전지-배터리-소재-국내-2차전지-배터리--0cc60d36d9,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 2차전지·배터리 소재),가능,
KR70005G0001,0005G0,IBK K-AI반도체코어테크,FnGuide K-AI반도체 코어테크 지수,주식,국내,산업·섹터,AI 반도체 & HBM,국내 반도체,반도체-국내-반도체-0ed1f11677,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-주식-국내-산업-섹터-반도체-국내-반도체-반도체-국내-반도체-0E-f4bdfa635d,,auto_high_confidence,기초지수 명시; 자산군·투자대상 추출(주식/국내 반도체),,
KR70007F0000,0007F0,KODEX 27-12 회사채(AA-이상)액티브,KAP 27-12 회사채 총수익 지수(AA-이상),채권,국내,채권,만기매칭형 채권,국내 회사채 만기미확인 AA,BOND_국내-회사채-만기미확인-AA-971a2814f8,active,bond_coupon,neutral,1X,unhedged_or_not_applicable,active,unknown,PG-PENDING-0007F0-bd6f3f8d85,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 회사채 만기미확인 AA),가능,세부 투자대상 또는 만기·구성비율 미확인
KR70007G0009,0007G0,PLUS 글로벌원자력밸류체인,Solactive Global Nuclear Energy Value Chain Index(PR),주식,미국,산업·섹터,글로벌 원자력 & SMR,미국 원자력,원자력-미국-원자력-7e5331965a,active,plain,neutral,1X,unhedged,active,unknown,PG-주식-미국-산업-섹터-원자력-미국-원자력-원자력-미국-원자력-7E-dd53fbdb95,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 원자력),가능,
KR70007N0000,0007N0,아이엠에셋 200,코스피 200,주식,국내,대표지수,코스피 200 코어,국내 코스피200,KOSPI200,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,broad,PG-주식-국내-대표지수-코스피200-국내-코스피200-KOSPI200-b519363da3,,verified_official,기초지수 명시; 자산군·투자대상 추출(주식/국내 미확인 주식전략),,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR70008E0000,0008E0,ACE 미국중심중소형제조업,NYSE FactSet US Focus Manufacturing Index(Price Return),주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,passive,plain,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-PENDING-0008E0-fab95b1c94,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR70008S0004,0008S0,TIGER 미국배당다우존스타겟데일리커버드콜,Dow Jones U.S. Dividend 100 10% Daily Premium Covered Call 지수,주식,미국,배당·주주환원,해외 월배당 & 커버드콜,미국 배당다우존스,DOW_JONES_DIVIDEND,covered_call,covered_call,neutral,1X,unhedged,physical_or_unspecified,broad,PG-주식-미국-배당-주주환원-배당다우존스-미국-배당다우존스-DOW-J-6a7ebd2885,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(주식/미국 배당다우존스),가능,
KR70008T0003,0008T0,SOL 화장품TOP3플러스,FnGuide 화장품TOP3 플러스 지수(PR),주식,국내,산업·섹터,K-푸드 & K-뷰티,국내 화장품,화장품-국내-화장품-d36ab35225,passive,plain,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,ultra_concentrated,PG-주식-국내-산업-섹터-화장품-국내-화장품-화장품-국내-화장품-D3-4742e73eb6,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/국내 화장품),가능,
KR70013P0000,0013P0,RISE 미국은행TOP10,KEDI 미국 은행 TOP10 지수,주식,미국,산업·섹터,금융·은행·증권·보험,미국 금융·은행·증권·보험,금융-은행-증권-보험-미국-금융-은행-증권-보험-4605e3ffab,plain,plain,neutral,1X,unhedged,physical_or_unspecified,concentrated,PG-주식-미국-산업-섹터-금융-은행-증권-보험-미국-금융-은행-증권--af9be94e4a,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 금융·은행·증권·보험),가능,
KR70013R0008,0013R0,RISE 테슬라미국채타겟커버드콜혼합(합성),KEDI 테슬라미국30년국채15%타겟프리미엄 혼합지수(TR),혼합자산,미국,혼합자산,자산배분 & 채권혼합,단일종목 채권혼합,BOND_미국-국채-장기-등급미확인-047cbda7f5,covered_call,covered_call,neutral,1X,unhedged,synthetic,unknown,PG-PENDING-0013R0-922b9c7be7,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR70015B0004,0015B0,KoAct 미국나스닥성장기업액티브,나스닥 종합주가지수,주식,미국,스타일·팩터,스타일·팩터,미국 스타일·팩터,스타일-팩터-미국-스타일-팩터-3fe8e2a344,active,plain,neutral,1X,unhedged,active,unknown,PG-주식-미국-스타일-팩터-스타일-팩터-미국-스타일-팩터-스타일-팩터-e369ea558f,,auto_high_confidence,기초지수 명시; 자산군·투자대상 추출(주식/미국 스타일·팩터),,
KR70015E0001,0015E0,KIWOOM 엔비디아미국30년국채혼합액티브(H),Bloomberg Blended NVIDIA and US Long Treasury Bond Index,혼합자산,미국,혼합자산,자산배분 & 채권혼합,단일종목 채권혼합,BOND_미국-국채-장기-등급미확인-047cbda7f5,active,bond_coupon,neutral,1X,hedged,active,unknown,PG-PENDING-0015E0-2a4f496583,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR70015F0000,0015F0,KIWOOM 팔란티어미국30년국채혼합액티브(H),Bloomberg Blended PALANTIR and US Long Treasury Bond Index,혼합자산,미국,혼합자산,자산배분 & 채권혼합,단일종목 채권혼합,BOND_미국-국채-장기-등급미확인-047cbda7f5,active,bond_coupon,neutral,1X,hedged,active,unknown,PG-PENDING-0015F0-3afd9aae37,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 장기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR70015K0003,0015K0,TIGER 미국소비트렌드액티브,Mirae Asset US Consumer Trend 지수 (PR),주식,미국,기타특수구조,미확인 주식전략,미국 미확인 주식전략,미확인-주식전략-미국-미확인-주식전략-bf6afc4d9f,active,plain,neutral,1X,unhedged,active,unknown,PG-PENDING-0015K0-721aca1dfc,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR70016X0007,0016X0,SOL 중단기회사채(A-이상)액티브,KIS 중단기크레딧플러스채권(AA+~A-)지수(총수익),채권,국내,채권,우량 회사채·금융채,국내 회사채 단기 AA,BOND_국내-회사채-단기-AA-0a0dbd4ce1,active,bond_coupon,neutral,1X,unhedged_or_not_applicable,active,unknown,PG-채권-국내-채권-채권-국내-회사채-단기-AA-BOND-국내-회사채-7cce09235c,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/국내 회사채 단기 AA),가능,
KR70017Y0005,0017Y0,1Q 종합채권(AA-이상)액티브,KIS 종합채권형 지수(AA-이상)(총수익),채권,국내,채권,우량 회사채·금융채,국내 채권 만기미확인 AA,BOND_국내-채권-만기미확인-AA-273392b07e,active,bond_coupon,neutral,1X,unhedged_or_not_applicable,active,unknown,PG-PENDING-0017Y0-0d9b0cccfe,,classified_derived,기초지수 명시; 자산군·투자대상 추출(채권/국내 채권 만기미확인 AA),,세부 투자대상 또는 만기·구성비율 미확인
KR70018C0000,0018C0,PLUS 고배당주위클리고정커버드콜,코스피 고배당 위클리 고정 커버드콜 지수,주식,국내,배당·주주환원,국내 월배당 & 커버드콜,국내 고배당,고배당-국내-고배당-2325fcd2e0,covered_call,covered_call,neutral,1X,unhedged_or_not_applicable,physical_or_unspecified,unknown,PG-주식-국내-배당-주주환원-고배당-국내-고배당-고배당-국내-고배당--572ba3d36c,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(주식/국내 고배당),가능,
KR70018Z0003,0018Z0,RISE 미국양자컴퓨팅,Solactive US Quantum Computing Technology Index PR,주식,미국,테마,사이버보안 & 양자컴퓨팅,미국 양자컴퓨팅,양자컴퓨팅-미국-양자컴퓨팅-16444cc34b,active,plain,neutral,1X,unhedged,active,unknown,PG-주식-미국-테마-양자컴퓨팅-미국-양자컴퓨팅-양자컴퓨팅-미국-양자컴-ae6e988fe3,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 양자컴퓨팅),가능,
KR70019K0009,0019K0,TIME 미국나스닥100채권혼합50액티브,FnGuide 미국나스닥100 단기채권혼합 지수,혼합자산,미국,혼합자산,자산배분 & 채권혼합,시장대표 채권혼합,NASDAQ100,active,mixed_asset,neutral,1X,unhedged,active,broad,PG-PENDING-0019K0-c9116e97c1,,classified_derived,기초지수 명시; 자산군·투자대상 추출(채권/미국 채권 단기 등급미확인),,세부 투자대상 또는 만기·구성비율 미확인
KR70020H0001,0020H0,KoAct 글로벌양자컴퓨팅액티브,FactSet 글로벌양자컴퓨팅 PR 지수,주식,글로벌,테마,사이버보안 & 양자컴퓨팅,글로벌 양자컴퓨팅,양자컴퓨팅-글로벌-양자컴퓨팅-1d8e420807,active,plain,neutral,1X,unhedged,active,unknown,PG-주식-글로벌-테마-양자컴퓨팅-글로벌-양자컴퓨팅-양자컴퓨팅-글로벌--30377e44c3,,auto_high_confidence,기초지수 명시; 자산군·투자대상 추출(주식/글로벌 양자컴퓨팅),,
KR70022T0005,0022T0,SOL 국제금커버드콜액티브,KEDI 골드인컴프리미엄 지수(NTR),원자재,국내,원자재,귀금속 (금·은·팔라듐),금 futures,COMMODITY_금-FUTURES-0733949e87,covered_call,futures,neutral,1X,unhedged,active,unknown,PG-원자재-해당없음-원자재-금-금-FUTURES-COMMODITY-금-ee93d7746a,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(원자재/금 futures),가능,
KR70023A0005,0023A0,SOL 미국양자컴퓨팅TOP10,KEDI 미국양자컴퓨팅 TOP10(PR),주식,미국,테마,사이버보안 & 양자컴퓨팅,미국 양자컴퓨팅,양자컴퓨팅-미국-양자컴퓨팅-16444cc34b,passive,plain,neutral,1X,unhedged,physical_or_unspecified,concentrated,PG-주식-미국-테마-양자컴퓨팅-미국-양자컴퓨팅-양자컴퓨팅-미국-양자컴-ae6e988fe3,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 양자컴퓨팅),가능,
KR70023B0004,0023B0,PLUS 미국양자컴퓨팅TOP10,iSelect 미국양자컴퓨팅 TOP10 (PR),주식,미국,테마,사이버보안 & 양자컴퓨팅,미국 양자컴퓨팅,양자컴퓨팅-미국-양자컴퓨팅-16444cc34b,passive,plain,neutral,1X,unhedged,physical_or_unspecified,concentrated,PG-주식-미국-테마-양자컴퓨팅-미국-양자컴퓨팅-양자컴퓨팅-미국-양자컴-ae6e988fe3,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 양자컴퓨팅),가능,
KR70025N0008,0025N0,TIGER TDF2045 적격,S&P Korea Target Date 2045 Global Index,혼합자산,미국,혼합자산,자산배분 & 채권혼합,TDF 생애주기,혼합자산-구성비율-미확인-9c1ef5c7e4,passive,mixed_asset,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-PENDING-0025N0-c7d9a9fc05,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(혼합자산/구성비율 미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR70026E0008,0026E0,KODEX 미국S&P500버퍼3월액티브,S&P500 10% Buffered Index March Series (USD) TR,주식,미국,대표지수,S&P 500 시장대표,미국 S&P500,S&P500,buffer,buffer,neutral,1X,unhedged,active,broad,PG-주식-미국-대표지수-S-P500-미국-S-P500-S-P500-B-3159c44a87,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(buffer); 자산군·투자대상 추출(주식/미국 S&P500),가능,
KR70026S0002,0026S0,1Q 미국S&P500,S&P 500,주식,미국,대표지수,S&P 500 시장대표,미국 S&P500,S&P500,passive,plain,neutral,1X,unhedged,physical_or_unspecified,broad,PG-주식-미국-대표지수-S-P500-미국-S-P500-S-P500-P-c2eb6d3f91,,auto_high_confidence,기초지수 명시; 자산군·투자대상 추출(주식/미국 S&P500),,
KR70028X0003,0028X0,KODEX 미국금융테크액티브,iSelect 미국 차세대 파이낸셜 테크 지수(시장가격),주식,미국,산업·섹터,금융·은행·증권·보험,미국 금융·은행·증권·보험,금융-은행-증권-보험-미국-금융-은행-증권-보험-4605e3ffab,active,plain,neutral,1X,unhedged,active,unknown,PG-주식-미국-산업-섹터-금융-은행-증권-보험-미국-금융-은행-증권--af9be94e4a,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 금융·은행·증권·보험),가능,
KR70035T0000,0035T0,PLUS 글로벌휴머노이드로봇액티브,iSelect 글로벌휴머노이드로봇 (PR),주식,미국,테마,글로벌 로보틱스 & 자동화,미국 로봇,로봇-미국-로봇-354b9654fa,active,plain,neutral,1X,unhedged,active,unknown,PG-주식-미국-테마-로봇-미국-로봇-로봇-미국-로봇-354B9654F-e44c44095f,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 로봇),가능,
KR70036R0001,0036R0,RISE 미국휴머노이드로봇,KEDI 미국 휴머노이드 로봇 지수(시장가격),주식,미국,테마,글로벌 로보틱스 & 자동화,미국 로봇,로봇-미국-로봇-354b9654fa,passive,plain,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-주식-미국-테마-로봇-미국-로봇-로봇-미국-로봇-354B9654F-e44c44095f,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 로봇),가능,
KR70036Z0001,0036Z0,RISE 미국천연가스밸류체인,Solactive US Natural Gas Value Chain Index PR,원자재,미국,원자재,에너지 (원유·천연가스),천연가스 futures,COMMODITY_천연가스-FUTURES-4d3c917bd2,active,futures,neutral,1X,unhedged,active,unknown,PG-원자재-해당없음-원자재-천연가스-천연가스-FUTURES-COMMO-1ebe888699,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(원자재/천연가스 futures),가능,
KR70038A0008,0038A0,KODEX 미국휴머노이드로봇,iSelect 미국 휴머노이드 로봇 지수(Price Return),주식,미국,테마,글로벌 로보틱스 & 자동화,미국 로봇,로봇-미국-로봇-354b9654fa,passive,plain,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-주식-미국-테마-로봇-미국-로봇-로봇-미국-로봇-354B9654F-e44c44095f,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 로봇),가능,
KR70040S0004,0040S0,HANARO 글로벌피지컬AI액티브,Solactive Physical AI Index,주식,글로벌,테마,인공지능,인공지능 일반,인공지능-인공지능-일반-4ef7c7155f,active,plain,neutral,1X,unhedged,active,unknown,PG-주식-글로벌-테마-인공지능-인공지능-일반-인공지능-인공지능-일반--7fa2ce759b,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/인공지능 일반),가능,
KR70040X0007,0040X0,SOL 팔란티어미국채커버드콜혼합,KEDI 팔란티어미국채커버드콜혼합지수(NTR),혼합자산,미국,혼합자산,자산배분 & 채권혼합,단일종목 채권혼합,BOND_미국-국채-만기미확인-등급미확인-6e6ab9de27,covered_call,covered_call,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-PENDING-0040X0-87191482e9,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(채권/미국 국채 만기미확인 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR70040Y0006,0040Y0,SOL 팔란티어커버드콜OTM채권혼합,KEDI 팔란티어커버드콜OTM 채권혼합지수(NTR),혼합자산,미국,혼합자산,자산배분 & 채권혼합,단일종목 채권혼합,BOND_미국-채권-만기미확인-등급미확인-4820f5af4f,covered_call,mixed_asset,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-PENDING-0040Y0-57b0b2c1be,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 상품명 구조표시(covered_call); 자산군·투자대상 추출(채권/미국 채권 만기미확인 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인
KR70041D0000,0041D0,KODEX 미국AI소프트웨어TOP10,iSelect 미국 AI 소프트웨어 TOP10 지수(PR),주식,미국,테마,생성형 AI & 소프트웨어,인공지능 일반,인공지능-인공지능-일반-4ef7c7155f,passive,plain,neutral,1X,unhedged,physical_or_unspecified,concentrated,PG-주식-미국-테마-인공지능-인공지능-일반-인공지능-인공지능-일반-4-e5f6ce4522,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/인공지능 일반),가능,
KR70041E0009,0041E0,KODEX 미국S&P500액티브,S&P 500,주식,미국,대표지수,S&P 500 시장대표,미국 S&P500,S&P500,active,plain,neutral,1X,unhedged,active,broad,PG-주식-미국-대표지수-S-P500-미국-S-P500-S-P500-P-c2eb6d3f91,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 S&P500),가능,
KR70043B0000,0043B0,TIGER 머니마켓액티브,KIS-미래에셋 MMF지수,금리·파킹,국내,금리·파킹,금리·파킹,머니마켓,RATE_머니마켓-e1b1a267e3,active,rate_return,neutral,1X,not_applicable,active,unknown,PG-금리-파킹-해당없음-금리-파킹-금리-파킹-머니마켓-RATE-머니마-53401a7911,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(금리·파킹/머니마켓),가능,
KR70043Y0003,0043Y0,TIME 차이나AI테크액티브,Solactive China Artificial Intelligence 지수(원화환산)(PR),주식,중국,테마,인공지능,인공지능 일반,인공지능-인공지능-일반-4ef7c7155f,active,plain,neutral,1X,unhedged,active,unknown,PG-주식-중국-테마-인공지능-인공지능-일반-인공지능-인공지능-일반-4-e576ffa409,,auto_high_confidence,기초지수 명시; 자산군·투자대상 추출(주식/인공지능 일반),,
KR70046A0008,0046A0,TIGER 미국초단기(3개월이하)국채,ICE 0-3 Month US Treasury Securities 지수,채권,미국,채권,미국 단기국채,미국 초단기 국채 0-3M,BOND_미국-국채-초단기-등급미확인-5e59e46a3c,passive,bond_coupon,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-PENDING-0046A0-f4e955fb99,,conflict_resolved,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(채권/미국 국채 초단기 등급미확인),가능,세부 투자대상 또는 만기·구성비율 미확인; 기존 자산분류와 비교분류 추론값 충돌
KR70046Y0000,0046Y0,ACE 미국배당퀄리티,WisdomTree U.S. Quality Dividend Growth Index (Price Return),주식,미국,배당·주주환원,고배당 & 인컴 전략,미국 고배당,고배당-미국-고배당-8e56e7fe68,passive,plain,neutral,1X,unhedged,physical_or_unspecified,unknown,PG-주식-미국-배당-주주환원-고배당-미국-고배당-고배당-미국-고배당--25a2d26271,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 고배당),가능,
KR70047A0007,0047A0,TIGER 차이나테크TOP10,Mirae Asset China Tech Top 10 지수 (Price Return),주식,중국,기타특수구조,인공지능,중국 미확인 주식전략,미확인-주식전략-중국-미확인-주식전략-526c3d6249,passive,plain,neutral,1X,unhedged,physical_or_unspecified,concentrated,PG-PENDING-0047A0-7cd58e1f2b,,classified_derived,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/중국 미확인 주식전략),가능,직접 비교에 필요한 주식 전략·투자대상 미확인; 세부 투자대상 또는 만기·구성비율 미확인
KR70047N0002,0047N0,PLUS 차이나AI테크TOP10,Solactive China AI Tech Top10 Index(PR),주식,중국,테마,인공지능,인공지능 일반,인공지능-인공지능-일반-4ef7c7155f,active,plain,neutral,1X,unhedged,active,concentrated,PG-주식-중국-테마-인공지능-인공지능-일반-인공지능-인공지능-일반-4-e576ffa409,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/인공지능 일반),가능,
KR70047P0000,0047P0,RISE 테슬라고정테크100,KEDI 테슬라고정테크100 지수(PR),주식,미국,단일·소수종목,단일종목,미국 단일종목,단일종목-미국-단일종목-8a16a0bfdf,passive,plain,neutral,1X,unhedged,physical_or_unspecified,single,PG-주식-미국-단일-소수종목-단일종목-미국-단일종목-단일종목-미국-단-e74c3f9bef,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 단일종목),가능,
KR70047R0008,0047R0,RISE 팔란티어고정테크100,KEDI 팔란티어고정테크100 지수(PR),주식,미국,단일·소수종목,단일종목,미국 단일종목,단일종목-미국-단일종목-8a16a0bfdf,passive,plain,neutral,1X,unhedged,physical_or_unspecified,single,PG-주식-미국-단일-소수종목-단일종목-미국-단일종목-단일종목-미국-단-e74c3f9bef,,verified_official,기초지수 명시; 운용사·공식 출처 URL 존재; 자산군·투자대상 추출(주식/미국 단일종목),가능,
